tab 	pmag_specimens
direction_type	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_Z	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_dec	specimen_description	specimen_direction_type	specimen_drat	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_grade	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc	specimen_tilt_correction
l	unknown	This study	803	0803d693068	0803d	0803d6930681	0803d6930681:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.230e+02	3.730e+02	K	-1.0	-1.572	0.047	0.073	u	9.4	345.1		l	4.9	5.2	0.417	0.072	1.5		-16.8	3.9307e-05	6.4	7	6	2.500e-05	-1	7.5	0.9892	-1
l	unknown	This study	803	0803d693068	0803d	0803d6930682	0803d6930682:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.480e+02	3.730e+02	K	-1.0	-0.748	0.046	0.034	u	8.8	229.6		l	10.3	12.8	0.512	0.431	1.0		-47.4	1.8712e-05	6.1	8	6	2.500e-05	-1	9.4	0.9873	-1
l	unknown	This study	803	0803d693113	0803d	0803d6931131	0803d6931131:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	4.980e+02	3.730e+02	K	-1.0	-1.093	0.076	0.084	u	8.4	300.1		l	6.5	15.6	0.183	0.104	1.1		-41.6	2.7329e-05	10.4	6	6	2.500e-05	-1	1.8	0.9768	-1
l	unknown	This study	803	0803d693113	0803d	0803d6931132	0803d6931132:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.480e+02	3.730e+02	K	-1.0	-2.027	0.056	0.113	u	4.8	142.9		l	12.0	9.0	0.403	0.165	1.1		-2.6	5.0663e-05	4.4	8	6	2.500e-05	-1	6.1	0.9814	-1
l	unknown	This study	803	0803d702120	0803d	0803d7021201	0803d7021201:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-0.366	0.053	0.019	u	7.4	347.1		l	14.2	24.6	0.713	0.610	1.6		-32.9	9.1491e-06	5.4	13	6	2.500e-05	-1	11.6	0.9697	-1
l	unknown	This study	803	0803d702120	0803d	0803d7021202	0803d7021202:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-0.422	0.050	0.021	u	2.7	222.4		l	10.5	24.0	0.613	0.521	1.2		6.6	1.0543e-05	5.7	14	6	2.500e-05	-1	11.0	0.9702	-1
l	unknown	This study	807	0807c742027	0807c	0807c7420271	0807c7420271:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	3.980e+02	K	-1.0	-1.522	0.129	0.196	u	3.0	342.6		l	26.6	5.3	0.734	0.464	6.3		-14.2	3.8038e-05	11.1	16	8	2.500e-05	-1	4.9	0.7806	-1
l	unknown	This study	807	0807c742027	0807c	0807c7420272	0807c7420272:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.730e+02	3.980e+02	K	-1.0	-1.422	0.022	0.032	u	3.0	143.8		l	3.8	1.1	0.370	0.397	1.9		26.3	3.5540e-05	6.5	8	6	2.500e-05	-1	14.1	0.9970	-1
l	unknown	This study	807	0807c742027	0807c	0807c7420273	0807c7420273:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	3.730e+02	K	-1.0	-1.457	0.053	0.077	u	5.4	223.7		l	7.5	3.0	0.522	0.526	1.2		-46.6	3.6424e-05	5.3	14	6	2.500e-05	-1	9.1	0.9672	-1
l	unknown	This study	807	0807c742089	0807c	0807c7420891	0807c7420891:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.480e+02	3.980e+02	K	-1.0	-0.598	0.051	0.031	u	24.0	30.9		l	10.4	15.2	0.176	0.128	1.9		26.1	1.4953e-05	26.2	7	6	2.500e-05	-1	2.1	0.9869	-1
l	unknown	This study	807	0807c742089	0807c	0807c7420893	0807c7420893:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.230e+02	K	-1.0	-0.203	0.074	0.015	u	8.2	243.4		l	14.2	4.1	0.376	0.261	1.5		-37.8	5.0674e-06	10.5	12	6	2.500e-05	-1	4.2	0.9453	-1
l	unknown	This study	807	0807c742091	0807c	0807c7420912	0807c7420912:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.980e+02	K	-1.0	-1.503	0.086	0.130	u	9.7	202.6		l	30.4	2.3	0.496	0.306	1.5		-25.0	3.7579e-05	12.4	9	7	2.500e-05	-1	4.9	0.9486	-1
l	unknown	This study	807	0807c742091	0807c	0807c7420913	0807c7420913:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.730e+02	K	-1.0	-1.498	0.072	0.108	u	12.4	279.8		l	9.7	22.3	0.405	0.312	1.1		-33.9	3.7457e-05	7.6	9	7	2.500e-05	-1	4.8	0.9639	-1
l	unknown	This study	807	0807c742097	0807c	0807c7420972	0807c7420972:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.480e+02	K	-1.0	-0.347	0.032	0.011	u	4.3	286.1		l	20.9	22.3	0.853	0.569	0.9		-23.9	8.6696e-06	4.6	14	8	2.500e-05	-1	22.9	0.9881	-1
l	unknown	This study	807	0807c742097	0807c	0807c7420973	0807c7420973:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	3.980e+02	K	-1.0	-0.293	0.026	0.008	u	6.9	223.8		l	10.3	3.8	0.762	0.540	0.3		2.8	7.3208e-06	6.8	16	8	2.500e-05	-1	25.3	0.9908	-1
l	unknown	This study	807	0807c751027	0807c	0807c7510272	0807c7510272:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	3.730e+02	K	-1.0	-1.209	0.022	0.027	u	2.5	203.5		l	6.4	0.6	0.875	0.712	3.1		-51.3	3.0233e-05	6.3	17	8	2.500e-05	-1	36.1	0.9925	-1
l	unknown	This study	807	0807c751027	0807c	0807c7510273	0807c7510273:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.230e+02	K	-1.0	-2.214	0.022	0.050	u	1.5	354.6		l	13.5	16.7	0.641	0.681	0.7		-0.1	5.5346e-05	2.6	11	7	2.500e-05	-1	25.6	0.9955	-1
l	unknown	This study	807	0807c752004	0807c	0807c7520042	0807c7520042:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.230e+02	K	-1.0	-1.553	0.041	0.064	u	5.0	184.4		l	25.9	14.3	0.518	0.391	0.9		14.0	3.8831e-05	7.8	11	7	2.500e-05	-1	11.1	0.9849	-1
l	unknown	This study	807	0807c752004	0807c	0807c7520043	0807c7520043:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-1.309	0.046	0.061	u	7.2	341.9		l	8.8	3.4	0.574	0.454	1.7		-18.7	3.2726e-05	8.6	13	7	2.500e-05	-1	11.1	0.9764	-1
l	unknown	This study	807	0807c752004	0807c	0807c7520044	0807c7520044:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	8.230e+02	3.730e+02	K	0.0	-0.079	0.081	0.006	u	4.0	345.1		l	30.3	67.5	1.102	0.596	1.4		73.1	1.9700e-06	8.2	17	8	2.500e-05	5	11.5	0.9030	-1
l	unknown	This study	807	0807c752004	0807c	0807c7520045	0807c7520045:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	0.0	-0.870	0.075	0.065	u	6.1	22.2		l	9.9	1.8	0.527	0.406	2.8		-21.4	3.4798e-05	8.2	11	8	4.000e-05	1	6.1	0.9501	-1
l	unknown	This study	807	0807c752032	0807c	0807c7520322	0807c7520322:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.230e+02	K	-1.0	-0.908	0.041	0.037	u	3.8	295.4		l	21.7	20.6	0.371	0.278	3.0		6.6	2.2691e-05	8.3	11	7	2.500e-05	-1	8.0	0.9849	-1
l	unknown	This study	807	0807c752032	0807c	0807c7520323	0807c7520323:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-1.146	0.081	0.093	u	6.4	282.2		l	36.7	34.7	0.327	0.258	1.7		-19.4	2.8641e-05	12.0	13	7	2.500e-05	-1	3.2	0.9285	-1
l	unknown	This study	807	0807c752039	0807c	0807c7520393	0807c7520393:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.480e+02	K	-1.0	-1.675	0.051	0.085	u	4.6	78.4		l	28.5	55.9	0.464	0.370	0.7		37.0	4.1873e-05	5.5	10	7	2.500e-05	-1	7.9	0.9795	-1
l	unknown	This study	807	0807c752039	0807c	0807c7520394	0807c7520394:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.730e+02	K	-1.0	-0.380	0.072	0.027	u	20.3	116.1		l	50.0	54.5	0.290	0.156	3.6		-33.4	9.4938e-06	13.8	9	6	2.500e-05	-1	3.3	0.9641	-1
l	unknown	This study	807	0807c752066	0807c	0807c7520662	0807c7520662:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.480e+02	3.730e+02	K	-1.0	-0.613	0.346	0.212	u	65.5	86.7		l	11.9	7.6	0.139	0.095	5.0		0.3	1.5317e-05	28.8	8	6	2.500e-05	-1	0.2	0.4120	-1
l	unknown	This study	807	0807c752066	0807c	0807c7520663	0807c7520663:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	4.480e+02	K	-1.0	-0.277	0.080	0.022	u	12.2	47.7		l	16.5	8.6	0.357	0.235	1.1		57.2	6.9192e-06	7.2	10	6	2.500e-05	-1	3.9	0.9500	-1
l	unknown	This study	807	0807c752072	0807c	0807c7520722	0807c7520722:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.230e+02	K	-1.0	-0.784	0.021	0.016	u	1.8	309.8		l	20.4	15.5	0.793	0.566	2.3		-22.5	1.9596e-05	4.6	15	8	2.500e-05	-1	32.1	0.9943	-1
l	unknown	This study	807	0807c752072	0807c	0807c7520723	0807c7520723:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.980e+02	K	-1.0	-2.232	0.100	0.223	u	8.5	51.5		l	13.7	50.4	0.438	0.346	3.7		-12.0	5.5809e-05	10.9	12	6	2.500e-05	-1	3.8	0.9028	-1
l	unknown	This study	807	0807c752072	0807c	0807c7520724	0807c7520724:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	3.730e+02	K	0.0	-1.043	0.024	0.026	u	0.6	51.3		l	17.2	43.1	0.990	0.912	1.1		-35.3	4.1732e-05	2.4	16	8	4.000e-05	4	34.8	0.9916	-1
l	unknown	This study	807	0807c752072	0807c	0807c7520725	0807c7520725:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.980e+02	5.980e+02	K	0.0	-0.552	0.019	0.011	u	1.7	292.3		l	23.3	40.7	0.799	0.649	2.1		9.3	2.2082e-05	4.2	9	8	4.000e-05	2	33.1	0.9974	-1
l	unknown	This study	807	0807c752072	0807c	0807c7520726	0807c7520726:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	0.0	-1.202	0.056	0.067	u	3.3	160.7		l	4.0	5.9	0.418	0.395	1.4		44.9	4.8089e-05	6.5	11	8	4.000e-05	1	6.4	0.9722	-1
l	unknown	This study	807	0807c754096	0807c	0807c7540962	0807c7540962:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.980e+02	K	-1.0	-1.335	0.029	0.039	u	2.0	155.2		l	13.5	8.0	0.425	0.350	2.4		79.2	3.3375e-05	2.7	9	8	2.500e-05	-1	12.6	0.9941	-1
l	unknown	This study	807	0807c754096	0807c	0807c7540963	0807c7540963:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.621	0.125	0.078	u	15.0	238.6		l	39.0	49.1	0.226	0.160	2.0		-22.2	1.5535e-05	21.7	13	6	2.500e-05	-1	1.4	0.8362	-1
l	unknown	This study	807	0807c771034	0807c	0807c7710342	0807c7710342:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-0.970	0.447	0.433	u	37.3	76.8		l	51.1	85.3	0.305	0.121	2.8		10.7	2.4252e-05	21.5	13	6	2.500e-05	-1	0.1	0.0095	-1
l	unknown	This study	807	0807c771034	0807c	0807c7710343	0807c7710343:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	4.730e+02	3.730e+02	K	-1.0	-0.435	0.547	0.238	u	76.1	292.2		l	43.7	33.0	0.082	0.040	29.8		9.9	1.0882e-05	30.8	5	6	2.500e-05	-1	0.1	0.3040	-1
l	unknown	This study	807	0807c771035	0807c	0807c7710352	0807c7710352:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.230e+02	K	-1.0	-3.116	0.071	0.220	u	3.8	99.9		l	18.5	12.5	0.387	0.389	1.5		-12.6	7.7911e-05	8.5	12	8	2.500e-05	-1	5.0	0.9507	-1
l	unknown	This study	807	0807c771035	0807c	0807c7710353	0807c7710353:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.980e+02	4.230e+02	K	-1.0	-2.914	0.103	0.299	u	3.3	241.3		l	22.3	22.7	0.341	0.316	4.0		21.4	7.2846e-05	12.9	12	8	2.500e-05	-1	2.9	0.8972	-1
l	unknown	This study	807	0807c771037	0807c	0807c7710373	0807c7710373:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	-1.0	-2.298	0.066	0.151	u	3.3	121.1		l	15.0	11.0	0.706	0.422	1.1		-30.8	5.7450e-05	13.4	14	8	2.500e-05	-1	9.4	0.9488	-1
l	unknown	This study	807	0807c771037	0807c	0807c7710374	0807c7710374:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	0.0	-0.472	0.031	0.015	u	1.7	242.5		l	42.8	67.4	0.896	0.786	1.5		72.8	1.8896e-05	3.8	14	8	4.000e-05	3	23.4	0.9885	-1
l	unknown	This study	807	0807c771037	0807c	0807c7710375	0807c7710375:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	5.980e+02	K	0.0	-0.750	0.031	0.023	u	0.6	193.4		l	31.6	45.9	0.789	0.618	0.7		63.6	2.9988e-05	1.2	8	8	4.000e-05	2	19.1	0.9941	-1
l	unknown	This study	807	0807c771037	0807c	0807c7710376	0807c7710376:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.980e+02	4.730e+02	K	1.5	-0.187	0.046	0.009	u	5.3	142.9		l	22.3	59.2	0.902	0.581	1.1		38.7	7.4997e-06	9.7	14	8	4.000e-05	5	16.3	0.9748	-1
l	unknown	This study	807	0807c772034	0807c	0807c7720341	0807c7720341:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	6.980e+02	5.730e+02	K	0.0	-2.686	0.144	0.387	u	4.8	351.1		l	25.5	25.4	0.331	0.401	6.3		32.0	1.0745e-04	3.4	6	8	4.000e-05	4	1.6	0.9187	-1
l	unknown	This study	807	0807c772034	0807c	0807c7720342	0807c7720342:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.230e+02	3.730e+02	K	1.2	-0.924	0.063	0.058	u	1.6	205.9		l	14.6	15.8	0.826	0.747	2.9		-58.8	3.6970e-05	4.9	13	8	4.000e-05	2	11.3	0.9573	-1
l	unknown	This study	807	0807c772034	0807c	0807c7720343	0807c7720343:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	0.0	-0.616	0.040	0.025	u	3.6	327.9		l	8.4	2.5	0.469	0.398	1.1		22.0	2.4654e-05	8.9	11	8	4.000e-05	3	10.4	0.9855	-1
l	unknown	This study	807	0807c772114	0807c	0807c7721141	0807c7721141:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	6.480e+02	K	-1.0	-1.192	0.343	0.409	u	6.0	341.6		l	13.3	2.2	0.309	0.185	3.5		3.8	2.9800e-05	5.5	6	8	2.500e-05	-1	0.4	0.5845	-1
l	unknown	This study	807	0807c772114	0807c	0807c7721142	0807c7721142:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.980e+02	6.980e+02	K	-1.0	-0.811	0.033	0.026	u	1.3	237.8		l	6.5	5.2	0.532	0.397	1.5		-23.6	2.0275e-05	3.9	5	8	2.500e-05	-1	11.4	0.9968	-1
l	unknown	This study	807	0807c772114	0807c	0807c7721143	0807c7721143:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.730e+02	4.980e+02	K	-1.0	-0.611	0.047	0.028	u	6.1	52.7		l	20.3	36.4	0.590	0.320	0.9		-40.5	1.5284e-05	6.3	12	8	2.500e-05	-1	10.9	0.9785	-1
l	unknown	This study	807	0807c772114	0807c	0807c7721144	0807c7721144:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	7.230e+02	3.980e+02	K	-1.0	-1.527	0.041	0.062	u	1.9	14.8		l	16.0	25.6	0.627	0.345	1.2		16.2	3.8173e-05	5.0	14	8	2.500e-05	-1	14.0	0.9802	-1
l	unknown	This study	807	0807c77x042	0807c	0807c77x0423	0807c77x0423:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-1.222	0.271	0.331	u	11.3	71.1		l	55.1	87.7	0.106	0.071	13.1		23.0	3.0552e-05	24.3	13	6	2.500e-05	-1	0.0	0.3564	-1
l	unknown	This study	807	0807c77x042	0807c	0807c77x0424	0807c77x0424:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.480e+02	4.480e+02	K	-1.0	-0.834	0.132	0.110	u	41.7	278.2		l	23.6	63.0	0.250	0.119	12.9		52.0	2.0851e-05	18.7	9	6	2.500e-05	-1	1.2	0.8823	-1
l	unknown	This study	807	0807c781034	0807c	0807c7810343	0807c7810343:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	5.980e+02	3.730e+02	K	-1.0	-2.124	0.038	0.081	u	24.4	255.6		l	14.4	18.9	0.343	0.252	6.1		16.1	5.3108e-05	12.3	10	6	2.500e-05	-1	7.7	0.9884	-1
l	unknown	This study	807	0807c781034	0807c	0807c7810344	0807c7810344:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.141	6.730e+02	3.730e+02	K	-1.0	-1.613	0.091	0.146	u	13.0	66.0		l	19.7	40.7	0.500	0.397	7.3		-24.6	4.0325e-05	12.5	13	6	2.500e-05	-1	4.8	0.9116	-1
l	unknown	This study	807	0807c781034	0807c	0807c7810345	0807c7810345:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	6.230e+02	K	0.0	-0.327	0.049	0.016	u	7.2	112.1		l	8.0	20.1	0.370	0.214	1.1		81.6	1.3086e-05	4.3	7	8	4.000e-05	3	5.9	0.9879	-1
l	unknown	This study	807	0807c781034	0807c	0807c7810346	0807c7810346:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	pmagpy-2.141	7.730e+02	5.730e+02	K	0.0	-0.301	0.069	0.021	u	18.3	295.1		l	9.9	12.9	0.391	0.147	0.9		28.9	1.2029e-05	14.7	9	8	4.000e-05	2	4.7	0.9666	-1
l	unknown	This study	807	0807c781034	0807c	0807c7810347	0807c7810347:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	unknown	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	pmagpy-2.141	7.480e+02	3.730e+02	K	2.4	-0.723	0.049	0.035	u	3.1	13.3		l	29.0	38.4	0.957	0.800	0.4		-52.3	2.8920e-05	3.8	14	8	4.000e-05	4	17.3	0.9715	-1
