tab	pmag_specimens
er_specimen_name	er_sample_name	er_site_name	er_location_name	er_analyst_mail_names	er_citation_names	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
mc219d2	mc219d	mc219	McMurdo	Lisa Tauxe	This study	mc219d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		234.8	l					74.7						0.4		12			0
mc219e1	mc219e	mc219	McMurdo	Lisa Tauxe	This study	mc219e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	473	K		-1.119	0.048	0.054		u	0.1	222.6	l	4.7	0.972	0.935	0.9	70	0.000033582	1	10	5	0.00003		7		15.7	0.9815	-1
mc219e2	mc219e	mc219	McMurdo	Lisa Tauxe	This study	mc219e2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		233.0	l					72.6						0.6		13			0
mc21a	mc21a	mc21	McMurdo	Lisa Tauxe	This study	mc21a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-1.207	0.034	0.041		u	1.4	168.6	l	1.3	0.871	0.895	1.3	18.9	0.000048288	1.2	11	5	0.00004		-1		22.3	0.9894	-1
mc21b	mc21b	mc21	McMurdo	Lisa Tauxe	This study	mc21b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	798	373	K		-1.112	0.032	0.036		u	2.1	169.6	l	1.2	0.666	0.674	0.6	17.2	0.000044481	2.1	10	4	0.00004		-1		17.6	0.9917	-1
mc21c	mc21c	mc21	McMurdo	Lisa Tauxe	This study	mc21c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	373	K		-1.172	0.045	0.052		u	1.2	129.0	l	14.2	0.803	0.86	2	81.8	0.000046889	1.2	11	5	0.00004		-1		15.9	0.9822	-1
mc21d	mc21d	mc21	McMurdo	Lisa Tauxe	This study	mc21d-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		324.9	l					79						0.9		11			0
mc21e	mc21e	mc21	McMurdo	Lisa Tauxe	This study	mc21e-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	823	573	K		-1.012	0.048	0.049		u	3	157.8	l	4.9	0.577	0.651	0.4	64.3	0.000040474	1.5	7	5	0.00004		-1		9.7	0.9884	-1
mc21f	mc21f	mc21	McMurdo	Lisa Tauxe	This study	mc21f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		334.2	l					81.8						0.7		11			0
mc21g	mc21g	mc21	McMurdo	Lisa Tauxe	This study	mc21g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		1.9	l					80.9						1.2		11			0
mc21h	mc21h	mc21	McMurdo	Lisa Tauxe	This study	mc21h-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		0.2	l					79						1.2		11			0
mc220a1	mc220a	mc220	McMurdo	Lisa Tauxe	This study	mc220a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-1.807	0.068	0.123		u	1.4	6.4	l	18.1	1.035	0.909	0	-7.9	0.000054211	2.7	11	5	0.00003		4		12.6	0.9584	-1
mc220a2	mc220a	mc220	McMurdo	Lisa Tauxe	This study	mc220a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		28.8	l					-82.4						0.7		13			0
mc220b1	mc220b	mc220	McMurdo	Lisa Tauxe	This study	mc220b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	473	K		-1.83	0.065	0.118		u	0.9	7.1	l	9.2	0.989	0.883	5.7	-8	0.00005491	1.9	10	5	0.00003		3		12.5	0.9668	-1
mc220b2	mc220b	mc220	McMurdo	Lisa Tauxe	This study	mc220b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		42.5	l					-84.2						0.7		13			0
mc220c1	mc220c	mc220	McMurdo	Lisa Tauxe	This study	mc220c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-1.765	0.063	0.112		u	1.4	11.1	l	15.9	1.04	0.9	3.7	0	0.000052954	2.5	11	5	0.00003		3		13.6	0.9643	-1
mc220c2	mc220c	mc220	McMurdo	Lisa Tauxe	This study	mc220c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		25.5	l					-80.8						1.3		13			0
mc220d1	mc220d	mc220	McMurdo	Lisa Tauxe	This study	mc220d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-1.837	0.075	0.138		u	1.6	1.7	l	10.8	1.041	0.945	1.7	-5.7	0.000055099	2.4	11	5	0.00003		4		11.6	0.9497	-1
mc220d2	mc220d	mc220	McMurdo	Lisa Tauxe	This study	mc220d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		15.3	l					-87.1						1.4		12			0
mc220e1	mc220e	mc220	McMurdo	Lisa Tauxe	This study	mc220e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	848	373	K		-1.759	0.112	0.197		u	3.3	8.7	l	9.6	1.079	0.945	1.9	5.1	0.000052783	3.1	10	5	0.00003		7		8.3	0.9021	-1
mc220f2	mc220f	mc220	McMurdo	Lisa Tauxe	This study	mc220f2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		25.4	l					-78.2						0.8		13			0
mc221b1	mc221b	mc221	McMurdo	Lisa Tauxe	This study	mc221b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	848	273	K					A	u		135.2	p					-6.1						1.6		11			0
mc221c1	mc221c	mc221	McMurdo	Lisa Tauxe	This study	mc221c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		241.1	l					-83.6						1.1		13			0
mc221d2	mc221d	mc221	McMurdo	Lisa Tauxe	This study	mc221d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		309.1	l					-86						0.8		13			0
mc221h2	mc221h	mc221	McMurdo	Lisa Tauxe	This study	mc221h2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		262.6	l					-79.3						1.1		13			0
mc221i2	mc221i	mc221	McMurdo	Lisa Tauxe	This study	mc221i2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		284.5	l					-81.1						0.8		13			0
mc221j2	mc221j	mc221	McMurdo	Lisa Tauxe	This study	mc221j2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		290.9	l					-81.7						1.1		13			0
mc222a1	mc222a	mc222	McMurdo	Lisa Tauxe	This study	mc222a1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		186.9	l					-55.4						0.6		12			0
mc222b1	mc222b	mc222	McMurdo	Lisa Tauxe	This study	mc222b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	573	273	K		-0.422	0.057	0.024		u	4.9	8.5	l	1.5	0.649	0.259	3.2	-8.2	0.000012673	4.2	4	5	0.00003		5		6.4	0.9936	-1
mc222c1	mc222c	mc222	McMurdo	Lisa Tauxe	This study	mc222c1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		199.1	l					-52						1		12			0
mc222e1	mc222e	mc222	McMurdo	Lisa Tauxe	This study	mc222e1-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		198.0	l					-50.2						1.1		12			0
mc222h2	mc222h	mc222	McMurdo	Lisa Tauxe	This study	mc222h2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		189.4	l					-52.7						1.1		12			0
mc222j2	mc222j	mc222	McMurdo	Lisa Tauxe	This study	mc222j2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		180.9	l					-51.4						1.8		12			0
mc223a1	mc223a	mc223	McMurdo	Lisa Tauxe	This study	mc223a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.717	0.075	0.054		u	2.4	356.0	l	16.8	1.063	0.857	1.3	-15.8	0.000021524	3.8	11	5	0.00003		3		12.2	0.9497	-1
mc223a2	mc223a	mc223	McMurdo	Lisa Tauxe	This study	mc223a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		58.2	l					-88.1						1.2		9			0
mc223b1	mc223b	mc223	McMurdo	Lisa Tauxe	This study	mc223b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.716	0.082	0.059		u	2.7	358.8	l	15.3	1.051	0.825	0.3	-18.8	0.000021484	4.3	11	5	0.00003		3		11.1	0.9404	-1
mc223c1	mc223c	mc223	McMurdo	Lisa Tauxe	This study	mc223c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.06	0.005	T					A	u		46.4	l					-86.2						1.5		8			0
mc223c2	mc223c	mc223	McMurdo	Lisa Tauxe	This study	mc223c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-0.826	0.089	0.074		u	4.9	359.2	l	15.3	0.914	0.71	1	-13.9	0.000024791	5.4	9	5	0.00003		3		8.5	0.9449	-1
mc223d1	mc223d	mc223	McMurdo	Lisa Tauxe	This study	mc223d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		60.0	l					-86.4						0.8		13			0
mc223e1	mc223e	mc223	McMurdo	Lisa Tauxe	This study	mc223e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.06	0.005	T					A	u		24.2	l					-86.7						1.6		8			0
mc223f1	mc223f	mc223	McMurdo	Lisa Tauxe	This study	mc223f1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		88.8	l					-83.9						0.7		13			0
mc223g1	mc223g	mc223	McMurdo	Lisa Tauxe	This study	mc223g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-0.61	0.105	0.064		u	6.9	355.1	l	15	0.884	0.57	1.4	-31.5	0.00001831	5.7	9	5	0.00003		1		6.7	0.925	-1
mc223l1	mc223l	mc223	McMurdo	Lisa Tauxe	This study	mc223l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	673	K		-0.55	0.056	0.031		u	1.3	347.3	l	20.8	0.925	0.711	1.1	-33.5	0.000016496	2.4	7	5	0.00003		2		13.2	0.9845	-1
mc224a1	mc224a	mc224	McMurdo	Lisa Tauxe	This study	mc224a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		189.4	l					-62.9						1.3		10			0
mc224b1	mc224b	mc224	McMurdo	Lisa Tauxe	This study	mc224b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	273	K					A	u		197.5	l					-69.1						20.4		5			0
mc224b2	mc224b	mc224	McMurdo	Lisa Tauxe	This study	mc224b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		189.3	l					-61.5						0.9		9			0
mc224c2	mc224c	mc224	McMurdo	Lisa Tauxe	This study	mc224c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		194.2	l					-61.3						1.1		9			0
mc224e2	mc224e	mc224	McMurdo	Lisa Tauxe	This study	mc224e2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		184.5	l					-63.6						0.7		8			0
mc224f2	mc224f	mc224	McMurdo	Lisa Tauxe	This study	mc224f2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		193.1	l					-58.5						1		8			0
mc225a1	mc225a	mc225	McMurdo	Lisa Tauxe	This study	mc225a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	373	K		-0.851	0.069	0.059		u	14.5	348.5	l	5	0.717	0.489	1.9	0.1	0.000025519	9.6	7	5	0.00003		2		8	0.976	-1
mc225a2	mc225a	mc225	McMurdo	Lisa Tauxe	This study	mc225a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.005	T					A	u		103.6	l					-74.7						0.6		11			0
mc225b1	mc225b	mc225	McMurdo	Lisa Tauxe	This study	mc225b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.862	0.065	0.056		u	5.7	343.7	l	3.1	0.972	0.761	1.6	-9.4	0.000025847	7.1	11	5	0.00003		1		13.1	0.9626	-1
mc225c1	mc225c	mc225	McMurdo	Lisa Tauxe	This study	mc225c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.865	0.068	0.058		u	4.9	345.7	l	0.5	0.994	0.814	1.1	-1	0.000025956	6.4	11	5	0.00003		3		12.9	0.9593	-1
mc225c2	mc225c	mc225	McMurdo	Lisa Tauxe	This study	mc225c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.005	T					A	u		114.3	l					-76.5						1		11			0
mc225d1	mc225d	mc225	McMurdo	Lisa Tauxe	This study	mc225d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	273	K		-1.012	0.09	0.092		u	12.3	351.6	l	1.4	0.989	0.644	0.7	9.6	0.00003036	6.2	8	5	0.00003		4		8.7	0.9515	-1
mc225d2	mc225d	mc225	McMurdo	Lisa Tauxe	This study	mc225d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		117.0	l					-77.2						1		10			0
mc225f2	mc225f	mc225	McMurdo	Lisa Tauxe	This study	mc225f2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		113.3	l					-73.3						1.2		10			0
mc225g2	mc225g	mc225	McMurdo	Lisa Tauxe	This study	mc225g2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		116.7	l					-72						0.9		12			0
mc225i1	mc225i	mc225	McMurdo	Lisa Tauxe	This study	mc225i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	273	K		-1.068	0.078	0.083		u	11.2	344.9	l	1.8	0.88	0.621	1.4	-4.5	0.000032043	7.1	8	5	0.00003		3		9.2	0.9638	-1
mc226a1	mc226a	mc226	McMurdo	Lisa Tauxe	This study	mc226a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		19.0	l					-52.1						1.1		10			0
mc226b1	mc226b	mc226	McMurdo	Lisa Tauxe	This study	mc226b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	273	K		-0.843	0.065	0.055		u	8.1	331.5	l	11.2	0.971	0.755	0.3	-28.7	0.000025277	5.3	8	5	0.00003		3		10.6	0.975	-1
mc226b2	mc226b	mc226	McMurdo	Lisa Tauxe	This study	mc226b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		18.8	l					-50.7						1.1		10			0
mc226d2	mc226d	mc226	McMurdo	Lisa Tauxe	This study	mc226d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		14.9	l					-53.9						1.3		10			0
mc226f2	mc226f	mc226	McMurdo	Lisa Tauxe	This study	mc226f2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		18.3	l					-50.4						1.6		10			0
mc226g2	mc226g	mc226	McMurdo	Lisa Tauxe	This study	mc226g2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.015	T					A	u		18.3	l					-51.8						1.2		9			0
mc227b1	mc227b	mc227	McMurdo	Lisa Tauxe	This study	mc227b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	373	K		-0.497	0.152	0.075		u	14.5	286.8	l	32.4	0.765	0.425	1.1	71.4	0.000014907	6.9	7	5	0.00003		5		3.4	0.8885	-1
mc227b2	mc227b	mc227	McMurdo	Lisa Tauxe	This study	mc227b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		221.7	l					60.7						1.9		11			0
mc227c2	mc227c	mc227	McMurdo	Lisa Tauxe	This study	mc227c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		216.9	l					61.1						1.8		11			0
mc227d2	mc227d	mc227	McMurdo	Lisa Tauxe	This study	mc227d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		218.9	l					61.1						1.4		11			0
mc227f2	mc227f	mc227	McMurdo	Lisa Tauxe	This study	mc227f2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.015	T					A	u		221.3	l					60.1						1.6		10			0
mc227h2	mc227h	mc227	McMurdo	Lisa Tauxe	This study	mc227h2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		222.3	l					58.6						2.3		9			0
mc228a1	mc228a	mc228	McMurdo	Lisa Tauxe	This study	mc228a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	848	373	K		-0.352	0.048	0.017		u	3.3	104.2	l	43.3	0.955	0.846	5.4	56.4	0.000010568	3	10	5	0.00003		10		16.3	0.9818	-1
mc228a2	mc228a	mc228	McMurdo	Lisa Tauxe	This study	mc228a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		216.5	l					58.5						0.9		11			0
mc228b1	mc228b	mc228	McMurdo	Lisa Tauxe	This study	mc228b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-0.352	0.049	0.017		u	1.5	147.8	l	47.9	0.892	0.821	12.1	50.6	0.000010556	3.1	9	5	0.00003		11		14.5	0.9834	-1
mc228b2	mc228b	mc228	McMurdo	Lisa Tauxe	This study	mc228b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		223.2	l					65.9						1.3		11			0
mc228d1	mc228d	mc228	McMurdo	Lisa Tauxe	This study	mc228d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.439	0.043	0.019		u	2.1	350.3	l	37.6	0.976	0.925	3.5	73.5	0.000013165	1.6	11	5	0.00003		14		18.8	0.9836	-1
mc228d2	mc228d	mc228	McMurdo	Lisa Tauxe	This study	mc228d2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		213.4	l					60.2						0.9		11			0
mc228e1	mc228e	mc228	McMurdo	Lisa Tauxe	This study	mc228e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.41	0.032	0.013		u	2.1	112.3	l	33.5	0.987	0.939	6.7	72.7	0.000012293	2.3	11	5	0.00003		7		25.4	0.9906	-1
mc228e2	mc228e	mc228	McMurdo	Lisa Tauxe	This study	mc228e2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		221.3	l					71.2						0.8		11			0
mc228g1	mc228g	mc228	McMurdo	Lisa Tauxe	This study	mc228g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.578	0.026	0.015		u	1.7	238.9	l	24.2	0.976	0.92	9.2	64.4	0.000017339	2.2	11	5	0.00003		5		30.3	0.9941	-1
mc228g2	mc228g	mc228	McMurdo	Lisa Tauxe	This study	mc228g2-LP-DIR-AF		LP-DIR-AF:SO-GPS-DIFF:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		215.4	l					63.1						0.8		11			0
mc229a2	mc229a	mc229	McMurdo	Lisa Tauxe	This study	mc229a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		93.8	l					69						0.6		11			0
mc229b1	mc229b	mc229	McMurdo	Lisa Tauxe	This study	mc229b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-DIR-T:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	623	373	K					A	u		89.8	l					72.6						2.1		4			0
mc229b2	mc229b	mc229	McMurdo	Lisa Tauxe	This study	mc229b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		102.0	l					70.1						0.6		11			0
