tab	er_samples
er_sample_name	er_site_name	er_location_name	cooling_rate_corr	cooling_rate_mcd	er_citation_names	er_sample_alternatives	er_scientist_mail_names	magic_method_codes	participantlist	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_cooling_rate	sample_declination_correction	sample_description	sample_dip	sample_height	sample_igsn	sample_lat	sample_lithology	sample_lon	sample_texture	sample_type
mc15f	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc15g	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc15h	mc15	McMurdo			This study			:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
mc160a	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160b	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160c	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160d	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160e	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160f	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160g	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160h	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160i	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160j	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160k	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc160l	mc160	McMurdo			This study			:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
mc161a	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161b	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161c	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161d	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161e	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161f	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161g	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161h	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161i	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161j	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc161k	mc161	McMurdo			This study			:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
mc162a	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162b	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162c	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162d	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162e	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162f	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162g	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162h	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162i	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc162j	mc162	McMurdo			This study			:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
mc163a	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163b	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163c	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163d	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163e	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163f	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163g	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163h	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163i	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163j	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc163k	mc163	McMurdo			This study			:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
mc164a	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164b	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164c	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164d	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164e	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164f	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164g	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164h	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164i	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164j	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164k	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc164l	mc164	McMurdo			This study			:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
mc165a	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165b	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165c	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165d	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165e	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165f	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165g	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165h	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165i	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc165j	mc165	McMurdo			This study			:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
mc166a	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166b	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166c	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166d	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166e	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166f	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166g	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166h	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166i	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166j	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc166l	mc166	McMurdo			This study			:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
mc167a	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167b	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167c	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167d	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167e	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167f	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167g	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167h	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167i	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167j	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc167k	mc167	McMurdo			This study			:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
mc168a	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168b	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168c	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168d	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168e	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168f	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168g	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168h	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168i	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168j	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168k	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc168l	mc168	McMurdo			This study			:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
mc169a	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169b	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169c	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169d	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169e	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169f	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169g	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169h	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169i	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc169j	mc169				This study			:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
mc16d	mc16				This study			:SO-NO					Not Specified							-77.51000	Not Specified	169.38		Not Specified
mc170a	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170b	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170c	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170d	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170e	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170f	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170g	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170h	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170i	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170j	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc170k	mc170	McMurdo			This study			:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
mc19a	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19b	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19c	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19d	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19e	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19f	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19g	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc19h	mc19	McMurdo			This study			:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
mc200a	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200b	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200c	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200d	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200e	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200f	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200g	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200h	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200i	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200j	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc200k	mc200	McMurdo			This study			:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
mc201a	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201b	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201c	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201d	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201e	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201f	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201g	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201h	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201i	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc201j	mc201	McMurdo			This study			:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
mc202a	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202b	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202c	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202d	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202e	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202f	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202g	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202h	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202i	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc202j	mc202	McMurdo			This study			:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
mc203a	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203b	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203c	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203d	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203e	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203f	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203g	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203h	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203i	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc203j	mc203	McMurdo			This study			:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
mc204a	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204b	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204c	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204d	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204e	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204f	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204g	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204h	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204i	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204j	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204k	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc204l	mc204	McMurdo			This study			:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
mc205a	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205b	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205c	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205d	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205e	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205f	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205g	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205h	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205i	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205j	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc205k	mc205	McMurdo			This study			:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
mc206a	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206b	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206c	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206d	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206e	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206f	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206g	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206h	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206i	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206j	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc206k	mc206	McMurdo			This study			:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
mc207a	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207b	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207c	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207d	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207e	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207f	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207g	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207h	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207i	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207j	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc207k	mc207	McMurdo			This study			:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
mc208a	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208b	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208c	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208d	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208e	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208f	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208g	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208h	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208i	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc208j	mc208	McMurdo			This study			:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
mc209a	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209b	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209c	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209d	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209e	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209f	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209g	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209h	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209i	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc209j	mc209	McMurdo			This study			:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
mc20a	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20b	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20c	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20d	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20e	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20f	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20g	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc20h	mc20	McMurdo			This study			:SO-NO					Not Specified							-77.88000	Not Specified	165.02		Not Specified
mc210a	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210b	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210c	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210d	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210e	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210f	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210g	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210h	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210i	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc210j	mc210	McMurdo			This study			:SO-NO					Not Specified							-77.69125	Not Specified	166.3743		Not Specified
mc211a	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
mc211b	mc211	McMurdo			This study			:SO-NO					Not Specified							-77.66147	Not Specified	166.3397		Not Specified
