tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_chi_mass	measurement_dec	measurement_flag	measurement_inc	measurement_magn_mass	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	DSDP Site 522	32-1-109	32-1-109	32-1-109	32-1-109:LP-IRM	LT-IRM			g		1.896e-03	6947	u	300	0	1.0	300
This study	DSDP Site 522	32-1-109	32-1-109	32-1-109	32-1-109:LP-X	LP-X	1.451e-07					6948		300	10e-3	0	300
This study	DSDP Site 522	32-1-113	32-1-113	32-1-113	32-1-113:LP-AF-DIR	LT-AF-Z		176.1	g	45.9	3.645e-06	6949	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-113	32-1-113	32-1-113	32-1-113:LP-ARM	LT-AF-I			g		7.985e-05	6950	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-113	32-1-113	32-1-113	32-1-113:LP-IRM	LT-IRM			g		1.589e-03	6951	u	300	0	1.0	300
This study	DSDP Site 522	32-1-113	32-1-113	32-1-113	32-1-113:LP-X	LP-X	1.188e-07					6952		300	10e-3	0	300
This study	DSDP Site 522	32-1-116	32-1-116	32-1-116	32-1-116:LP-AF-DIR	LT-AF-Z		174.7	g	51.2	2.082e-06	6953	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-116	32-1-116	32-1-116	32-1-116:LP-ARM	LT-AF-I			g		6.816e-05	6954	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-116	32-1-116	32-1-116	32-1-116:LP-IRM	LT-IRM			g		1.232e-03	6955	u	300	0	1.0	300
This study	DSDP Site 522	32-1-116	32-1-116	32-1-116	32-1-116:LP-X	LP-X	8.964e-08					6956		300	10e-3	0	300
This study	DSDP Site 522	32-1-119	32-1-119	32-1-119	32-1-119:LP-AF-DIR	LT-AF-Z		179.8	g	48.6	2.952e-06	6957	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-119	32-1-119	32-1-119	32-1-119:LP-ARM	LT-AF-I			g		7.056e-05	6958	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-119	32-1-119	32-1-119	32-1-119:LP-IRM	LT-IRM			g		1.185e-03	6959	u	300	0	1.0	300
This study	DSDP Site 522	32-1-119	32-1-119	32-1-119	32-1-119:LP-X	LP-X	8.065e-08					6960		300	10e-3	0	300
This study	DSDP Site 522	32-1-122	32-1-122	32-1-122	32-1-122:LP-AF-DIR	LT-AF-Z		172.7	g	55.7	4.092e-06	6961	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-122	32-1-122	32-1-122	32-1-122:LP-ARM	LT-AF-I			g		5.917e-05	6962	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-122	32-1-122	32-1-122	32-1-122:LP-IRM	LT-IRM			g		1.067e-03	6963	u	300	0	1.0	300
This study	DSDP Site 522	32-1-122	32-1-122	32-1-122	32-1-122:LP-X	LP-X	7.083e-08					6964		300	10e-3	0	300
This study	DSDP Site 522	32-1-125	32-1-125	32-1-125	32-1-125:LP-AF-DIR	LT-AF-Z		188.1	g	53.3	1.891e-06	6965	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-125	32-1-125	32-1-125	32-1-125:LP-ARM	LT-AF-I			g		6.820e-05	6966	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-125	32-1-125	32-1-125	32-1-125:LP-IRM	LT-IRM			g		1.197e-03	6967	u	300	0	1.0	300
This study	DSDP Site 522	32-1-125	32-1-125	32-1-125	32-1-125:LP-X	LP-X	8.159e-08					6968		300	10e-3	0	300
This study	DSDP Site 522	32-1-128	32-1-128	32-1-128	32-1-128:LP-AF-DIR	LT-AF-Z		174.2	g	37	4.262e-06	6969	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-128	32-1-128	32-1-128	32-1-128:LP-ARM	LT-AF-I			g		6.848e-05	6970	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-128	32-1-128	32-1-128	32-1-128:LP-IRM	LT-IRM			g		1.255e-03	6971	u	300	0	1.0	300
This study	DSDP Site 522	32-1-128	32-1-128	32-1-128	32-1-128:LP-X	LP-X	8.799e-08					6972		300	10e-3	0	300
This study	DSDP Site 522	32-1-131	32-1-131	32-1-131	32-1-131:LP-AF-DIR	LT-AF-Z		172.8	g	46.1	4.435e-06	6973	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-131	32-1-131	32-1-131	32-1-131:LP-ARM	LT-AF-I			g		7.153e-05	6974	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-131	32-1-131	32-1-131	32-1-131:LP-IRM	LT-IRM			g		1.328e-03	6975	u	300	0	1.0	300
This study	DSDP Site 522	32-1-131	32-1-131	32-1-131	32-1-131:LP-X	LP-X	9.264e-08					6976		300	10e-3	0	300
This study	DSDP Site 522	32-1-135	32-1-135	32-1-135	32-1-135:LP-AF-DIR	LT-AF-Z		180.4	g	36.8	3.585e-06	6977	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-135	32-1-135	32-1-135	32-1-135:LP-ARM	LT-AF-I			g		7.775e-05	6978	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-135	32-1-135	32-1-135	32-1-135:LP-IRM	LT-IRM			g		1.425e-03	6979	u	300	0	1.0	300
This study	DSDP Site 522	32-1-135	32-1-135	32-1-135	32-1-135:LP-X	LP-X	9.870e-08					6980		300	10e-3	0	300
This study	DSDP Site 522	32-1-138	32-1-138	32-1-138	32-1-138:LP-AF-DIR	LT-AF-Z		181.2	g	48.2	2.632e-06	6981	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-138	32-1-138	32-1-138	32-1-138:LP-ARM	LT-AF-I			g		7.030e-05	6982	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-138	32-1-138	32-1-138	32-1-138:LP-IRM	LT-IRM			g		1.248e-03	6983	u	300	0	1.0	300
This study	DSDP Site 522	32-1-138	32-1-138	32-1-138	32-1-138:LP-X	LP-X	8.797e-08					6984		300	10e-3	0	300
This study	DSDP Site 522	32-1-143	32-1-143	32-1-143	32-1-143:LP-AF-DIR	LT-AF-Z		163.6	g	52.5	2.777e-06	6985	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-143	32-1-143	32-1-143	32-1-143:LP-ARM	LT-AF-I			g		6.437e-05	6986	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-143	32-1-143	32-1-143	32-1-143:LP-IRM	LT-IRM			g		1.183e-03	6987	u	300	0	1.0	300
This study	DSDP Site 522	32-1-143	32-1-143	32-1-143	32-1-143:LP-X	LP-X	8.159e-08					6988		300	10e-3	0	300
This study	DSDP Site 522	32-1-146	32-1-146	32-1-146	32-1-146:LP-AF-DIR	LT-AF-Z		162.6	g	51.4	2.662e-06	6989	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-146	32-1-146	32-1-146	32-1-146:LP-ARM	LT-AF-I			g		5.813e-05	6990	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-146	32-1-146	32-1-146	32-1-146:LP-IRM	LT-IRM			g		1.112e-03	6991	u	300	0	1.0	300
This study	DSDP Site 522	32-1-146	32-1-146	32-1-146	32-1-146:LP-X	LP-X	7.624e-08					6992		300	10e-3	0	300
This study	DSDP Site 522	32-1-149	32-1-149	32-1-149	32-1-149:LP-AF-DIR	LT-AF-Z		158.6	g	53.3	4.065e-06	6993	u	300	15e-3	0	300
This study	DSDP Site 522	32-1-149	32-1-149	32-1-149	32-1-149:LP-ARM	LT-AF-I			g		6.626e-05	6994	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-1-149	32-1-149	32-1-149	32-1-149:LP-IRM	LT-IRM			g		1.287e-03	6995	u	300	0	1.0	300
This study	DSDP Site 522	32-1-149	32-1-149	32-1-149	32-1-149:LP-X	LP-X	9.475e-08					6996		300	10e-3	0	300
This study	DSDP Site 522	32-2-007	32-2-007	32-2-007	32-2-007:LP-AF-DIR	LT-AF-Z		184.5	g	56.5	7.381e-06	6997	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-007	32-2-007	32-2-007	32-2-007:LP-ARM	LT-AF-I			g		6.885e-05	6998	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-007	32-2-007	32-2-007	32-2-007:LP-IRM	LT-IRM			g		1.445e-03	6999	u	300	0	1.0	300
This study	DSDP Site 522	32-2-007	32-2-007	32-2-007	32-2-007:LP-X	LP-X	1.076e-07					7000		300	10e-3	0	300
This study	DSDP Site 522	32-2-010	32-2-010	32-2-010	32-2-010:LP-AF-DIR	LT-AF-Z		195.4	g	52.1	1.144e-05	7001	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-010	32-2-010	32-2-010	32-2-010:LP-ARM	LT-AF-I			g		7.945e-05	7002	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-010	32-2-010	32-2-010	32-2-010:LP-IRM	LT-IRM			g		1.766e-03	7003	u	300	0	1.0	300
This study	DSDP Site 522	32-2-010	32-2-010	32-2-010	32-2-010:LP-X	LP-X	1.314e-07					7004		300	10e-3	0	300
This study	DSDP Site 522	32-2-013	32-2-013	32-2-013	32-2-013:LP-AF-DIR	LT-AF-Z		186.8	g	55.3	1.428e-05	7005	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-013	32-2-013	32-2-013	32-2-013:LP-ARM	LT-AF-I			g		8.197e-05	7006	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-013	32-2-013	32-2-013	32-2-013:LP-IRM	LT-IRM			g		1.831e-03	7007	u	300	0	1.0	300
This study	DSDP Site 522	32-2-013	32-2-013	32-2-013	32-2-013:LP-X	LP-X	1.325e-07					7008		300	10e-3	0	300
This study	DSDP Site 522	32-2-016	32-2-016	32-2-016	32-2-016:LP-AF-DIR	LT-AF-Z		190.1	g	54	1.248e-05	7009	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-016	32-2-016	32-2-016	32-2-016:LP-ARM	LT-AF-I			g		8.402e-05	7010	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-016	32-2-016	32-2-016	32-2-016:LP-IRM	LT-IRM			g		1.831e-03	7011	u	300	0	1.0	300
This study	DSDP Site 522	32-2-016	32-2-016	32-2-016	32-2-016:LP-X	LP-X	1.289e-07					7012		300	10e-3	0	300
This study	DSDP Site 522	32-2-018	32-2-018	32-2-018	32-2-018:LP-AF-DIR	LT-AF-Z		199.3	g	48.9	1.129e-05	7013	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-018	32-2-018	32-2-018	32-2-018:LP-ARM	LT-AF-I			g		8.157e-05	7014	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-018	32-2-018	32-2-018	32-2-018:LP-IRM	LT-IRM			g		1.744e-03	7015	u	300	0	1.0	300
This study	DSDP Site 522	32-2-018	32-2-018	32-2-018	32-2-018:LP-X	LP-X	1.215e-07					7016		300	10e-3	0	300
This study	DSDP Site 522	32-2-022	32-2-022	32-2-022	32-2-022:LP-AF-DIR	LT-AF-Z		193.8	g	55.7	3.374e-06	7017	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-022	32-2-022	32-2-022	32-2-022:LP-ARM	LT-AF-I			g		6.956e-05	7018	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-022	32-2-022	32-2-022	32-2-022:LP-IRM	LT-IRM			g		1.344e-03	7019	u	300	0	1.0	300
This study	DSDP Site 522	32-2-022	32-2-022	32-2-022	32-2-022:LP-X	LP-X	8.871e-08					7020		300	10e-3	0	300
This study	DSDP Site 522	32-2-025	32-2-025	32-2-025	32-2-025:LP-AF-DIR	LT-AF-Z		179.6	g	47.5	4.505e-06	7021	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-025	32-2-025	32-2-025	32-2-025:LP-ARM	LT-AF-I			g		7.167e-05	7022	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-025	32-2-025	32-2-025	32-2-025:LP-IRM	LT-IRM			g		1.352e-03	7023	u	300	0	1.0	300
This study	DSDP Site 522	32-2-025	32-2-025	32-2-025	32-2-025:LP-X	LP-X	9.147e-08					7024		300	10e-3	0	300
This study	DSDP Site 522	32-2-028	32-2-028	32-2-028	32-2-028:LP-AF-DIR	LT-AF-Z		186.6	g	46.4	3.046e-06	7025	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-028	32-2-028	32-2-028	32-2-028:LP-ARM	LT-AF-I			g		6.661e-05	7026	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-028	32-2-028	32-2-028	32-2-028:LP-IRM	LT-IRM			g		1.178e-03	7027	u	300	0	1.0	300
This study	DSDP Site 522	32-2-028	32-2-028	32-2-028	32-2-028:LP-X	LP-X	7.880e-08					7028		300	10e-3	0	300
This study	DSDP Site 522	32-2-032	32-2-032	32-2-032	32-2-032:LP-AF-DIR	LT-AF-Z		196.1	g	59.6	2.001e-06	7029	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-032	32-2-032	32-2-032	32-2-032:LP-ARM	LT-AF-I			g		6.315e-05	7030	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-032	32-2-032	32-2-032	32-2-032:LP-IRM	LT-IRM			g		1.159e-03	7031	u	300	0	1.0	300
This study	DSDP Site 522	32-2-032	32-2-032	32-2-032	32-2-032:LP-X	LP-X	8.355e-08					7032		300	10e-3	0	300
This study	DSDP Site 522	32-2-036	32-2-036	32-2-036	32-2-036:LP-AF-DIR	LT-AF-Z		182.5	g	52.8	2.012e-06	7033	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-036	32-2-036	32-2-036	32-2-036:LP-ARM	LT-AF-I			g		6.564e-05	7034	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-036	32-2-036	32-2-036	32-2-036:LP-IRM	LT-IRM			g		1.190e-03	7035	u	300	0	1.0	300
This study	DSDP Site 522	32-2-036	32-2-036	32-2-036	32-2-036:LP-X	LP-X	8.589e-08					7036		300	10e-3	0	300
This study	DSDP Site 522	32-2-039	32-2-039	32-2-039	32-2-039:LP-AF-DIR	LT-AF-Z		188.6	g	45	3.231e-06	7037	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-039	32-2-039	32-2-039	32-2-039:LP-ARM	LT-AF-I			g		6.131e-05	7038	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-039	32-2-039	32-2-039	32-2-039:LP-IRM	LT-IRM			g		1.175e-03	7039	u	300	0	1.0	300
This study	DSDP Site 522	32-2-039	32-2-039	32-2-039	32-2-039:LP-X	LP-X	7.783e-08					7040		300	10e-3	0	300
This study	DSDP Site 522	32-2-042	32-2-042	32-2-042	32-2-042:LP-AF-DIR	LT-AF-Z		176.9	g	30.1	1.569e-06	7041	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-042	32-2-042	32-2-042	32-2-042:LP-ARM	LT-AF-I			g		5.972e-05	7042	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-042	32-2-042	32-2-042	32-2-042:LP-IRM	LT-IRM			g		1.061e-03	7043	u	300	0	1.0	300
This study	DSDP Site 522	32-2-042	32-2-042	32-2-042	32-2-042:LP-X	LP-X	7.306e-08					7044		300	10e-3	0	300
This study	DSDP Site 522	32-2-046	32-2-046	32-2-046	32-2-046:LP-AF-DIR	LT-AF-Z		169.6	g	47	2.538e-06	7045	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-046	32-2-046	32-2-046	32-2-046:LP-ARM	LT-AF-I			g		5.578e-05	7046	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-046	32-2-046	32-2-046	32-2-046:LP-IRM	LT-IRM			g		9.886e-04	7047	u	300	0	1.0	300
This study	DSDP Site 522	32-2-046	32-2-046	32-2-046	32-2-046:LP-X	LP-X	6.246e-08					7048		300	10e-3	0	300
This study	DSDP Site 522	32-2-049	32-2-049	32-2-049	32-2-049:LP-AF-DIR	LT-AF-Z		182.7	g	46.5	2.282e-06	7049	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-049	32-2-049	32-2-049	32-2-049:LP-ARM	LT-AF-I			g		5.330e-05	7050	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-049	32-2-049	32-2-049	32-2-049:LP-IRM	LT-IRM			g		9.384e-04	7051	u	300	0	1.0	300
This study	DSDP Site 522	32-2-049	32-2-049	32-2-049	32-2-049:LP-X	LP-X	6.044e-08					7052		300	10e-3	0	300
This study	DSDP Site 522	32-2-053	32-2-053	32-2-053	32-2-053:LP-AF-DIR	LT-AF-Z		169.2	g	50.9	2.858e-06	7053	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-053	32-2-053	32-2-053	32-2-053:LP-ARM	LT-AF-I			g		5.500e-05	7054	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-053	32-2-053	32-2-053	32-2-053:LP-IRM	LT-IRM			g		1.022e-03	7055	u	300	0	1.0	300
This study	DSDP Site 522	32-2-053	32-2-053	32-2-053	32-2-053:LP-X	LP-X	7.049e-08					7056		300	10e-3	0	300
This study	DSDP Site 522	32-2-056	32-2-056	32-2-056	32-2-056:LP-AF-DIR	LT-AF-Z		287.6	g	-2.7	5.567e-07	7057	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-056	32-2-056	32-2-056	32-2-056:LP-ARM	LT-AF-I			g		7.055e-05	7058	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-056	32-2-056	32-2-056	32-2-056:LP-IRM	LT-IRM			g		1.088e-03	7059	u	300	0	1.0	300
This study	DSDP Site 522	32-2-056	32-2-056	32-2-056	32-2-056:LP-X	LP-X	7.290e-08					7060		300	10e-3	0	300
This study	DSDP Site 522	32-2-059	32-2-059	32-2-059	32-2-059:LP-AF-DIR	LT-AF-Z		176.4	g	48	1.958e-06	7061	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-059	32-2-059	32-2-059	32-2-059:LP-ARM	LT-AF-I			g		6.043e-05	7062	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-059	32-2-059	32-2-059	32-2-059:LP-IRM	LT-IRM			g		1.094e-03	7063	u	300	0	1.0	300
This study	DSDP Site 522	32-2-059	32-2-059	32-2-059	32-2-059:LP-X	LP-X	7.562e-08					7064		300	10e-3	0	300
This study	DSDP Site 522	32-2-063	32-2-063	32-2-063	32-2-063:LP-AF-DIR	LT-AF-Z		159.9	g	54.2	2.218e-06	7065	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-063	32-2-063	32-2-063	32-2-063:LP-ARM	LT-AF-I			g		6.161e-05	7066	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-063	32-2-063	32-2-063	32-2-063:LP-IRM	LT-IRM			g		1.135e-03	7067	u	300	0	1.0	300
This study	DSDP Site 522	32-2-063	32-2-063	32-2-063	32-2-063:LP-X	LP-X	7.523e-08					7068		300	10e-3	0	300
This study	DSDP Site 522	32-2-067	32-2-067	32-2-067	32-2-067:LP-AF-DIR	LT-AF-Z		186.0	g	53.3	3.784e-06	7069	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-067	32-2-067	32-2-067	32-2-067:LP-ARM	LT-AF-I			g		6.507e-05	7070	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-067	32-2-067	32-2-067	32-2-067:LP-IRM	LT-IRM			g		1.290e-03	7071	u	300	0	1.0	300
This study	DSDP Site 522	32-2-067	32-2-067	32-2-067	32-2-067:LP-X	LP-X	8.790e-08					7072		300	10e-3	0	300
This study	DSDP Site 522	32-2-070	32-2-070	32-2-070	32-2-070:LP-AF-DIR	LT-AF-Z		187.5	g	41.5	2.565e-06	7073	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-070	32-2-070	32-2-070	32-2-070:LP-ARM	LT-AF-I			g		6.723e-05	7074	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-070	32-2-070	32-2-070	32-2-070:LP-IRM	LT-IRM			g		1.282e-03	7075	u	300	0	1.0	300
This study	DSDP Site 522	32-2-070	32-2-070	32-2-070	32-2-070:LP-X	LP-X	8.927e-08					7076		300	10e-3	0	300
This study	DSDP Site 522	32-2-073	32-2-073	32-2-073	32-2-073:LP-AF-DIR	LT-AF-Z		179.1	g	40.6	2.036e-06	7077	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-073	32-2-073	32-2-073	32-2-073:LP-ARM	LT-AF-I			g		6.577e-05	7078	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-073	32-2-073	32-2-073	32-2-073:LP-IRM	LT-IRM			g		1.252e-03	7079	u	300	0	1.0	300
This study	DSDP Site 522	32-2-073	32-2-073	32-2-073	32-2-073:LP-X	LP-X	8.559e-08					7080		300	10e-3	0	300
This study	DSDP Site 522	32-2-076	32-2-076	32-2-076	32-2-076:LP-AF-DIR	LT-AF-Z		192.8	g	49.2	1.956e-06	7081	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-076	32-2-076	32-2-076	32-2-076:LP-ARM	LT-AF-I			g		6.082e-05	7082	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-076	32-2-076	32-2-076	32-2-076:LP-IRM	LT-IRM			g		1.137e-03	7083	u	300	0	1.0	300
This study	DSDP Site 522	32-2-076	32-2-076	32-2-076	32-2-076:LP-X	LP-X	7.702e-08					7084		300	10e-3	0	300
This study	DSDP Site 522	32-2-080	32-2-080	32-2-080	32-2-080:LP-AF-DIR	LT-AF-Z		142.9	g	40.5	4.532e-06	7085	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-080	32-2-080	32-2-080	32-2-080:LP-ARM	LT-AF-I			g		6.813e-05	7086	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-080	32-2-080	32-2-080	32-2-080:LP-IRM	LT-IRM			g		1.320e-03	7087	u	300	0	1.0	300
This study	DSDP Site 522	32-2-080	32-2-080	32-2-080	32-2-080:LP-X	LP-X	9.307e-08					7088		300	10e-3	0	300
This study	DSDP Site 522	32-2-082	32-2-082	32-2-082	32-2-082:LP-AF-DIR	LT-AF-Z		164.6	g	51.6	7.963e-06	7089	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-082	32-2-082	32-2-082	32-2-082:LP-ARM	LT-AF-I			g		6.919e-05	7090	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-082	32-2-082	32-2-082	32-2-082:LP-IRM	LT-IRM			g		1.443e-03	7091	u	300	0	1.0	300
This study	DSDP Site 522	32-2-082	32-2-082	32-2-082	32-2-082:LP-X	LP-X	9.791e-08					7092		300	10e-3	0	300
This study	DSDP Site 522	32-2-086	32-2-086	32-2-086	32-2-086:LP-AF-DIR	LT-AF-Z		163.2	g	35.6	3.421e-06	7093	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-086	32-2-086	32-2-086	32-2-086:LP-ARM	LT-AF-I			g		6.933e-05	7094	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-086	32-2-086	32-2-086	32-2-086:LP-IRM	LT-IRM			g		1.338e-03	7095	u	300	0	1.0	300
This study	DSDP Site 522	32-2-086	32-2-086	32-2-086	32-2-086:LP-X	LP-X	8.980e-08					7096		300	10e-3	0	300
This study	DSDP Site 522	32-2-090	32-2-090	32-2-090	32-2-090:LP-AF-DIR	LT-AF-Z		160.0	g	41.7	3.025e-06	7097	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-090	32-2-090	32-2-090	32-2-090:LP-ARM	LT-AF-I			g		6.853e-05	7098	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-090	32-2-090	32-2-090	32-2-090:LP-IRM	LT-IRM			g		1.263e-03	7099	u	300	0	1.0	300
This study	DSDP Site 522	32-2-090	32-2-090	32-2-090	32-2-090:LP-X	LP-X	8.499e-08					7100		300	10e-3	0	300
This study	DSDP Site 522	32-2-093	32-2-093	32-2-093	32-2-093:LP-AF-DIR	LT-AF-Z		168.5	g	44.2	3.435e-06	7101	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-093	32-2-093	32-2-093	32-2-093:LP-ARM	LT-AF-I			g		7.068e-05	7102	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-093	32-2-093	32-2-093	32-2-093:LP-IRM	LT-IRM			g		1.197e-03	7103	u	300	0	1.0	300
This study	DSDP Site 522	32-2-093	32-2-093	32-2-093	32-2-093:LP-X	LP-X	7.936e-08					7104		300	10e-3	0	300
This study	DSDP Site 522	32-2-096	32-2-096	32-2-096	32-2-096:LP-AF-DIR	LT-AF-Z		178.5	g	51.5	3.489e-06	7105	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-096	32-2-096	32-2-096	32-2-096:LP-ARM	LT-AF-I			g		7.235e-05	7106	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-096	32-2-096	32-2-096	32-2-096:LP-IRM	LT-IRM			g		1.288e-03	7107	u	300	0	1.0	300
This study	DSDP Site 522	32-2-096	32-2-096	32-2-096	32-2-096:LP-X	LP-X	8.645e-08					7108		300	10e-3	0	300
This study	DSDP Site 522	32-2-099	32-2-099	32-2-099	32-2-099:LP-AF-DIR	LT-AF-Z		229.7	g	50.8	3.250e-06	7109	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-099	32-2-099	32-2-099	32-2-099:LP-ARM	LT-AF-I			g		6.969e-05	7110	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-099	32-2-099	32-2-099	32-2-099:LP-IRM	LT-IRM			g		1.269e-03	7111	u	300	0	1.0	300
This study	DSDP Site 522	32-2-099	32-2-099	32-2-099	32-2-099:LP-X	LP-X	8.750e-08					7112		300	10e-3	0	300
This study	DSDP Site 522	32-2-103	32-2-103	32-2-103	32-2-103:LP-AF-DIR	LT-AF-Z		169.7	g	43.6	4.425e-06	7113	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-103	32-2-103	32-2-103	32-2-103:LP-ARM	LT-AF-I			g		6.960e-05	7114	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-103	32-2-103	32-2-103	32-2-103:LP-IRM	LT-IRM			g		1.346e-03	7115	u	300	0	1.0	300
This study	DSDP Site 522	32-2-103	32-2-103	32-2-103	32-2-103:LP-X	LP-X	8.995e-08					7116		300	10e-3	0	300
This study	DSDP Site 522	32-2-107	32-2-107	32-2-107	32-2-107:LP-AF-DIR	LT-AF-Z		202.0	g	39.3	1.708e-06	7117	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-107	32-2-107	32-2-107	32-2-107:LP-ARM	LT-AF-I			g		6.530e-05	7118	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-107	32-2-107	32-2-107	32-2-107:LP-IRM	LT-IRM			g		1.326e-03	7119	u	300	0	1.0	300
This study	DSDP Site 522	32-2-107	32-2-107	32-2-107	32-2-107:LP-X	LP-X	8.975e-08					7120		300	10e-3	0	300
This study	DSDP Site 522	32-2-113	32-2-113	32-2-113	32-2-113:LP-AF-DIR	LT-AF-Z		161.3	g	39.6	2.565e-06	7121	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-113	32-2-113	32-2-113	32-2-113:LP-ARM	LT-AF-I			g		6.747e-05	7122	u	300	80e-3	50e-6	300
This study	DSDP Site 522	32-2-113	32-2-113	32-2-113	32-2-113:LP-IRM	LT-IRM			g		1.337e-03	7123	u	300	0	1.0	300
This study	DSDP Site 522	32-2-113	32-2-113	32-2-113	32-2-113:LP-X	LP-X	9.357e-08					7124		300	10e-3	0	300
This study	DSDP Site 522	32-2-116	32-2-116	32-2-116	32-2-116:LP-AF-DIR	LT-AF-Z		194.0	g	71.8	5.156e-06	7125	u	300	15e-3	0	300
This study	DSDP Site 522	32-2-116	32-2-116	32-2-116	32-2-116:LP-ARM	LT-AF-I			g		7.212e-05	7126	u	300	80e-3	50e-6	300
