tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
Lisa Tauxe	This study	McMurdo	mc125i	mc125	mc125i1	mc125i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	423	K		-1.037	0.029	0.03		u	2.5	8	l	0.5	0.913	0.766	1.1	-36.8	0.000025918	5.5	16	7	0.000025		-1		28.6	0.9886	-1
Lisa Tauxe	This study	McMurdo	mc127a	mc127	mc127a2	mc127a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	423	K		-1.582	0.023	0.036		u	0.8	43.9	l	16.1	0.878	0.867	0.5	-73.1	0.000039562	1.9	16	7	0.000025		-1		35.5	0.9929	-1
Lisa Tauxe	This study	McMurdo	mc127c	mc127	mc127c1	mc127c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	423	K		-1.496	0.01	0.015		u	0.7	347.2	l	14	0.92	0.92	0.6	-83.1	0.00003741	1.1	16	7	0.000025		-1		82.6	0.9986	-1
Lisa Tauxe	This study	McMurdo	mc127d	mc127	mc127d1	mc127d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	423	K		-1.461	0.01	0.015		u	1	325.9	l	17.2	0.908	0.89	0.6	-73.7	0.000036536	1.6	16	7	0.000025		-1		79.7	0.9985	-1
Lisa Tauxe	This study	McMurdo	mc128b	mc128	mc128b2	mc128b2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	473	K		-1.307	0.035	0.045		u	1.3	350.7	l	4.2	0.792	0.717	2.6	-30.9	0.000032681	3.2	12	7	0.000025		-1		20.3	0.9881	-1
Lisa Tauxe	This study	McMurdo	mc128c	mc128	mc128c2	mc128c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	838	423	K		-1.496	0.024	0.036		u	1	349.3	l	3.3	0.898	0.809	1.8	-13.9	0.000037394	3.1	14	7	0.000025		-1		32.4	0.9929	-1
Lisa Tauxe	This study	McMurdo	mc128j	mc128	mc128j1	mc128j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	423	K		-1.312	0.031	0.041		u	0.4	348.7	l	5	0.885	0.897	1.2	-10	0.000032797	2.5	15	7	0.000025		-1		25.5	0.9872	-1
Lisa Tauxe	This study	McMurdo	mc129b	mc129	mc129b1	mc129b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	793	K		-1.997	0.019	0.038		u	0.2	51.3	l	42	0.39	0.667	0.4	-41.5	0.000049913	1.7	11	10	0.000025		-1		13.3	0.9968	-1
Lisa Tauxe	This study	McMurdo	mc129c	mc129	mc129c1	mc129c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	793	K		-1.959	0.025	0.048		u	0.3	55.2	l	40.8	0.367	0.646	0.2	-49.9	0.000048964	1.7	11	10	0.000025		-1		9.6	0.9945	-1
Lisa Tauxe	This study	McMurdo	mc129l	mc129	mc129l1	mc129l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	893	773	K		-0.726	0.018	0.013		u	0.6	337	l	26.8	0.485	0.518	3.3	-11.2	0.000018143	3.1	13	10	0.000025		-1		17.7	0.9965	-1
Lisa Tauxe	This study	McMurdo	mc130a	mc130	mc130a1	mc130a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	673	K		-1.173	0.181	0.212		u	2.7	203.2	l	32.1	0.688	0.505	1	15.8	0.000029331	5.3	10	7	0.000025		-1		3.2	0.7557	-1
Lisa Tauxe	This study	McMurdo	mc130d	mc130	mc130d1	mc130d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	723	K		-0.844	0.262	0.221		u	1.5	190.6	l	37.8	0.546	0.305	0	17.3	0.000021107	2.4	9	7	0.000025		-1		1.8	0.578	-1
Lisa Tauxe	This study	McMurdo	mc130h	mc130	mc130h1	mc130h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	793	K		-0.687	0.102	0.07		u	4.4	233	l	6	0.491	0.267	1.3	-2.5	0.000017167	3.7	9	8	0.000025		-1		4	0.9278	-1
Lisa Tauxe	This study	McMurdo	mc131b	mc131	mc131b1	mc131b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	423	K		-0.646	0.011	0.007		u	1.3	347.5	l	1.9	0.898	0.855	1.4	-29.2	0.000016139	2.9	20	10	0.000025		-1		76.5	0.9979	-1
Lisa Tauxe	This study	McMurdo	mc131c	mc131	mc131c2	mc131c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	523	K		-0.674	0.016	0.011		u	1.2	352.6	l	0.7	0.844	0.774	0.3	-31.4	0.000016846	2.9	12	6	0.000025		-1		45.8	0.9973	-1
Lisa Tauxe	This study	McMurdo	mc131d	mc131	mc131d2	mc131d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	573	K		-0.646	0.021	0.014		u	1.4	329.5	l	0.6	0.717	0.668	0.2	-38.8	0.000016157	2.9	10	6	0.000025		-1		29.9	0.9965	-1
Lisa Tauxe	This study	McMurdo	mc131e	mc131	mc131e1	mc131e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	573	K		-0.661	0.013	0.009		u	0.9	35.4	l	2.9	0.831	0.785	2.3	-35.4	0.000016517	1.8	16	7	0.000025		-1		57.1	0.9976	-1
Lisa Tauxe	This study	McMurdo	mc131g	mc131	mc131g1	mc131g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	893	423	K		-0.732	0.015	0.011		u	0.9	351.1	l	9.2	0.894	0.848	1.3	-11.9	0.000018297	2.5	23	8	0.000025		-1		53.7	0.995	-1
Lisa Tauxe	This study	McMurdo	mc132e	mc132	mc132e2	mc132e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	473	K		-0.139	0.049	0.007		u	5.1	233.8	l	1.8	0.87	0.743	3	26.5	0.0000034638	3.5	10	5	0.000025		-1		15.3	0.9811	-1
Lisa Tauxe	This study	McMurdo	mc132f	mc132	mc132f2	mc132f2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	473	K		-0.131	0.059	0.008		u	9.6	190.5	l	6.3	0.835	0.695	1.2	20.1	0.000003269	7.9	10	5	0.000025		-1		12.2	0.9722	-1
Lisa Tauxe	This study	McMurdo	mc132g	mc132	mc132g2	mc132g2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	473	K		-0.131	0.088	0.012		u	4.7	309.3	l	13.8	0.796	0.731	1.4	47	0.000003283	3.9	10	5	0.000025		-1		7.9	0.9394	-1
Lisa Tauxe	This study	McMurdo	mc132h	mc132	mc132h2	mc132h2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	473	K		-0.127	0.065	0.008		u	2.7	201.1	l	12.6	0.817	0.71	4.4	36.6	0.0000031635	4.1	10	5	0.000025		-1		10.8	0.9664	-1
Lisa Tauxe	This study	McMurdo	mc132i	mc132	mc132i2	mc132i2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	473	K		-0.138	0.099	0.014		u	6.2	112	l	15.4	0.798	0.649	1.9	30.6	0.0000034481	6.2	10	5	0.000025		-1		6.5	0.9226	-1
Lisa Tauxe	This study	McMurdo	mc132j	mc132	mc132j1	mc132j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	573	K		-0.123	0.045	0.006		u	7.5	96.3	l	8.8	0.733	0.589	3.9	38.7	0.0000030716	5.9	9	5	0.000025		-1		12.1	0.9859	-1
Lisa Tauxe	This study	McMurdo	mc132k	mc132	mc132k1	mc132k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	473	K		-0.134	0.069	0.009		u	6.9	105.6	l	17	0.824	0.671	3.7	38.9	0.0000033592	7.4	11	5	0.000025		-1		10	0.9576	-1
Lisa Tauxe	This study	McMurdo	mc133f	mc133	mc133f1	mc133f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	423	K		-1.754	0.03	0.052		u	0.5	6.3	l	6.5	0.878	0.881	1.4	-69.8	0.000043854	1.2	16	7	0.000025		-1		25.6	0.9876	-1
Lisa Tauxe	This study	McMurdo	mc133g	mc133	mc133g1	mc133g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	673	K		-1.95	0.022	0.043		u	0.8	27.7	l	13.3	0.564	0.559	0.6	-19	0.000048738	4.1	11	7	0.000025		-1		22	0.9957	-1
Lisa Tauxe	This study	McMurdo	mc133l	mc133	mc133l1	mc133l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	773	K		-1.891	0.028	0.054		u	0.7	39.6	l	18.4	0.372	0.34	0.2	-29	0.000047263	3.2	8	7	0.000025		-1		10.1	0.9952	-1
Lisa Tauxe	This study	McMurdo	mc134c	mc134	mc134c2	mc134c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	723	423	K		-0.744	0.132	0.098		u	13.2	354.5	l	16.2	0.855	0.478	1.9	-38.1	0.000018596	10.7	7	5	0.000025		-1		5.3	0.9149	-1
Lisa Tauxe	This study	McMurdo	mc134f	mc134	mc134f1	mc134f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	673	K		-0.088	0.357	0.031		u	19.9	352	l	35.9	0.389	0.041	1.5	-70.4	0.0000021912	17.4	7	5	0.000025		-1		0.7	0.4647	-1
Lisa Tauxe	This study	McMurdo	mc135a	mc135	mc135a1	mc135a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	623	K		-1.421	0.028	0.04		u	1	341.6	l	23.4	0.726	0.774	1	-30.4	0.000035534	1.4	10	7	0.000025		-1		22	0.9935	-1
Lisa Tauxe	This study	McMurdo	mc135c	mc135	mc135c2	mc135c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	273	K		-1.643	0.093	0.153		u	1.4	11.3	l	1.7	0.932	0.854	1.9	-66.4	0.000041081	3.5	10	7	0.000025		-1		8.2	0.9319	-1
Lisa Tauxe	This study	McMurdo	mc135e	mc135	mc135e1	mc135e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	623	K		-0.461	0.08	0.037		u	1.6	59.1	l	17.1	0.275	0.082	1.7	-85	0.000011516	3.4	5	6	0.000025		-1		2.4	0.9811	-1
Lisa Tauxe	This study	McMurdo	mc136a	mc136	mc136a2	mc136a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	473	K		-0.057	0.133	0.008		u	30.8	36.7	l	0.3	0.904	0.162	1.5	56.8	0.0000014154	16	13	7	0.000025		-1		5.3	0.8149	-1
Lisa Tauxe	This study	McMurdo	mc139a	mc139	mc139a1	mc139a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	623	K		-0.214	0.18	0.039		u	5.4	178.7	l	22.9	0.704	0.329	1.6	31.6	0.0000053612	9.8	7	5	0.000025		-1		3.2	0.8447	-1
Lisa Tauxe	This study	McMurdo	mc139c	mc139	mc139c1	mc139c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.79	0.041	0.032		u	3.6	180.2	l	11.3	0.903	0.746	2.7	13.4	0.000019759	4.8	12	5	0.000025		-1		18.4	0.9835	-1
Lisa Tauxe	This study	McMurdo	mc13a	mc13	mc13a	mc13a-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	273	K		-0.712	0.046	0.033		u	4.6	22	l	10.4	0.994	0.845	0.6	-31.3	0.000028479	5.9	9	5	0.00004		-1		17.6	0.9854	-1
Lisa Tauxe	This study	McMurdo	mc13b	mc13	mc13b	mc13b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-ZI:IE-TT	pmagpy-2.60	673	273	K		-0.749	0.035	0.026		u	11.5	11.7	l	3.6	0.758	0.693	2.1	-36	0.000029978	2.6	8	5	0.00004		5		17.1	0.9927	-1
Lisa Tauxe	This study	McMurdo	mc13c	mc13	mc13c	mc13c-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	273	K		-0.819	0.031	0.026		u	2.8	10.3	l	7.7	0.979	0.858	1	-14	0.000032768	4	9	5	0.00004		-1		25.1	0.9932	-1
Lisa Tauxe	This study	McMurdo	mc13d	mc13	mc13d	mc13d-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	723	273	K		-0.791	0.063	0.05		u	1.6	25	l	18.2	1.003	0.911	1.1	-53.8	0.000031644	2.3	9	4	0.00004		-1		13	0.9724	-1
Lisa Tauxe	This study	McMurdo	mc140a	mc140	mc140a1	mc140a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.766	0.073	0.056		u	4.3	7.2	l	8.4	0.953	0.689	0.7	-6	0.000019149	4.9	12	5	0.000025		-1		11.4	0.947	-1
Lisa Tauxe	This study	McMurdo	mc140b	mc140	mc140b1	mc140b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-0.55	0.09	0.049		u	6.1	6.9	l	7	0.953	0.552	2.6	-2.7	0.000013743	7.3	12	5	0.000025		-1		9.2	0.9213	-1
Lisa Tauxe	This study	McMurdo	mc140c	mc140	mc140c1	mc140c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	423	K		-0.688	0.112	0.077		u	12.6	11.8	l	4.5	0.699	0.402	1.6	-4.5	0.000017194	13.1	8	5	0.000025		-1		5	0.926	-1
Lisa Tauxe	This study	McMurdo	mc140d	mc140	mc140d1	mc140d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	523	K		-0.79	0.062	0.049		u	4.6	10.1	l	6.2	0.911	0.652	2.2	3	0.000019745	5	10	5	0.000025		-1		11.9	0.9697	-1
Lisa Tauxe	This study	McMurdo	mc142c	mc142	mc142c1	mc142c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT:DA-AC-AARM	pmagpy-2.60	793	423	K		-0.585	0.082	0.048		c	5.7	187.5	l	9.8	0.617	0.51	8.1	49.7	0.000014822	5.5	9	5	0.000025		-1		6.3	0.954	-1
Lisa Tauxe	This study	McMurdo	mc142d	mc142	mc142d1	mc142d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	823	423	K		-0.521	0.054	0.028		c	5.5	183.9	l	7.8	0.864	0.722	5.3	49.9	0.000013381	4.3	12	5	0.000025		-1		14	0.9708	-1
Lisa Tauxe	This study	McMurdo	mc142e	mc142	mc142e2	mc142e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	843	423	K		-0.586	0.025	0.015		c	2.8	186.2	l	19.4	0.931	0.854	7.7	52.5	0.000014322	2.4	14	6	0.000025		-1		33	0.9923	-1
Lisa Tauxe	This study	McMurdo	mc142f	mc142	mc142f2	mc142f2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	843	423	K		-0.581	0.023	0.014		c	3.2	180.5	l	19.2	0.935	0.814	10.5	46.8	0.000014242	3	14	6	0.000025		-1		35.9	0.9934	-1
Lisa Tauxe	This study	McMurdo	mc142k	mc142	mc142k2	mc142k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	843	523	K		-0.798	0.024	0.019		c	2.2	183.7	l	5.8	0.825	0.756	7.4	52.3	0.000018681	2.1	12	6	0.000025		-1		30.6	0.9943	-1
Lisa Tauxe	This study	McMurdo	mc144e	mc144	mc144e1	mc144e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	853	423	K		-0.613	0.021	0.013		c	4.7	170.1	l	7.1	0.906	0.761	7	34.6	0.000019681	2.4	18	10	0.000025		-1		38.5	0.993	-1
Lisa Tauxe	This study	McMurdo	mc144f	mc144	mc144f1	mc144f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	853	423	K		-0.595	0.035	0.021		c	4.8	171.4	l	2.7	0.933	0.713	8.3	38.4	0.000018217	3.5	18	10	0.000025		-1		23.5	0.9806	-1
Lisa Tauxe	This study	McMurdo	mc144h	mc144	mc144h1	mc144h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT:DA-AC-AARM	pmagpy-2.60	823	423	K		-0.242	0.058	0.014		c	7.3	181.3	l	6.2	0.888	0.495	2.5	50.7	0.0000066641	7.4	12	5	0.000025		-1		13	0.9671	-1
Lisa Tauxe	This study	McMurdo	mc144j	mc144	mc144j2	mc144j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	723	423	K		-0.774	0.138	0.107		u	13	168.4	l	19.9	0.557	0.399	5.5	68.7	0.000019352	6.2	8	6	0.000025		-1		3.3	0.8889	-1
Lisa Tauxe	This study	McMurdo	mc144k	mc144	mc144k1	mc144k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	793	473	K		-0.498	0.058	0.029		u	8.4	174.7	l	3	0.709	0.55	4.7	62.7	0.000012438	7.6	8	5	0.000025		-1		9.3	0.9797	-1
Lisa Tauxe	This study	McMurdo	mc145c	mc145	mc145c2	mc145c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	423	K		-0.267	0.043	0.012		u	3.8	264.8	l	10.2	0.822	0.642	0.5	2.4	0.0000066834	6.8	15	8	0.000025		-1		13.4	0.9758	-1
Lisa Tauxe	This study	McMurdo	mc145f	mc145	mc145f1	mc145f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	848	423	K		-0.288	0.052	0.015		u	1.6	261.9	l	10.6	0.877	0.63	1.3	-0.6	0.0000072109	7.1	16	8	0.000025		-1		12.5	0.9621	-1
Lisa Tauxe	This study	McMurdo	mc145k	mc145	mc145k2	mc145k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	423	K		-0.277	0.05	0.014		u	1.6	280	l	2.6	0.806	0.69	2.3	14.6	0.0000069291	3.2	13	8	0.000025		-1		10.6	0.9724	-1
Lisa Tauxe	This study	McMurdo	mc145l	mc145	mc145l1	mc145l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	833	423	K		-0.278	0.029	0.008		u	2.3	273.5	l	1.9	0.736	0.596	2.7	14.5	0.0000069441	4.5	13	8	0.000025		-1		17.6	0.9908	-1
Lisa Tauxe	This study	McMurdo	mc146e	mc146	mc146e1	mc146e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	838	423	K		-0.668	0.048	0.032		u	0.8	226.1	l	5.1	0.975	0.888	2.2	63	0.000016706	1.7	14	7	0.000025		-1		17.3	0.973	-1
Lisa Tauxe	This study	McMurdo	mc146f	mc146	mc146f1	mc146f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	838	423	K		-0.708	0.036	0.025		u	1.1	212.6	l	2.6	0.95	0.859	0.7	48.9	0.000017708	2.1	14	7	0.000025		-1		22.8	0.9849	-1
Lisa Tauxe	This study	McMurdo	mc146j	mc146	mc146j2	mc146j2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	523	K		-0.257	0.126	0.032		u	6.1	230.2	l	26.3	0.989	0.422	1	67.8	0.0000064207	6.9	10	6	0.000025		-1		6.5	0.8772	-1
Lisa Tauxe	This study	McMurdo	mc147a	mc147	mc147a1	mc147a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	423	K		-1.058	0.025	0.026		u	2.4	172.8	l	2.2	0.753	0.629	6.3	33.8	0.000026443	5.4	12	5	0.000025		-1		26.4	0.994	-1
