tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	magn_moment
is054g1:LP-DIR-AF2	is054g1:LP-DIR-AF	is054g1	1	186.7	3.5	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1373	u	2.730e+02		pmagpy-4.0.0	 1.012e-05
is054g1:LP-DIR-AF3	is054g1:LP-DIR-AF	is054g1	1	186.9	3.5	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1374	u	2.730e+02		pmagpy-4.0.0	 9.912e-06
is054g1:LP-DIR-AF4	is054g1:LP-DIR-AF	is054g1	1	186.2	3.6	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1375	u	2.730e+02		pmagpy-4.0.0	 9.626e-06
is054g1:LP-DIR-AF5	is054g1:LP-DIR-AF	is054g1	1	185.8	3.9	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1376	u	2.730e+02		pmagpy-4.0.0	 9.290e-06
is054g1:LP-DIR-AF6	is054g1:LP-DIR-AF	is054g1	1	186.3	3.7	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1377	u	2.730e+02		pmagpy-4.0.0	 8.916e-06
is054g1:LP-DIR-AF7	is054g1:LP-DIR-AF	is054g1	1	185.3	4.0	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1378	u	2.730e+02		pmagpy-4.0.0	 8.135e-06
is054g1:LP-DIR-AF8	is054g1:LP-DIR-AF	is054g1	0	185.1	4.1	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1379	u	2.730e+02		pmagpy-4.0.0	 7.420e-06
is054g1:LP-DIR-AF9	is054g1:LP-DIR-AF	is054g1	1	185.7	4.4	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1380	u	2.730e+02		pmagpy-4.0.0	 6.808e-06
is054g1:LP-DIR-AF10	is054g1:LP-DIR-AF	is054g1	0	185.2	4.4	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1381	u	2.730e+02		pmagpy-4.0.0	 5.834e-06
is054g1:LP-DIR-AF11	is054g1:LP-DIR-AF	is054g1	0	185.9	4.7	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1382	u	2.730e+02		pmagpy-4.0.0	 4.746e-06
is054g1:LP-DIR-AF12	is054g1:LP-DIR-AF	is054g1	0	186.4	4.6	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1383	u	2.730e+02		pmagpy-4.0.0	 4.021e-06
is054g1:LP-DIR-AF13	is054g1:LP-DIR-AF	is054g1	0	186.2	5.2	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1384	u	2.730e+02		pmagpy-4.0.0	 2.895e-06
is054g1:LP-DIR-AF14	is054g1:LP-DIR-AF	is054g1	0	186.4	4.8	1.800e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1385	u	2.730e+02		pmagpy-4.0.0	 1.814e-06
is054h2:LP-DIR-AF0	is054h2:LP-DIR-AF	is054h2	2	158.9	19.7	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1386	u	2.730e+02		pmagpy-4.0.0	 1.144e-04
is054h2:LP-DIR-AF1	is054h2:LP-DIR-AF	is054h2	2	158.6	19.6	3.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1387	u	2.730e+02		pmagpy-4.0.0	 1.141e-04
is054h2:LP-DIR-AF2	is054h2:LP-DIR-AF	is054h2	2	159.3	19.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1388	u	2.730e+02		pmagpy-4.0.0	 1.138e-04
is054h2:LP-DIR-AF3	is054h2:LP-DIR-AF	is054h2	3	158.9	19.5	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1389	u	2.730e+02		pmagpy-4.0.0	 1.129e-04
is054h2:LP-DIR-AF4	is054h2:LP-DIR-AF	is054h2	1	158.9	19.4	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1390	u	2.730e+02		pmagpy-4.0.0	 1.119e-04
is054h2:LP-DIR-AF5	is054h2:LP-DIR-AF	is054h2	2	159.4	19.6	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1391	u	2.730e+02		pmagpy-4.0.0	 1.102e-04
is054h2:LP-DIR-AF6	is054h2:LP-DIR-AF	is054h2	2	160.1	19.6	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1392	u	2.730e+02		pmagpy-4.0.0	 1.076e-04
is054h2:LP-DIR-AF7	is054h2:LP-DIR-AF	is054h2	2	159.4	19.4	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1393	u	2.730e+02		pmagpy-4.0.0	 1.004e-04
is054h2:LP-DIR-AF8	is054h2:LP-DIR-AF	is054h2	2	160.2	19.3	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1394	u	2.730e+02		pmagpy-4.0.0	 9.071e-05
is054h2:LP-DIR-AF9	is054h2:LP-DIR-AF	is054h2	3	159.2	19.2	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1395	u	2.730e+02		pmagpy-4.0.0	 8.158e-05
is054h2:LP-DIR-AF10	is054h2:LP-DIR-AF	is054h2	0	159.8	19.2	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1396	u	2.730e+02		pmagpy-4.0.0	 6.370e-05
is054h2:LP-DIR-AF11	is054h2:LP-DIR-AF	is054h2	0	159.6	19.1	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1397	u	2.730e+02		pmagpy-4.0.0	 4.179e-05
is054h2:LP-DIR-AF12	is054h2:LP-DIR-AF	is054h2	0	160.5	19.6	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1398	u	2.730e+02		pmagpy-4.0.0	 2.796e-05
is054h2:LP-DIR-AF13	is054h2:LP-DIR-AF	is054h2	0	162.1	19.9	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1399	u	2.730e+02		pmagpy-4.0.0	 1.262e-05
is054h2:LP-DIR-AF14	is054h2:LP-DIR-AF	is054h2	1	161.8	19.7	1.500e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1400	u	2.730e+02		pmagpy-4.0.0	 7.412e-06
is054i2:LP-DIR-AF0	is054i2:LP-DIR-AF	is054i2	1	190.2	6.7	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1401	u	2.730e+02		pmagpy-4.0.0	 6.420e-05
is054i2:LP-DIR-AF1	is054i2:LP-DIR-AF	is054i2	1	190.1	6.8	3.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1402	u	2.730e+02		pmagpy-4.0.0	 6.408e-05
is054i2:LP-DIR-AF2	is054i2:LP-DIR-AF	is054i2	1	190.8	6.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1403	u	2.730e+02		pmagpy-4.0.0	 6.389e-05
is054i2:LP-DIR-AF3	is054i2:LP-DIR-AF	is054i2	2	190.3	6.5	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1404	u	2.730e+02		pmagpy-4.0.0	 6.325e-05
is054i2:LP-DIR-AF4	is054i2:LP-DIR-AF	is054i2	1	191.0	6.5	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1405	u	2.730e+02		pmagpy-4.0.0	 6.241e-05
is054i2:LP-DIR-AF5	is054i2:LP-DIR-AF	is054i2	1	190.9	6.6	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1406	u	2.730e+02		pmagpy-4.0.0	 6.111e-05
is054i2:LP-DIR-AF6	is054i2:LP-DIR-AF	is054i2	1	191.2	6.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1407	u	2.730e+02		pmagpy-4.0.0	 5.922e-05
is054i2:LP-DIR-AF7	is054i2:LP-DIR-AF	is054i2	1	190.7	6.7	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1408	u	2.730e+02		pmagpy-4.0.0	 5.426e-05
is054i2:LP-DIR-AF8	is054i2:LP-DIR-AF	is054i2	1	191.2	6.6	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1409	u	2.730e+02		pmagpy-4.0.0	 4.864e-05
is054i2:LP-DIR-AF9	is054i2:LP-DIR-AF	is054i2	1	190.5	6.6	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1410	u	2.730e+02		pmagpy-4.0.0	 4.322e-05
is054i2:LP-DIR-AF10	is054i2:LP-DIR-AF	is054i2	0	190.4	6.7	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1411	u	2.730e+02		pmagpy-4.0.0	 3.504e-05
is054i2:LP-DIR-AF11	is054i2:LP-DIR-AF	is054i2	0	190.1	6.7	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1412	u	2.730e+02		pmagpy-4.0.0	 2.675e-05
is054i2:LP-DIR-AF12	is054i2:LP-DIR-AF	is054i2	0	190.2	6.5	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1413	u	2.730e+02		pmagpy-4.0.0	 2.140e-05
is054i2:LP-DIR-AF13	is054i2:LP-DIR-AF	is054i2	0	189.4	6.4	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1414	u	2.730e+02		pmagpy-4.0.0	 1.171e-05
is054i2:LP-DIR-AF14	is054i2:LP-DIR-AF	is054i2	1	181.6	6.4	1.800e-01	0	0	0	14	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1415	u	2.730e+02		pmagpy-4.0.0	 4.599e-06
is054j1:LP-DIR-AF0	is054j1:LP-DIR-AF	is054j1	1	178.8	7.6	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1416	u	2.730e+02		pmagpy-4.0.0	 1.489e-04
is054j1:LP-DIR-AF1	is054j1:LP-DIR-AF	is054j1	1	178.5	7.7	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1417	u	2.730e+02		pmagpy-4.0.0	 1.486e-04
is054j1:LP-DIR-AF2	is054j1:LP-DIR-AF	is054j1	1	178.8	7.6	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1418	u	2.730e+02		pmagpy-4.0.0	 1.487e-04
is054j1:LP-DIR-AF3	is054j1:LP-DIR-AF	is054j1	2	178.6	7.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1419	u	2.730e+02		pmagpy-4.0.0	 1.474e-04
is054j1:LP-DIR-AF4	is054j1:LP-DIR-AF	is054j1	2	179.1	7.5	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1420	u	2.730e+02		pmagpy-4.0.0	 1.457e-04
is054j1:LP-DIR-AF5	is054j1:LP-DIR-AF	is054j1	2	178.3	7.6	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1421	u	2.730e+02		pmagpy-4.0.0	 1.431e-04
is054j1:LP-DIR-AF6	is054j1:LP-DIR-AF	is054j1	1	178.4	7.6	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1422	u	2.730e+02		pmagpy-4.0.0	 1.392e-04
is054j1:LP-DIR-AF7	is054j1:LP-DIR-AF	is054j1	0	178.5	7.7	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1423	u	2.730e+02		pmagpy-4.0.0	 1.273e-04
is054j1:LP-DIR-AF8	is054j1:LP-DIR-AF	is054j1	2	179.4	7.6	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1424	u	2.730e+02		pmagpy-4.0.0	 1.118e-04
is054j1:LP-DIR-AF9	is054j1:LP-DIR-AF	is054j1	1	178.4	7.7	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1425	u	2.730e+02		pmagpy-4.0.0	 9.605e-05
is054j1:LP-DIR-AF10	is054j1:LP-DIR-AF	is054j1	0	177.8	7.9	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1426	u	2.730e+02		pmagpy-4.0.0	 6.926e-05
is054j1:LP-DIR-AF11	is054j1:LP-DIR-AF	is054j1	0	178.3	7.5	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1427	u	2.730e+02		pmagpy-4.0.0	 3.967e-05
is054j1:LP-DIR-AF12	is054j1:LP-DIR-AF	is054j1	0	179.3	7.9	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1428	u	2.730e+02		pmagpy-4.0.0	 2.182e-05
is054j1:LP-DIR-AF13	is054j1:LP-DIR-AF	is054j1	0	180.0	8.5	1.000e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1429	u	2.730e+02		pmagpy-4.0.0	 1.388e-05
is055a1:LP-DIR-AF0	is055a1:LP-DIR-AF	is055a1	1	189.9	5.8	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1430	u	2.730e+02		pmagpy-4.0.0	 7.742e-06
is055a1:LP-DIR-AF1	is055a1:LP-DIR-AF	is055a1	0	190.4	5.6	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1431	u	2.730e+02		pmagpy-4.0.0	 7.644e-06
is055a1:LP-DIR-AF2	is055a1:LP-DIR-AF	is055a1	0	188.9	4.4	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1432	u	2.730e+02		pmagpy-4.0.0	 6.959e-06
is055a1:LP-DIR-AF3	is055a1:LP-DIR-AF	is055a1	1	188.8	3.3	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1433	u	2.730e+02		pmagpy-4.0.0	 6.046e-06
is055a1:LP-DIR-AF4	is055a1:LP-DIR-AF	is055a1	0	188.3	3.0	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1434	u	2.730e+02		pmagpy-4.0.0	 5.304e-06
is055a1:LP-DIR-AF5	is055a1:LP-DIR-AF	is055a1	1	185.8	3.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1435	u	2.730e+02		pmagpy-4.0.0	 4.722e-06
is055a1:LP-DIR-AF6	is055a1:LP-DIR-AF	is055a1	1	185.8	2.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1436	u	2.730e+02		pmagpy-4.0.0	 4.203e-06
is055a1:LP-DIR-AF7	is055a1:LP-DIR-AF	is055a1	0	186.0	3.1	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1437	u	2.730e+02		pmagpy-4.0.0	 3.517e-06
is055a1:LP-DIR-AF8	is055a1:LP-DIR-AF	is055a1	1	184.6	3.1	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1438	u	2.730e+02		pmagpy-4.0.0	 2.874e-06
is055a1:LP-DIR-AF9	is055a1:LP-DIR-AF	is055a1	0	183.2	3.6	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1439	u	2.730e+02		pmagpy-4.0.0	 2.450e-06
is055a1:LP-DIR-AF10	is055a1:LP-DIR-AF	is055a1	0	183.6	3.6	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1440	u	2.730e+02		pmagpy-4.0.0	 1.785e-06
is055a1:LP-DIR-AF11	is055a1:LP-DIR-AF	is055a1	1	181.4	4.4	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1441	u	2.730e+02		pmagpy-4.0.0	 1.113e-06
is055a1:LP-DIR-AF12	is055a1:LP-DIR-AF	is055a1	2	182.8	2.5	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1442	u	2.730e+02		pmagpy-4.0.0	 7.313e-07
is055b1:LP-DIR-AF0	is055b1:LP-DIR-AF	is055b1	0	180.6	23.0	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1443	u	2.730e+02		pmagpy-4.0.0	 7.015e-06
is055b1:LP-DIR-AF1	is055b1:LP-DIR-AF	is055b1	1	180.5	23.2	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1444	u	2.730e+02		pmagpy-4.0.0	 6.830e-06
is055b1:LP-DIR-AF2	is055b1:LP-DIR-AF	is055b1	2	180.0	24.4	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1445	u	2.730e+02		pmagpy-4.0.0	 6.305e-06
is055b1:LP-DIR-AF3	is055b1:LP-DIR-AF	is055b1	0	179.3	24.7	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1446	u	2.730e+02		pmagpy-4.0.0	 5.661e-06
is055b1:LP-DIR-AF4	is055b1:LP-DIR-AF	is055b1	1	178.9	24.8	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1447	u	2.730e+02		pmagpy-4.0.0	 5.168e-06
is055b1:LP-DIR-AF5	is055b1:LP-DIR-AF	is055b1	1	179.3	25.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1448	u	2.730e+02		pmagpy-4.0.0	 4.754e-06
is055b1:LP-DIR-AF6	is055b1:LP-DIR-AF	is055b1	2	177.7	25.0	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1449	u	2.730e+02		pmagpy-4.0.0	 4.413e-06
is055b1:LP-DIR-AF7	is055b1:LP-DIR-AF	is055b1	1	176.9	25.1	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1450	u	2.730e+02		pmagpy-4.0.0	 3.848e-06
is055b1:LP-DIR-AF8	is055b1:LP-DIR-AF	is055b1	0	176.8	24.9	3.000e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1451	u	2.730e+02		pmagpy-4.0.0	 2.998e-06
is055b1:LP-DIR-AF9	is055b1:LP-DIR-AF	is055b1	1	176.0	24.4	4.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1452	u	2.730e+02		pmagpy-4.0.0	 2.314e-06
is055b1:LP-DIR-AF10	is055b1:LP-DIR-AF	is055b1	1	176.2	25.6	6.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1453	u	2.730e+02		pmagpy-4.0.0	 1.524e-06
is055b1:LP-DIR-AF11	is055b1:LP-DIR-AF	is055b1	0	175.2	25.5	8.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1454	u	2.730e+02		pmagpy-4.0.0	 1.054e-06
is055b1:LP-DIR-AF12	is055b1:LP-DIR-AF	is055b1	2	176.0	23.4	1.000e-01	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1455	u	2.730e+02		pmagpy-4.0.0	 7.156e-07
is055b1:LP-DIR-AF13	is055b1:LP-DIR-AF	is055b1	4	173.0	22.3	1.200e-01	0	0	0	13	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1456	u	2.730e+02		pmagpy-4.0.0	 5.195e-07
is055d1:LP-DIR-AF0	is055d1:LP-DIR-AF	is055d1	2	177.9	25.2	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1457	u	2.730e+02		pmagpy-4.0.0	 1.226e-05
is055d1:LP-DIR-AF1	is055d1:LP-DIR-AF	is055d1	2	177.8	24.9	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1458	u	2.730e+02		pmagpy-4.0.0	 1.221e-05
is055d1:LP-DIR-AF2	is055d1:LP-DIR-AF	is055d1	2	178.8	23.4	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1459	u	2.730e+02		pmagpy-4.0.0	 1.199e-05
is055d1:LP-DIR-AF3	is055d1:LP-DIR-AF	is055d1	1	177.9	23.5	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1460	u	2.730e+02		pmagpy-4.0.0	 1.155e-05
is055d1:LP-DIR-AF4	is055d1:LP-DIR-AF	is055d1	2	179.2	23.9	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1461	u	2.730e+02		pmagpy-4.0.0	 1.104e-05
is055d1:LP-DIR-AF5	is055d1:LP-DIR-AF	is055d1	1	177.9	24.2	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1462	u	2.730e+02		pmagpy-4.0.0	 1.049e-05
is055d1:LP-DIR-AF6	is055d1:LP-DIR-AF	is055d1	2	178.5	24.4	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1463	u	2.730e+02		pmagpy-4.0.0	 9.890e-06
is055d1:LP-DIR-AF7	is055d1:LP-DIR-AF	is055d1	1	177.1	24.7	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1464	u	2.730e+02		pmagpy-4.0.0	 8.560e-06
is055d1:LP-DIR-AF8	is055d1:LP-DIR-AF	is055d1	1	178.0	25.4	3.000e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1465	u	2.730e+02		pmagpy-4.0.0	 5.976e-06
is055d1:LP-DIR-AF9	is055d1:LP-DIR-AF	is055d1	0	178.5	25.7	4.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1466	u	2.730e+02		pmagpy-4.0.0	 3.827e-06
is055d1:LP-DIR-AF10	is055d1:LP-DIR-AF	is055d1	0	180.2	24.6	6.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1467	u	2.730e+02		pmagpy-4.0.0	 1.988e-06
is055d1:LP-DIR-AF11	is055d1:LP-DIR-AF	is055d1	2	183.2	24.4	8.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1468	u	2.730e+02		pmagpy-4.0.0	 1.235e-06
is055d1:LP-DIR-AF12	is055d1:LP-DIR-AF	is055d1	3	184.1	24.2	1.000e-01	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1469	u	2.730e+02		pmagpy-4.0.0	 8.998e-07
is055e2:LP-DIR-AF0	is055e2:LP-DIR-AF	is055e2	4	165.9	-2.8	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1470	u	2.730e+02		pmagpy-4.0.0	 4.573e-06
is055e2:LP-DIR-AF1	is055e2:LP-DIR-AF	is055e2	3	167.9	-4.9	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1471	u	2.730e+02		pmagpy-4.0.0	 4.245e-06
is055e2:LP-DIR-AF2	is055e2:LP-DIR-AF	is055e2	0	164.4	-6.3	5.000e-03	0	0	0	2	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1472	u	2.730e+02		pmagpy-4.0.0	 3.631e-06
is055e2:LP-DIR-AF3	is055e2:LP-DIR-AF	is055e2	3	166.6	-6.6	7.500e-03	0	0	0	3	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1473	u	2.730e+02		pmagpy-4.0.0	 3.051e-06
is055e2:LP-DIR-AF4	is055e2:LP-DIR-AF	is055e2	1	161.7	-5.8	1.000e-02	0	0	0	4	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1474	u	2.730e+02		pmagpy-4.0.0	 2.672e-06
is055e2:LP-DIR-AF5	is055e2:LP-DIR-AF	is055e2	1	157.7	-4.0	1.250e-02	0	0	0	5	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1475	u	2.730e+02		pmagpy-4.0.0	 2.409e-06
is055e2:LP-DIR-AF6	is055e2:LP-DIR-AF	is055e2	0	158.3	-1.5	1.500e-02	0	0	0	6	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1476	u	2.730e+02		pmagpy-4.0.0	 2.312e-06
is055e2:LP-DIR-AF7	is055e2:LP-DIR-AF	is055e2	2	157.8	2.6	2.000e-02	0	0	0	7	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1477	u	2.730e+02		pmagpy-4.0.0	 2.132e-06
is055e2:LP-DIR-AF8	is055e2:LP-DIR-AF	is055e2	0	157.4	4.5	2.500e-02	0	0	0	8	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1478	u	2.730e+02		pmagpy-4.0.0	 1.909e-06
is055e2:LP-DIR-AF9	is055e2:LP-DIR-AF	is055e2	1	155.8	5.3	3.000e-02	0	0	0	9	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1479	u	2.730e+02		pmagpy-4.0.0	 1.667e-06
is055e2:LP-DIR-AF10	is055e2:LP-DIR-AF	is055e2	1	158.8	3.7	4.000e-02	0	0	0	10	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1480	u	2.730e+02		pmagpy-4.0.0	 1.429e-06
is055e2:LP-DIR-AF11	is055e2:LP-DIR-AF	is055e2	0	154.3	7.5	6.000e-02	0	0	0	11	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1481	u	2.730e+02		pmagpy-4.0.0	 9.050e-07
is055e2:LP-DIR-AF12	is055e2:LP-DIR-AF	is055e2	5	155.6	6.6	8.000e-02	0	0	0	12	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1482	u	2.730e+02		pmagpy-4.0.0	 6.107e-07
is055f2:LP-DIR-AF0	is055f2:LP-DIR-AF	is055f2	1	174.7	5.3	0.000e+00	0	0	0	0	2.730e+02	This study	LT-NO:LP-DIR-AF	g	1483	u	2.730e+02		pmagpy-4.0.0	 6.770e-06
is055f2:LP-DIR-AF1	is055f2:LP-DIR-AF	is055f2	2	176.3	5.4	2.500e-03	0	0	0	1	2.730e+02	This study	LT-AF-Z:LP-DIR-AF	g	1484	u	2.730e+02		pmagpy-4.0.0	 6.630e-06
