tab 	er_sites
er_citation_names	er_expedition_name	er_location_name	er_site_name	er_specimen_names
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-70	XXX-UTESTA-006H_3A-70
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-75	XXX-UTESTA-006H_3A-75
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-80	XXX-UTESTA-006H_3A-80
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-85	XXX-UTESTA-006H_3A-85
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-90	XXX-UTESTA-006H_3A-90
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-95	XXX-UTESTA-006H_3A-95
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-100	XXX-UTESTA-006H_3A-100
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-105	XXX-UTESTA-006H_3A-105
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-110	XXX-UTESTA-006H_3A-110
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-115	XXX-UTESTA-006H_3A-115
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-120	XXX-UTESTA-006H_3A-120
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-125	XXX-UTESTA-006H_3A-125
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-130	XXX-UTESTA-006H_3A-130
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-135	XXX-UTESTA-006H_3A-135
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-140	XXX-UTESTA-006H_3A-140
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-145	XXX-UTESTA-006H_3A-145
This study	XXX	UTESTA	XXX-UTESTA-006H_3A-150	XXX-UTESTA-006H_3A-150
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-0	XXX-UTESTA-006H_4A-0
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-5	XXX-UTESTA-006H_4A-5
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-10	XXX-UTESTA-006H_4A-10
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-15	XXX-UTESTA-006H_4A-15
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-20	XXX-UTESTA-006H_4A-20
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-25	XXX-UTESTA-006H_4A-25
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-30	XXX-UTESTA-006H_4A-30
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-35	XXX-UTESTA-006H_4A-35
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-40	XXX-UTESTA-006H_4A-40
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-45	XXX-UTESTA-006H_4A-45
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-50	XXX-UTESTA-006H_4A-50
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-55	XXX-UTESTA-006H_4A-55
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-60	XXX-UTESTA-006H_4A-60
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-65	XXX-UTESTA-006H_4A-65
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-70	XXX-UTESTA-006H_4A-70
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-75	XXX-UTESTA-006H_4A-75
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-80	XXX-UTESTA-006H_4A-80
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-85	XXX-UTESTA-006H_4A-85
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-90	XXX-UTESTA-006H_4A-90
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-95	XXX-UTESTA-006H_4A-95
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-100	XXX-UTESTA-006H_4A-100
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-105	XXX-UTESTA-006H_4A-105
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-110	XXX-UTESTA-006H_4A-110
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-115	XXX-UTESTA-006H_4A-115
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-120	XXX-UTESTA-006H_4A-120
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-125	XXX-UTESTA-006H_4A-125
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-130	XXX-UTESTA-006H_4A-130
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-135	XXX-UTESTA-006H_4A-135
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-140	XXX-UTESTA-006H_4A-140
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-145	XXX-UTESTA-006H_4A-145
This study	XXX	UTESTA	XXX-UTESTA-006H_4A-150	XXX-UTESTA-006H_4A-150
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-0	XXX-UTESTA-006H_5A-0
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-5	XXX-UTESTA-006H_5A-5
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-10	XXX-UTESTA-006H_5A-10
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-15	XXX-UTESTA-006H_5A-15
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-20	XXX-UTESTA-006H_5A-20
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-25	XXX-UTESTA-006H_5A-25
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-30	XXX-UTESTA-006H_5A-30
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-35	XXX-UTESTA-006H_5A-35
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-40	XXX-UTESTA-006H_5A-40
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-45	XXX-UTESTA-006H_5A-45
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-50	XXX-UTESTA-006H_5A-50
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-55	XXX-UTESTA-006H_5A-55
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-60	XXX-UTESTA-006H_5A-60
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-65	XXX-UTESTA-006H_5A-65
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-70	XXX-UTESTA-006H_5A-70
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-75	XXX-UTESTA-006H_5A-75
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-80	XXX-UTESTA-006H_5A-80
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-85	XXX-UTESTA-006H_5A-85
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-90	XXX-UTESTA-006H_5A-90
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-95	XXX-UTESTA-006H_5A-95
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-100	XXX-UTESTA-006H_5A-100
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-105	XXX-UTESTA-006H_5A-105
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-110	XXX-UTESTA-006H_5A-110
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-115	XXX-UTESTA-006H_5A-115
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-120	XXX-UTESTA-006H_5A-120
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-125	XXX-UTESTA-006H_5A-125
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-130	XXX-UTESTA-006H_5A-130
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-135	XXX-UTESTA-006H_5A-135
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-140	XXX-UTESTA-006H_5A-140
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-145	XXX-UTESTA-006H_5A-145
This study	XXX	UTESTA	XXX-UTESTA-006H_5A-150	XXX-UTESTA-006H_5A-150
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-0	XXX-UTESTA-006H_6A-0
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-5	XXX-UTESTA-006H_6A-5
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-10	XXX-UTESTA-006H_6A-10
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-15	XXX-UTESTA-006H_6A-15
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-20	XXX-UTESTA-006H_6A-20
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-25	XXX-UTESTA-006H_6A-25
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-30	XXX-UTESTA-006H_6A-30
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-35	XXX-UTESTA-006H_6A-35
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-40	XXX-UTESTA-006H_6A-40
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-45	XXX-UTESTA-006H_6A-45
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-50	XXX-UTESTA-006H_6A-50
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-55	XXX-UTESTA-006H_6A-55
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-60	XXX-UTESTA-006H_6A-60
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-65	XXX-UTESTA-006H_6A-65
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-70	XXX-UTESTA-006H_6A-70
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-75	XXX-UTESTA-006H_6A-75
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-80	XXX-UTESTA-006H_6A-80
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-85	XXX-UTESTA-006H_6A-85
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-90	XXX-UTESTA-006H_6A-90
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-95	XXX-UTESTA-006H_6A-95
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-100	XXX-UTESTA-006H_6A-100
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-105	XXX-UTESTA-006H_6A-105
This study	XXX	UTESTA	XXX-UTESTA-006H_6A-110	XXX-UTESTA-006H_6A-110
