tab	ages
age	location	site	age_unit	citations	description	method_codes
31-3-105	31-3-105															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	787.0	1e-06	0.001323
31-3-105	31-3-105					275.8	78.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002538	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
31-3-108	31-3-108															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	788.0	1e-06	0.001628
31-3-108	31-3-108					187.0	67.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002798	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
31-3-112	31-3-112					176.9	70.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002261	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
31-3-112	31-3-112															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	789.0	1e-06	0.001539
31-3-115	31-3-115															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	790.0	1e-06	0.0015279999999999998
31-3-115	31-3-115					285.2	77.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001964	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
31-3-118	31-3-118					276.2	78.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0016	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
31-3-118	31-3-118															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	791.0	1e-06	0.001219
31-3-121	31-3-121															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	792.0	1e-06	0.001784
31-3-121	31-3-121					284.8	68.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001666	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
31-3-124	31-3-124															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	793.0	1e-06	0.001212
31-3-124	31-3-124					29.8	86.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001732	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-022	32-1-022															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	545.0	1e-06	0.001625
32-1-022	32-1-022					214.2	51.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003832	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-025	32-1-025															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	546.0	1e-06	0.00102
32-1-025	32-1-025					197.7	54.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00385	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-031	32-1-031															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	548.0	1e-06	0.001227
32-1-031	32-1-031					182.8	51.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002607	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-034	32-1-034					184.1	48.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002836	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-034	32-1-034															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	549.0	1e-06	0.001301
32-1-037	32-1-037															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	550.0	1e-06	0.001416
32-1-037	32-1-037					185.4	50.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002781	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-042	32-1-042					196.7	55.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002972	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-042	32-1-042															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	551.0	1e-06	0.000989
32-1-045	32-1-045					187.0	62.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0033840000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-045	32-1-045															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	552.0	1e-06	0.001053
32-1-048	32-1-048					171.0	38.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0032700000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-048	32-1-048															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	553.0	1e-06	0.000935
32-1-052	32-1-052															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	554.0	1e-06	0.001415
32-1-052	32-1-052					164.3	50.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003709000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-054	32-1-054					173.3	52.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004368	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-054	32-1-054															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	555.0	1e-06	0.001426
32-1-057	32-1-057															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	556.0	1e-06	0.001292
32-1-057	32-1-057					176.7	41.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00356	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-063	32-1-063					182.1	48.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0034659999999999995	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-063	32-1-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	557.0	1e-06	0.000897
32-1-066	32-1-066					162.8	46.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003031	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-066	32-1-066															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	558.0	1e-06	0.001567
32-1-069	32-1-069					158.4	31.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002671	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-069	32-1-069															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	559.0	1e-06	0.001034
32-1-073	32-1-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	560.0	1e-06	0.001599
32-1-073	32-1-073					191.5	40.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002403	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-076	32-1-076					179.5	43.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003229	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-076	32-1-076															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	561.0	1e-06	0.001224
32-1-079	32-1-079															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	562.0	1e-06	0.001369
32-1-079	32-1-079					195.0	40.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003661	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-082	32-1-082					215.0	44.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002899	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-082	32-1-082															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	563.0	1e-06	0.001008
32-1-085	32-1-085															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	564.0	1e-06	0.001478
32-1-085	32-1-085					186.1	40.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003116	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-087	32-1-087					174.4	38.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002598	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-087	32-1-087															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	565.0	1e-06	0.001378
32-1-090	32-1-090															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	566.0	1e-06	0.001316
32-1-090	32-1-090					223.4	48.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001179	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-094	32-1-094															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	567.0	1e-06	0.001535
32-1-094	32-1-094					176.2	51.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003578	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-097	32-1-097															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	568.0	1e-06	0.001369
32-1-097	32-1-097					181.2	56.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003968	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-103	32-1-103					161.9	41.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003811	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-103	32-1-103															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	570.0	1e-06	0.001271
32-1-106	32-1-106					183.1	69.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003697	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-106	32-1-106															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	571.0	1e-06	0.001298
32-1-109	32-1-109					158.1	34.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003256	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-109	32-1-109															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	572.0	1e-06	0.00144
32-1-113	32-1-113					176.1	45.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002294	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-113	32-1-113															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	573.0	1e-06	0.001221
32-1-116	32-1-116					174.7	51.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001689	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-116	32-1-116															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	574.0	1e-06	0.001071
32-1-119	32-1-119					179.8	48.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00249	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-119	32-1-119															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	575.0	1e-06	0.00124
32-1-122	32-1-122															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	576.0	1e-06	0.0012
32-1-122	32-1-122					172.7	55.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003836	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-125	32-1-125					188.1	53.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00158	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-125	32-1-125															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	577.0	1e-06	0.001195
32-1-128	32-1-128															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	578.0	1e-06	0.001307
32-1-128	32-1-128					174.2	37.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003396	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-131	32-1-131					172.8	46.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0033380000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-131	32-1-131															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	579.0	1e-06	0.001468
32-1-135	32-1-135					180.4	36.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002516	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-135	32-1-135															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	580.0	1e-06	0.001074
32-1-138	32-1-138					181.2	48.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002108	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-138	32-1-138															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	581.0	1e-06	0.00133
32-1-143	32-1-143					163.6	52.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002348	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-143	32-1-143															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	582.0	1e-06	0.001336
32-1-146	32-1-146															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	583.0	1e-06	0.001187
32-1-146	32-1-146					162.6	51.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0023940000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-1-149	32-1-149															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	584.0	1e-06	0.001562
32-1-149	32-1-149					158.6	53.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003159	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-007	32-2-007															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	585.0	1e-06	0.001329
32-2-007	32-2-007					184.5	56.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.005109000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-010	32-2-010															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	586.0	1e-06	0.001416
32-2-010	32-2-010					195.4	52.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00648	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-013	32-2-013					186.8	55.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.007798999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-013	32-2-013															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	587.0	1e-06	0.001464
32-2-016	32-2-016					190.1	54.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.006816	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-016	32-2-016															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	588.0	1e-06	0.001458
32-2-018	32-2-018															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	589.0	1e-06	0.0015140000000000002
32-2-018	32-2-018					199.3	48.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.006476999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-022	32-2-022															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	590.0	1e-06	0.0014880000000000002
32-2-022	32-2-022					193.8	55.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00251	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-025	32-2-025															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	591.0	1e-06	0.001465
32-2-025	32-2-025					179.6	47.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003333	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-028	32-2-028															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	592.0	1e-06	0.001231
32-2-028	32-2-028					186.6	46.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002586	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-032	32-2-032															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	593.0	1e-06	0.001544
32-2-032	32-2-032					196.1	59.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001726	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-036	32-2-036					182.5	52.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001691	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-036	32-2-036															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	594.0	1e-06	0.0016300000000000002
32-2-039	32-2-039					188.6	45.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00275	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-039	32-2-039															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	595.0	1e-06	0.001362
32-2-042	32-2-042															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	596.0	1e-06	0.001574
32-2-042	32-2-042					176.9	30.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0014789999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-046	32-2-046					169.6	47.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002568	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-046	32-2-046															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	597.0	1e-06	0.001497
32-2-049	32-2-049					182.7	46.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002432	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-049	32-2-049															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	598.0	1e-06	0.001332
32-2-053	32-2-053					169.2	50.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002795	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-053	32-2-053															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	599.0	1e-06	0.001291
32-2-056	32-2-056					287.6	-2.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0005119	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-056	32-2-056															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	600.0	1e-06	0.0017010000000000007
32-2-059	32-2-059					176.4	48.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00179	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-059	32-2-059															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	601.0	1e-06	0.001481
32-2-063	32-2-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	602.0	1e-06	0.001542
32-2-063	32-2-063					159.9	54.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001954	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-067	32-2-067					186.0	53.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002934	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-067	32-2-067															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	603.0	1e-06	0.001752
32-2-070	32-2-070					187.5	41.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-070	32-2-070															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	604.0	1e-06	0.00177
32-2-073	32-2-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	605.0	1e-06	0.00111
32-2-073	32-2-073					179.1	40.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001626	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-076	32-2-076															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	606.0	1e-06	0.001636
32-2-076	32-2-076					192.8	49.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00172	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
32-2-080	32-2-080															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	607.0	1e-06	0.001644
