tab	measurements
citations	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study			37-3-078:LP-ARM		6.733e-05	300	37-3-078:LP-ARM8706	LT-AF-I	g		37-3-078	u		0.08	5e-05	8706	300
This study			37-3-078:LP-IRM		0.001169	300	37-3-078:LP-IRM8707	LT-IRM	g		37-3-078	u		0.0	1.0	8707	300
This study			37-3-078:LP-X			300	37-3-078:LP-X8708	LP-X			37-3-078		9.499e-08	0.01	0.0	8708	300
This study	182.3	-11.0	37-3-081:LP-AF-DIR		1.972e-06	300	37-3-081:LP-AF-DIR8709	LT-AF-Z	g		37-3-081	u		0.015	0.0	8709	300
This study			37-3-081:LP-ARM		6.118e-05	300	37-3-081:LP-ARM8710	LT-AF-I	g		37-3-081	u		0.08	5e-05	8710	300
This study			37-3-081:LP-IRM		0.0011619999999999998	300	37-3-081:LP-IRM8711	LT-IRM	g		37-3-081	u		0.0	1.0	8711	300
This study			37-3-081:LP-X			300	37-3-081:LP-X8712	LP-X			37-3-081		1.0119999999999999e-07	0.01	0.0	8712	300
This study	163.4	24.8	37-3-084:LP-AF-DIR		9.962e-07	300	37-3-084:LP-AF-DIR8713	LT-AF-Z	g		37-3-084	u		0.015	0.0	8713	300
This study			37-3-084:LP-ARM		6.391e-05	300	37-3-084:LP-ARM8714	LT-AF-I	g		37-3-084	u		0.08	5e-05	8714	300
This study			37-3-084:LP-IRM		0.001147	300	37-3-084:LP-IRM8715	LT-IRM	g		37-3-084	u		0.0	1.0	8715	300
This study			37-3-084:LP-X			300	37-3-084:LP-X8716	LP-X			37-3-084		9.07e-08	0.01	0.0	8716	300
This study	166.3	25.7	37-3-088:LP-AF-DIR		1.474e-06	300	37-3-088:LP-AF-DIR8717	LT-AF-Z	g		37-3-088	u		0.015	0.0	8717	300
This study			37-3-088:LP-ARM		6.822e-05	300	37-3-088:LP-ARM8718	LT-AF-I	g		37-3-088	u		0.08	5e-05	8718	300
This study			37-3-088:LP-IRM		0.001218	300	37-3-088:LP-IRM8719	LT-IRM	g		37-3-088	u		0.0	1.0	8719	300
This study			37-3-088:LP-X			300	37-3-088:LP-X8720	LP-X			37-3-088		1.0259999999999999e-07	0.01	0.0	8720	300
This study	189.4	-3.2	37-3-093:LP-AF-DIR		9.615e-07	300	37-3-093:LP-AF-DIR8721	LT-AF-Z	g		37-3-093	u		0.015	0.0	8721	300
This study			37-3-093:LP-ARM		6.96e-05	300	37-3-093:LP-ARM8722	LT-AF-I	g		37-3-093	u		0.08	5e-05	8722	300
This study			37-3-093:LP-IRM		0.001218	300	37-3-093:LP-IRM8723	LT-IRM	g		37-3-093	u		0.0	1.0	8723	300
This study			37-3-093:LP-X			300	37-3-093:LP-X8724	LP-X			37-3-093		1.0070000000000001e-07	0.01	0.0	8724	300
This study	179.5	24.9	37-3-097:LP-AF-DIR		2.07e-06	300	37-3-097:LP-AF-DIR8725	LT-AF-Z	g		37-3-097	u		0.015	0.0	8725	300
This study			37-3-097:LP-ARM		5.768e-05	300	37-3-097:LP-ARM8726	LT-AF-I	g		37-3-097	u		0.08	5e-05	8726	300
This study			37-3-097:LP-IRM		0.001204	300	37-3-097:LP-IRM8727	LT-IRM	g		37-3-097	u		0.0	1.0	8727	300
This study			37-3-097:LP-X			300	37-3-097:LP-X8728	LP-X			37-3-097		1.009e-07	0.01	0.0	8728	300
This study	186.9	10.3	37-1-100:LP-AF-DIR		1.898e-06	300	37-1-100:LP-AF-DIR8729	LT-AF-Z	g		37-1-100	u		0.015	0.0	8729	300
This study			37-1-100:LP-ARM		6.51e-05	300	37-1-100:LP-ARM8730	LT-AF-I	g		37-1-100	u		0.08	5e-05	8730	300
This study			37-1-100:LP-IRM		0.0011769999999999999	300	37-1-100:LP-IRM8731	LT-IRM	g		37-1-100	u		0.0	1.0	8731	300
This study			37-1-100:LP-X			300	37-1-100:LP-X8732	LP-X			37-1-100		9.765e-08	0.01	0.0	8732	300
This study	176.8	34.1	37-1-104:LP-AF-DIR		2.131e-06	300	37-1-104:LP-AF-DIR8733	LT-AF-Z	g		37-1-104	u		0.015	0.0	8733	300
This study			37-1-104:LP-ARM		6.971e-05	300	37-1-104:LP-ARM8734	LT-AF-I	g		37-1-104	u		0.08	5e-05	8734	300
This study			37-1-104:LP-IRM		0.001178	300	37-1-104:LP-IRM8735	LT-IRM	g		37-1-104	u		0.0	1.0	8735	300
This study			37-1-104:LP-X			300	37-1-104:LP-X8736	LP-X			37-1-104		9.776e-08	0.01	0.0	8736	300
This study	175.0	38.9	37-1-106:LP-AF-DIR		2.564e-06	300	37-1-106:LP-AF-DIR8737	LT-AF-Z	g		37-1-106	u		0.015	0.0	8737	300
This study			37-1-106:LP-ARM		7.692e-05	300	37-1-106:LP-ARM8738	LT-AF-I	g		37-1-106	u		0.08	5e-05	8738	300
This study			37-1-106:LP-IRM		0.001299	300	37-1-106:LP-IRM8739	LT-IRM	g		37-1-106	u		0.0	1.0	8739	300
This study			37-1-106:LP-X			300	37-1-106:LP-X8740	LP-X			37-1-106		1.068e-07	0.01	0.0	8740	300
This study	173.2	37.4	37-1-110:LP-AF-DIR		2.408e-06	300	37-1-110:LP-AF-DIR8741	LT-AF-Z	g		37-1-110	u		0.015	0.0	8741	300
This study			37-1-110:LP-ARM		7.923e-05	300	37-1-110:LP-ARM8742	LT-AF-I	g		37-1-110	u		0.08	5e-05	8742	300
This study			37-1-110:LP-IRM		0.0013460000000000002	300	37-1-110:LP-IRM8743	LT-IRM	g		37-1-110	u		0.0	1.0	8743	300
This study			37-1-110:LP-X			300	37-1-110:LP-X8744	LP-X			37-1-110		1.1e-07	0.01	0.0	8744	300
This study	176.6	42.7	37-1-112:LP-AF-DIR		2.012e-06	300	37-1-112:LP-AF-DIR8745	LT-AF-Z	g		37-1-112	u		0.015	0.0	8745	300
This study			37-1-112:LP-ARM		8.876e-05	300	37-1-112:LP-ARM8746	LT-AF-I	g		37-1-112	u		0.08	5e-05	8746	300
This study			37-1-112:LP-IRM		0.0014320000000000001	300	37-1-112:LP-IRM8747	LT-IRM	g		37-1-112	u		0.0	1.0	8747	300
This study			37-1-112:LP-X			300	37-1-112:LP-X8748	LP-X			37-1-112		1.142e-07	0.01	0.0	8748	300
This study	193.6	47.1	37-1-115:LP-AF-DIR		2.23e-06	300	37-1-115:LP-AF-DIR8749	LT-AF-Z	g		37-1-115	u		0.015	0.0	8749	300
This study			37-1-115:LP-ARM		8.327e-05	300	37-1-115:LP-ARM8750	LT-AF-I	g		37-1-115	u		0.08	5e-05	8750	300
This study			37-1-115:LP-IRM		0.001394	300	37-1-115:LP-IRM8751	LT-IRM	g		37-1-115	u		0.0	1.0	8751	300
This study			37-1-115:LP-X			300	37-1-115:LP-X8752	LP-X			37-1-115		1.1369999999999999e-07	0.01	0.0	8752	300
This study	193.8	46.4	37-1-118:LP-AF-DIR		4.055e-06	300	37-1-118:LP-AF-DIR8753	LT-AF-Z	g		37-1-118	u		0.015	0.0	8753	300
This study			37-1-118:LP-ARM		8.31e-05	300	37-1-118:LP-ARM8754	LT-AF-I	g		37-1-118	u		0.08	5e-05	8754	300
This study			37-1-118:LP-IRM		0.0014199999999999998	300	37-1-118:LP-IRM8755	LT-IRM	g		37-1-118	u		0.0	1.0	8755	300
This study			37-1-118:LP-X			300	37-1-118:LP-X8756	LP-X			37-1-118		1.172e-07	0.01	0.0	8756	300
This study	194.6	47.2	37-1-120:LP-AF-DIR		3.9e-06	300	37-1-120:LP-AF-DIR8757	LT-AF-Z	g		37-1-120	u		0.015	0.0	8757	300
This study			37-1-120:LP-ARM		7.753e-05	300	37-1-120:LP-ARM8758	LT-AF-I	g		37-1-120	u		0.08	5e-05	8758	300
This study			37-1-120:LP-IRM		0.001347	300	37-1-120:LP-IRM8759	LT-IRM	g		37-1-120	u		0.0	1.0	8759	300
This study			37-1-120:LP-X			300	37-1-120:LP-X8760	LP-X			37-1-120		1.104e-07	0.01	0.0	8760	300
This study	197.4	45.9	37-1-124:LP-AF-DIR		3.788e-06	300	37-1-124:LP-AF-DIR8761	LT-AF-Z	g		37-1-124	u		0.015	0.0	8761	300
This study			37-1-124:LP-ARM		9.186e-05	300	37-1-124:LP-ARM8762	LT-AF-I	g		37-1-124	u		0.08	5e-05	8762	300
This study			37-1-124:LP-IRM		0.001515	300	37-1-124:LP-IRM8763	LT-IRM	g		37-1-124	u		0.0	1.0	8763	300
This study			37-1-124:LP-X			300	37-1-124:LP-X8764	LP-X			37-1-124		1.193e-07	0.01	0.0	8764	300
This study	189.5	54.5	37-1-131:LP-AF-DIR		4.466e-06	300	37-1-131:LP-AF-DIR8765	LT-AF-Z	g		37-1-131	u		0.015	0.0	8765	300
This study			37-1-131:LP-ARM		9.479e-05	300	37-1-131:LP-ARM8766	LT-AF-I	g		37-1-131	u		0.08	5e-05	8766	300
This study			37-1-131:LP-IRM		0.00164	300	37-1-131:LP-IRM8767	LT-IRM	g		37-1-131	u		0.0	1.0	8767	300
This study			37-1-131:LP-X			300	37-1-131:LP-X8768	LP-X			37-1-131		1.315e-07	0.01	0.0	8768	300
This study	186.2	55.5	37-1-133:LP-AF-DIR		3.98e-06	300	37-1-133:LP-AF-DIR8769	LT-AF-Z	g		37-1-133	u		0.015	0.0	8769	300
This study			37-1-133:LP-ARM		9.199e-05	300	37-1-133:LP-ARM8770	LT-AF-I	g		37-1-133	u		0.08	5e-05	8770	300
This study			37-1-133:LP-IRM		0.001586	300	37-1-133:LP-IRM8771	LT-IRM	g		37-1-133	u		0.0	1.0	8771	300
This study			37-1-133:LP-X			300	37-1-133:LP-X8772	LP-X			37-1-133		1.2699999999999999e-07	0.01	0.0	8772	300
This study	197.5	43.1	37-1-136:LP-AF-DIR		3.1139999999999997e-06	300	37-1-136:LP-AF-DIR8773	LT-AF-Z	g		37-1-136	u		0.015	0.0	8773	300
This study			37-1-136:LP-ARM		9.217e-05	300	37-1-136:LP-ARM8774	LT-AF-I	g		37-1-136	u		0.08	5e-05	8774	300
This study			37-1-136:LP-IRM		0.001519	300	37-1-136:LP-IRM8775	LT-IRM	g		37-1-136	u		0.0	1.0	8775	300
This study			37-1-136:LP-X			300	37-1-136:LP-X8776	LP-X			37-1-136		1.242e-07	0.01	0.0	8776	300
This study	191.1	37.8	37-1-140:LP-AF-DIR		3.871e-06	300	37-1-140:LP-AF-DIR8777	LT-AF-Z	g		37-1-140	u		0.015	0.0	8777	300
This study			37-1-140:LP-ARM		9.309e-05	300	37-1-140:LP-ARM8778	LT-AF-I	g		37-1-140	u		0.08	5e-05	8778	300
This study			37-1-140:LP-IRM		0.001484	300	37-1-140:LP-IRM8779	LT-IRM	g		37-1-140	u		0.0	1.0	8779	300
This study			37-1-140:LP-X			300	37-1-140:LP-X8780	LP-X			37-1-140		1.244e-07	0.01	0.0	8780	300
This study	331.0	49.3	37-1-147:LP-AF-DIR		1.73e-05	300	37-1-147:LP-AF-DIR8781	LT-AF-Z	g		37-1-147	u		0.015	0.0	8781	300
This study			37-1-147:LP-ARM		8.831e-05	300	37-1-147:LP-ARM8782	LT-AF-I	g		37-1-147	u		0.08	5e-05	8782	300
This study			37-1-147:LP-IRM		0.002168	300	37-1-147:LP-IRM8783	LT-IRM	g		37-1-147	u		0.0	1.0	8783	300
This study			37-1-147:LP-X			300	37-1-147:LP-X8784	LP-X			37-1-147		1.9120000000000002e-07	0.01	0.0	8784	300
This study	171.3	40.0	37-1-149:LP-AF-DIR		4.9730000000000005e-06	300	37-1-149:LP-AF-DIR8785	LT-AF-Z	g		37-1-149	u		0.015	0.0	8785	300
This study			37-1-149:LP-ARM		8.061e-05	300	37-1-149:LP-ARM8786	LT-AF-I	g		37-1-149	u		0.08	5e-05	8786	300
This study			37-1-149:LP-IRM		0.0013160000000000001	300	37-1-149:LP-IRM8787	LT-IRM	g		37-1-149	u		0.0	1.0	8787	300
This study			37-1-149:LP-X			300	37-1-149:LP-X8788	LP-X			37-1-149		1.095e-07	0.01	0.0	8788	300
This study	214.0	56.9	37-2-018:LP-AF-DIR		4.32e-06	300	37-2-018:LP-AF-DIR8789	LT-AF-Z	g		37-2-018	u		0.015	0.0	8789	300
This study			37-2-018:LP-ARM		8.531e-05	300	37-2-018:LP-ARM8790	LT-AF-I	g		37-2-018	u		0.08	5e-05	8790	300
This study			37-2-018:LP-IRM		0.001425	300	37-2-018:LP-IRM8791	LT-IRM	g		37-2-018	u		0.0	1.0	8791	300
This study			37-2-018:LP-X			300	37-2-018:LP-X8792	LP-X			37-2-018		1.156e-07	0.01	0.0	8792	300
This study	203.5	62.8	37-2-022:LP-AF-DIR		4.026e-06	300	37-2-022:LP-AF-DIR8793	LT-AF-Z	g		37-2-022	u		0.015	0.0	8793	300
This study			37-2-022:LP-ARM		7.729e-05	300	37-2-022:LP-ARM8794	LT-AF-I	g		37-2-022	u		0.08	5e-05	8794	300
This study			37-2-022:LP-IRM		0.001336	300	37-2-022:LP-IRM8795	LT-IRM	g		37-2-022	u		0.0	1.0	8795	300
This study			37-2-022:LP-X			300	37-2-022:LP-X8796	LP-X			37-2-022		1.083e-07	0.01	0.0	8796	300
This study	208.6	59.1	37-2-025:LP-AF-DIR		4.735e-06	300	37-2-025:LP-AF-DIR8797	LT-AF-Z	g		37-2-025	u		0.015	0.0	8797	300
This study			37-2-025:LP-ARM		7.743e-05	300	37-2-025:LP-ARM8798	LT-AF-I	g		37-2-025	u		0.08	5e-05	8798	300
This study			37-2-025:LP-IRM		0.001407	300	37-2-025:LP-IRM8799	LT-IRM	g		37-2-025	u		0.0	1.0	8799	300
This study			37-2-025:LP-X			300	37-2-025:LP-X8800	LP-X			37-2-025		1.177e-07	0.01	0.0	8800	300
This study	197.0	55.6	37-2-028:LP-AF-DIR		4.508e-06	300	37-2-028:LP-AF-DIR8801	LT-AF-Z	g		37-2-028	u		0.015	0.0	8801	300
This study			37-2-028:LP-ARM		8.238e-05	300	37-2-028:LP-ARM8802	LT-AF-I	g		37-2-028	u		0.08	5e-05	8802	300
This study			37-2-028:LP-IRM		0.0014039999999999999	300	37-2-028:LP-IRM8803	LT-IRM	g		37-2-028	u		0.0	1.0	8803	300
This study			37-2-028:LP-X			300	37-2-028:LP-X8804	LP-X			37-2-028		1.1289999999999999e-07	0.01	0.0	8804	300
This study	195.4	63.4	37-2-032:LP-AF-DIR		4.862e-06	300	37-2-032:LP-AF-DIR8805	LT-AF-Z	g		37-2-032	u		0.015	0.0	8805	300
This study			37-2-032:LP-ARM		8.379e-05	300	37-2-032:LP-ARM8806	LT-AF-I	g		37-2-032	u		0.08	5e-05	8806	300
This study			37-2-032:LP-IRM		0.001471	300	37-2-032:LP-IRM8807	LT-IRM	g		37-2-032	u		0.0	1.0	8807	300
This study			37-2-032:LP-X			300	37-2-032:LP-X8808	LP-X			37-2-032		1.227e-07	0.01	0.0	8808	300
This study	209.0	63.2	37-2-035:LP-AF-DIR		4.92e-06	300	37-2-035:LP-AF-DIR8809	LT-AF-Z	g		37-2-035	u		0.015	0.0	8809	300
This study			37-2-035:LP-ARM		8.373e-05	300	37-2-035:LP-ARM8810	LT-AF-I	g		37-2-035	u		0.08	5e-05	8810	300
This study			37-2-035:LP-IRM		0.001515	300	37-2-035:LP-IRM8811	LT-IRM	g		37-2-035	u		0.0	1.0	8811	300
This study			37-2-035:LP-X			300	37-2-035:LP-X8812	LP-X			37-2-035		1.268e-07	0.01	0.0	8812	300
This study	183.2	52.7	37-2-038:LP-AF-DIR		6.287e-06	300	37-2-038:LP-AF-DIR8813	LT-AF-Z	g		37-2-038	u		0.015	0.0	8813	300
This study			37-2-038:LP-ARM		9.043e-05	300	37-2-038:LP-ARM8814	LT-AF-I	g		37-2-038	u		0.08	5e-05	8814	300
This study			37-2-038:LP-IRM		0.001638	300	37-2-038:LP-IRM8815	LT-IRM	g		37-2-038	u		0.0	1.0	8815	300
This study			37-2-038:LP-X			300	37-2-038:LP-X8816	LP-X			37-2-038		1.372e-07	0.01	0.0	8816	300
This study	183.0	60.4	37-2-041:LP-AF-DIR		5.062e-06	300	37-2-041:LP-AF-DIR8817	LT-AF-Z	g		37-2-041	u		0.015	0.0	8817	300
This study			37-2-041:LP-ARM		8.656e-05	300	37-2-041:LP-ARM8818	LT-AF-I	g		37-2-041	u		0.08	5e-05	8818	300
This study			37-2-041:LP-IRM		0.001564	300	37-2-041:LP-IRM8819	LT-IRM	g		37-2-041	u		0.0	1.0	8819	300
This study			37-2-041:LP-X			300	37-2-041:LP-X8820	LP-X			37-2-041		1.292e-07	0.01	0.0	8820	300
This study	171.7	56.3	37-2-043:LP-AF-DIR		5.393e-06	300	37-2-043:LP-AF-DIR8821	LT-AF-Z	g		37-2-043	u		0.015	0.0	8821	300
This study			37-2-043:LP-ARM		8.857e-05	300	37-2-043:LP-ARM8822	LT-AF-I	g		37-2-043	u		0.08	5e-05	8822	300
This study			37-2-043:LP-IRM		0.001667	300	37-2-043:LP-IRM8823	LT-IRM	g		37-2-043	u		0.0	1.0	8823	300
This study			37-2-043:LP-X			300	37-2-043:LP-X8824	LP-X			37-2-043		1.387e-07	0.01	0.0	8824	300
This study	183.5	61.2	37-2-045:LP-AF-DIR		5.915e-06	300	37-2-045:LP-AF-DIR8825	LT-AF-Z	g		37-2-045	u		0.015	0.0	8825	300
This study			37-2-045:LP-ARM		8.575e-05	300	37-2-045:LP-ARM8826	LT-AF-I	g		37-2-045	u		0.08	5e-05	8826	300
This study			37-2-045:LP-IRM		0.001591	300	37-2-045:LP-IRM8827	LT-IRM	g		37-2-045	u		0.0	1.0	8827	300
This study			37-2-045:LP-X			300	37-2-045:LP-X8828	LP-X			37-2-045		1.317e-07	0.01	0.0	8828	300
This study	186.1	63.7	37-2-048:LP-AF-DIR		5.851e-06	300	37-2-048:LP-AF-DIR8829	LT-AF-Z	g		37-2-048	u		0.015	0.0	8829	300
This study			37-2-048:LP-ARM		8.114e-05	300	37-2-048:LP-ARM8830	LT-AF-I	g		37-2-048	u		0.08	5e-05	8830	300
This study			37-2-048:LP-IRM		0.001509	300	37-2-048:LP-IRM8831	LT-IRM	g		37-2-048	u		0.0	1.0	8831	300
This study			37-2-048:LP-X			300	37-2-048:LP-X8832	LP-X			37-2-048		1.224e-07	0.01	0.0	8832	300
This study	186.8	56.0	37-2-051:LP-AF-DIR		4.679e-06	300	37-2-051:LP-AF-DIR8833	LT-AF-Z	g		37-2-051	u		0.015	0.0	8833	300
This study			37-2-051:LP-ARM		7.48e-05	300	37-2-051:LP-ARM8834	LT-AF-I	g		37-2-051	u		0.08	5e-05	8834	300
This study			37-2-051:LP-IRM		0.0014960000000000002	300	37-2-051:LP-IRM8835	LT-IRM	g		37-2-051	u		0.0	1.0	8835	300
This study			37-2-051:LP-X			300	37-2-051:LP-X8836	LP-X			37-2-051		1.215e-07	0.01	0.0	8836	300
This study	191.1	57.2	37-2-056:LP-AF-DIR		4.971e-06	300	37-2-056:LP-AF-DIR8837	LT-AF-Z	g		37-2-056	u		0.015	0.0	8837	300
This study			37-2-056:LP-ARM		7.586e-05	300	37-2-056:LP-ARM8838	LT-AF-I	g		37-2-056	u		0.08	5e-05	8838	300
This study			37-2-056:LP-IRM		0.0014119999999999998	300	37-2-056:LP-IRM8839	LT-IRM	g		37-2-056	u		0.0	1.0	8839	300
This study			37-2-056:LP-X			300	37-2-056:LP-X8840	LP-X			37-2-056		1.1449999999999999e-07	0.01	0.0	8840	300
This study	199.7	61.3	37-2-059:LP-AF-DIR		5.641e-06	300	37-2-059:LP-AF-DIR8841	LT-AF-Z	g		37-2-059	u		0.015	0.0	8841	300
This study			37-2-059:LP-ARM		6.838e-05	300	37-2-059:LP-ARM8842	LT-AF-I	g		37-2-059	u		0.08	5e-05	8842	300
This study			37-2-059:LP-IRM		0.001396	300	37-2-059:LP-IRM8843	LT-IRM	g		37-2-059	u		0.0	1.0	8843	300
This study			37-2-059:LP-X			300	37-2-059:LP-X8844	LP-X			37-2-059		1.149e-07	0.01	0.0	8844	300
This study	203.6	70.1	37-2-064:LP-AF-DIR		4.5e-06	300	37-2-064:LP-AF-DIR8845	LT-AF-Z	g		37-2-064	u		0.015	0.0	8845	300
This study			37-2-064:LP-ARM		7.374e-05	300	37-2-064:LP-ARM8846	LT-AF-I	g		37-2-064	u		0.08	5e-05	8846	300
This study			37-2-064:LP-IRM		0.001385	300	37-2-064:LP-IRM8847	LT-IRM	g		37-2-064	u		0.0	1.0	8847	300
This study			37-2-064:LP-X			300	37-2-064:LP-X8848	LP-X			37-2-064		1.165e-07	0.01	0.0	8848	300
This study	188.0	53.3	37-2-067:LP-AF-DIR		3.997e-06	300	37-2-067:LP-AF-DIR8849	LT-AF-Z	g		37-2-067	u		0.015	0.0	8849	300
This study			37-2-067:LP-ARM		7.675e-05	300	37-2-067:LP-ARM8850	LT-AF-I	g		37-2-067	u		0.08	5e-05	8850	300
This study			37-2-067:LP-IRM		0.001459	300	37-2-067:LP-IRM8851	LT-IRM	g		37-2-067	u		0.0	1.0	8851	300
This study			37-2-067:LP-X			300	37-2-067:LP-X8852	LP-X			37-2-067		1.193e-07	0.01	0.0	8852	300
This study	184.8	43.5	37-2-070:LP-AF-DIR		3.0839999999999996e-06	300	37-2-070:LP-AF-DIR8853	LT-AF-Z	g		37-2-070	u		0.015	0.0	8853	300
This study			37-2-070:LP-ARM		8.193e-05	300	37-2-070:LP-ARM8854	LT-AF-I	g		37-2-070	u		0.08	5e-05	8854	300
This study			37-2-070:LP-IRM		0.0015300000000000001	300	37-2-070:LP-IRM8855	LT-IRM	g		37-2-070	u		0.0	1.0	8855	300
This study			37-2-070:LP-X			300	37-2-070:LP-X8856	LP-X			37-2-070		1.253e-07	0.01	0.0	8856	300
This study	180.4	55.0	37-2-073:LP-AF-DIR		4.1369999999999995e-06	300	37-2-073:LP-AF-DIR8857	LT-AF-Z	g		37-2-073	u		0.015	0.0	8857	300
This study			37-2-073:LP-ARM		7.734e-05	300	37-2-073:LP-ARM8858	LT-AF-I	g		37-2-073	u		0.08	5e-05	8858	300
This study			37-2-073:LP-IRM		0.001468	300	37-2-073:LP-IRM8859	LT-IRM	g		37-2-073	u		0.0	1.0	8859	300
This study			37-2-073:LP-X			300	37-2-073:LP-X8860	LP-X			37-2-073		1.223e-07	0.01	0.0	8860	300
This study	114.1	64.7	37-2-076:LP-AF-DIR		4.354e-06	300	37-2-076:LP-AF-DIR8861	LT-AF-Z	g		37-2-076	u		0.015	0.0	8861	300
This study			37-2-076:LP-ARM		7.898e-05	300	37-2-076:LP-ARM8862	LT-AF-I	g		37-2-076	u		0.08	5e-05	8862	300
This study			37-2-076:LP-IRM		0.0014939999999999999	300	37-2-076:LP-IRM8863	LT-IRM	g		37-2-076	u		0.0	1.0	8863	300
This study			37-2-076:LP-X			300	37-2-076:LP-X8864	LP-X			37-2-076		1.227e-07	0.01	0.0	8864	300
This study	162.9	64.3	37-2-085:LP-AF-DIR		4.7760000000000005e-06	300	37-2-085:LP-AF-DIR8865	LT-AF-Z	g		37-2-085	u		0.015	0.0	8865	300
This study			37-2-085:LP-ARM		8.590000000000001e-05	300	37-2-085:LP-ARM8866	LT-AF-I	g		37-2-085	u		0.08	5e-05	8866	300
This study			37-2-085:LP-IRM		0.001585	300	37-2-085:LP-IRM8867	LT-IRM	g		37-2-085	u		0.0	1.0	8867	300
This study			37-2-085:LP-X			300	37-2-085:LP-X8868	LP-X			37-2-085		1.297e-07	0.01	0.0	8868	300
This study	180.9	60.0	37-2-089:LP-AF-DIR		6.01e-06	300	37-2-089:LP-AF-DIR8869	LT-AF-Z	g		37-2-089	u		0.015	0.0	8869	300
This study			37-2-089:LP-ARM		8.096e-05	300	37-2-089:LP-ARM8870	LT-AF-I	g		37-2-089	u		0.08	5e-05	8870	300
This study			37-2-089:LP-IRM		0.001662	300	37-2-089:LP-IRM8871	LT-IRM	g		37-2-089	u		0.0	1.0	8871	300
This study			37-2-089:LP-X			300	37-2-089:LP-X8872	LP-X			37-2-089		1.395e-07	0.01	0.0	8872	300
This study	179.9	63.8	37-2-093:LP-AF-DIR		7.271e-06	300	37-2-093:LP-AF-DIR8873	LT-AF-Z	g		37-2-093	u		0.015	0.0	8873	300
This study			37-2-093:LP-ARM		8.377e-05	300	37-2-093:LP-ARM8874	LT-AF-I	g		37-2-093	u		0.08	5e-05	8874	300
This study			37-2-093:LP-IRM		0.001736	300	37-2-093:LP-IRM8875	LT-IRM	g		37-2-093	u		0.0	1.0	8875	300
This study			37-2-093:LP-X			300	37-2-093:LP-X8876	LP-X			37-2-093		1.434e-07	0.01	0.0	8876	300
This study	176.5	62.8	37-2-096:LP-AF-DIR		5.609e-06	300	37-2-096:LP-AF-DIR8877	LT-AF-Z	g		37-2-096	u		0.015	0.0	8877	300
This study			37-2-096:LP-ARM		9.058e-05	300	37-2-096:LP-ARM8878	LT-AF-I	g		37-2-096	u		0.08	5e-05	8878	300
This study			37-2-096:LP-IRM		0.0016879999999999998	300	37-2-096:LP-IRM8879	LT-IRM	g		37-2-096	u		0.0	1.0	8879	300
This study			37-2-096:LP-X			300	37-2-096:LP-X8880	LP-X			37-2-096		1.399e-07	0.01	0.0	8880	300
This study	175.2	54.1	37-2-099:LP-AF-DIR		7.4210000000000015e-06	300	37-2-099:LP-AF-DIR8881	LT-AF-Z	g		37-2-099	u		0.015	0.0	8881	300
This study			37-2-099:LP-ARM		9.515e-05	300	37-2-099:LP-ARM8882	LT-AF-I	g		37-2-099	u		0.08	5e-05	8882	300
This study			37-2-099:LP-IRM		0.001749	300	37-2-099:LP-IRM8883	LT-IRM	g		37-2-099	u		0.0	1.0	8883	300
This study			37-2-099:LP-X			300	37-2-099:LP-X8884	LP-X			37-2-099		1.433e-07	0.01	0.0	8884	300
This study	193.0	46.5	37-2-103:LP-AF-DIR		5.8179999999999975e-06	300	37-2-103:LP-AF-DIR8885	LT-AF-Z	g		37-2-103	u		0.015	0.0	8885	300
This study			37-2-103:LP-ARM		9.386e-05	300	37-2-103:LP-ARM8886	LT-AF-I	g		37-2-103	u		0.08	5e-05	8886	300
This study			37-2-103:LP-IRM		0.0016359999999999999	300	37-2-103:LP-IRM8887	LT-IRM	g		37-2-103	u		0.0	1.0	8887	300
This study			37-2-103:LP-X			300	37-2-103:LP-X8888	LP-X			37-2-103		1.332e-07	0.01	0.0	8888	300
This study	189.5	40.8	37-2-106:LP-AF-DIR		4.853e-06	300	37-2-106:LP-AF-DIR8889	LT-AF-Z	g		37-2-106	u		0.015	0.0	8889	300
This study			37-2-106:LP-ARM		7.937e-05	300	37-2-106:LP-ARM8890	LT-AF-I	g		37-2-106	u		0.08	5e-05	8890	300
This study			37-2-106:LP-IRM		0.0016010000000000002	300	37-2-106:LP-IRM8891	LT-IRM	g		37-2-106	u		0.0	1.0	8891	300
This study			37-2-106:LP-X			300	37-2-106:LP-X8892	LP-X			37-2-106		1.35e-07	0.01	0.0	8892	300
This study	187.6	41.8	37-2-109:LP-AF-DIR		5.137e-06	300	37-2-109:LP-AF-DIR8893	LT-AF-Z	g		37-2-109	u		0.015	0.0	8893	300
This study			37-2-109:LP-ARM		8.883e-05	300	37-2-109:LP-ARM8894	LT-AF-I	g		37-2-109	u		0.08	5e-05	8894	300
This study			37-2-109:LP-IRM		0.001632	300	37-2-109:LP-IRM8895	LT-IRM	g		37-2-109	u		0.0	1.0	8895	300
This study			37-2-109:LP-X			300	37-2-109:LP-X8896	LP-X			37-2-109		1.342e-07	0.01	0.0	8896	300
This study	194.6	51.3	37-2-112:LP-AF-DIR		6.395e-06	300	37-2-112:LP-AF-DIR8897	LT-AF-Z	g		37-2-112	u		0.015	0.0	8897	300
