tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_mass	meas_temp	measurement	method_codes	quality	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study	336.6	-51.6	33-2-104:LP-AF-DIR	5.41E-06	300	7565	LT-AF-Z	g	33-2-104	u		1.50E-02	0		300
This study			33-2-104:LP-ARM	8.74E-05	300	7566	LT-AF-I	g	33-2-104	u		8.00E-02	5.00E-05		300
This study			33-2-104:LP-IRM	1.63E-03	300	7567	LT-IRM	g	33-2-104	u		0	1		300
This study			33-2-104:LP-X		300	7568	LP-X		33-2-104		1.14E-07	1.00E-02	0		300
This study	343	-53.7	33-2-108:LP-AF-DIR	3.59E-06	300	7569	LT-AF-Z	g	33-2-108	u		1.50E-02	0		300
This study			33-2-108:LP-ARM	7.73E-05	300	7570	LT-AF-I	g	33-2-108	u		8.00E-02	5.00E-05		300
This study			33-2-108:LP-IRM	1.30E-03	300	7571	LT-IRM	g	33-2-108	u		0	1		300
This study			33-2-108:LP-X		300	7572	LP-X		33-2-108		1.01E-07	1.00E-02	0		300
This study	330.1	-34.2	33-2-112:LP-AF-DIR	1.79E-06	300	7573	LT-AF-Z	g	33-2-112	u		1.50E-02	0		300
This study			33-2-112:LP-ARM	6.27E-05	300	7574	LT-AF-I	g	33-2-112	u		8.00E-02	5.00E-05		300
This study			33-2-112:LP-IRM	9.97E-04	300	7575	LT-IRM	g	33-2-112	u		0	1		300
This study			33-2-112:LP-X		300	7576	LP-X		33-2-112		6.86E-08	1.00E-02	0		300
This study	320.2	-43.5	33-2-117:LP-AF-DIR	2.58E-06	300	7577	LT-AF-Z	g	33-2-117	u		1.50E-02	0		300
This study			33-2-117:LP-ARM	6.69E-05	300	7578	LT-AF-I	g	33-2-117	u		8.00E-02	5.00E-05		300
This study			33-2-117:LP-IRM	1.15E-03	300	7579	LT-IRM	g	33-2-117	u		0	1		300
This study			33-2-117:LP-X		300	7580	LP-X		33-2-117		8.23E-08	1.00E-02	0		300
This study	345.2	-32.9	33-2-120:LP-AF-DIR	1.73E-06	300	7581	LT-AF-Z	g	33-2-120	u		1.50E-02	0		300
This study			33-2-120:LP-ARM	6.73E-05	300	7582	LT-AF-I	g	33-2-120	u		8.00E-02	5.00E-05		300
This study			33-2-120:LP-IRM	1.13E-03	300	7583	LT-IRM	g	33-2-120	u		0	1		300
This study			33-2-120:LP-X		300	7584	LP-X		33-2-120		8.14E-08	1.00E-02	0		300
This study	345.4	-38.8	33-2-124:LP-AF-DIR	2.91E-06	300	7585	LT-AF-Z	g	33-2-124	u		1.50E-02	0		300
This study			33-2-124:LP-ARM	7.48E-05	300	7586	LT-AF-I	g	33-2-124	u		8.00E-02	5.00E-05		300
This study			33-2-124:LP-IRM	1.25E-03	300	7587	LT-IRM	g	33-2-124	u		0	1		300
This study			33-2-124:LP-X		300	7588	LP-X		33-2-124		9.52E-08	1.00E-02	0		300
This study	337.9	-43.6	33-2-128:LP-AF-DIR	2.68E-06	300	7589	LT-AF-Z	g	33-2-128	u		1.50E-02	0		300
This study			33-2-128:LP-ARM	6.69E-05	300	7590	LT-AF-I	g	33-2-128	u		8.00E-02	5.00E-05		300
This study			33-2-128:LP-IRM	1.15E-03	300	7591	LT-IRM	g	33-2-128	u		0	1		300
This study			33-2-128:LP-X		300	7592	LP-X		33-2-128		8.25E-08	1.00E-02	0		300
This study	337.8	-30.2	33-2-131:LP-AF-DIR	2.11E-06	300	7593	LT-AF-Z	g	33-2-131	u		1.50E-02	0		300
This study			33-2-131:LP-ARM	6.27E-05	300	7594	LT-AF-I	g	33-2-131	u		8.00E-02	5.00E-05		300
This study			33-2-131:LP-IRM	1.00E-03	300	7595	LT-IRM	g	33-2-131	u		0	1		300
This study			33-2-131:LP-X		300	7596	LP-X		33-2-131		7.04E-08	1.00E-02	0		300
This study	341.7	-43	33-2-136:LP-AF-DIR	2.54E-06	300	7597	LT-AF-Z	g	33-2-136	u		1.50E-02	0		300
This study			33-2-136:LP-ARM	5.53E-05	300	7598	LT-AF-I	g	33-2-136	u		8.00E-02	5.00E-05		300
This study			33-2-136:LP-IRM	9.21E-04	300	7599	LT-IRM	g	33-2-136	u		0	1		300
This study			33-2-136:LP-X		300	7600	LP-X		33-2-136		6.40E-08	1.00E-02	0		300
This study	323.6	-47.4	33-2-141:LP-AF-DIR	2.14E-06	300	7601	LT-AF-Z	g	33-2-141	u		1.50E-02	0		300
This study			33-2-141:LP-ARM	5.40E-05	300	7602	LT-AF-I	g	33-2-141	u		8.00E-02	5.00E-05		300
This study			33-2-141:LP-IRM	1.01E-03	300	7603	LT-IRM	g	33-2-141	u		0	1		300
This study			33-2-141:LP-X		300	7604	LP-X		33-2-141		7.25E-08	1.00E-02	0		300
This study	335.2	-42.7	33-2-145:LP-AF-DIR	2.31E-06	300	7605	LT-AF-Z	g	33-2-145	u		1.50E-02	0		300
This study			33-2-145:LP-ARM	6.04E-05	300	7606	LT-AF-I	g	33-2-145	u		8.00E-02	5.00E-05		300
This study			33-2-145:LP-IRM	1.06E-03	300	7607	LT-IRM	g	33-2-145	u		0	1		300
This study			33-2-145:LP-X		300	7608	LP-X		33-2-145		7.96E-08	1.00E-02	0		300
This study	324.9	-36.6	33-2-149:LP-AF-DIR	2.70E-06	300	7609	LT-AF-Z	g	33-2-149	u		1.50E-02	0		300
This study			33-2-149:LP-ARM	5.94E-05	300	7610	LT-AF-I	g	33-2-149	u		8.00E-02	5.00E-05		300
This study			33-2-149:LP-IRM	1.03E-03	300	7611	LT-IRM	g	33-2-149	u		0	1		300
This study			33-2-149:LP-X		300	7612	LP-X		33-2-149		7.41E-08	1.00E-02	0		300
This study	6.8	-58.8	33-3-002:LP-AF-DIR	4.07E-06	300	7613	LT-AF-Z	g	33-3-002	u		1.50E-02	0		300
This study			33-3-002:LP-ARM	5.57E-05	300	7614	LT-AF-I	g	33-3-002	u		8.00E-02	5.00E-05		300
This study			33-3-002:LP-IRM	9.97E-04	300	7615	LT-IRM	g	33-3-002	u		0	1		300
This study			33-3-002:LP-X		300	7616	LP-X		33-3-002		6.87E-08	1.00E-02	0		300
This study	350.5	-56	33-3-005:LP-AF-DIR	3.08E-06	300	7617	LT-AF-Z	g	33-3-005	u		1.50E-02	0		300
This study			33-3-005:LP-ARM	5.47E-05	300	7618	LT-AF-I	g	33-3-005	u		8.00E-02	5.00E-05		300
This study			33-3-005:LP-IRM	9.18E-04	300	7619	LT-IRM	g	33-3-005	u		0	1		300
This study			33-3-005:LP-X		300	7620	LP-X		33-3-005		6.28E-08	1.00E-02	0		300
This study	6.3	-49.1	33-3-011:LP-AF-DIR	3.19E-06	300	7621	LT-AF-Z	g	33-3-011	u		1.50E-02	0		300
This study			33-3-011:LP-ARM	5.48E-05	300	7622	LT-AF-I	g	33-3-011	u		8.00E-02	5.00E-05		300
This study			33-3-011:LP-IRM	9.04E-04	300	7623	LT-IRM	g	33-3-011	u		0	1		300
This study			33-3-011:LP-X		300	7624	LP-X		33-3-011		5.85E-08	1.00E-02	0		300
This study	359.5	-23.9	33-3-015:LP-AF-DIR	3.28E-06	300	7625	LT-AF-Z	g	33-3-015	u		1.50E-02	0		300
This study			33-3-015:LP-ARM	5.31E-05	300	7626	LT-AF-I	g	33-3-015	u		8.00E-02	5.00E-05		300
This study			33-3-015:LP-IRM	9.12E-04	300	7627	LT-IRM	g	33-3-015	u		0	1		300
This study			33-3-015:LP-X		300	7628	LP-X		33-3-015		6.15E-08	1.00E-02	0		300
This study	343	-34	34-1-034:LP-AF-DIR	4.84E-07	300	7629	LT-AF-Z	g	34-1-034	u		1.50E-02	0		300
This study			34-1-034:LP-ARM	6.82E-05	300	7630	LT-AF-I	g	34-1-034	u		8.00E-02	5.00E-05		300
This study			34-1-034:LP-IRM	1.12E-03	300	7631	LT-IRM	g	34-1-034	u		0	1		300
This study			34-1-034:LP-X		300	7632	LP-X		34-1-034		8.27E-08	1.00E-02	0		300
This study	21.6	41.3	34-1-037:LP-AF-DIR	5.18E-07	300	7633	LT-AF-Z	g	34-1-037	u		1.50E-02	0		300
This study			34-1-037:LP-ARM	7.32E-05	300	7634	LT-AF-I	g	34-1-037	u		8.00E-02	5.00E-05		300
This study			34-1-037:LP-IRM	1.13E-03	300	7635	LT-IRM	g	34-1-037	u		0	1		300
This study			34-1-037:LP-X		300	7636	LP-X		34-1-037		8.74E-08	1.00E-02	0		300
This study	206.7	17.7	34-1-041:LP-AF-DIR	5.06E-07	300	7637	LT-AF-Z	g	34-1-041	u		1.50E-02	0		300
This study			34-1-041:LP-ARM	6.32E-05	300	7638	LT-AF-I	g	34-1-041	u		8.00E-02	5.00E-05		300
This study			34-1-041:LP-IRM	1.08E-03	300	7639	LT-IRM	g	34-1-041	u		0	1		300
This study			34-1-041:LP-X		300	7640	LP-X		34-1-041		8.39E-08	1.00E-02	0		300
This study	316.2	7.7	34-1-044:LP-AF-DIR	8.42E-07	300	7641	LT-AF-Z	g	34-1-044	u		1.50E-02	0		300
This study			34-1-044:LP-ARM	7.09E-05	300	7642	LT-AF-I	g	34-1-044	u		8.00E-02	5.00E-05		300
This study			34-1-044:LP-IRM	1.09E-03	300	7643	LT-IRM	g	34-1-044	u		0	1		300
This study			34-1-044:LP-X		300	7644	LP-X		34-1-044		8.09E-08	1.00E-02	0		300
This study	353.9	-3.8	34-1-049:LP-AF-DIR	6.66E-06	300	7645	LT-AF-Z	g	34-1-049	u		1.50E-02	0		300
This study			34-1-049:LP-ARM	7.33E-05	300	7646	LT-AF-I	g	34-1-049	u		8.00E-02	5.00E-05		300
This study			34-1-049:LP-IRM	2.27E-03	300	7647	LT-IRM	g	34-1-049	u		0	1		300
This study			34-1-049:LP-X		300	7648	LP-X		34-1-049		1.82E-07	1.00E-02	0		300
This study	327.4	-71.5	34-1-052:LP-AF-DIR	1.65E-06	300	7649	LT-AF-Z	g	34-1-052	u		1.50E-02	0		300
This study			34-1-052:LP-ARM	6.98E-05	300	7650	LT-AF-I	g	34-1-052	u		8.00E-02	5.00E-05		300
This study			34-1-052:LP-IRM	1.42E-03	300	7651	LT-IRM	g	34-1-052	u		0	1		300
This study			34-1-052:LP-X		300	7652	LP-X		34-1-052		1.09E-07	1.00E-02	0		300
This study	310.8	5.9	34-1-055:LP-AF-DIR	8.70E-07	300	7653	LT-AF-Z	g	34-1-055	u		1.50E-02	0		300
This study			34-1-055:LP-ARM	7.30E-05	300	7654	LT-AF-I	g	34-1-055	u		8.00E-02	5.00E-05		300
This study			34-1-055:LP-IRM	1.08E-03	300	7655	LT-IRM	g	34-1-055	u		0	1		300
This study			34-1-055:LP-X		300	7656	LP-X		34-1-055		7.98E-08	1.00E-02	0		300
This study	5.3	-86.9	34-1-059:LP-AF-DIR	3.67E-06	300	7657	LT-AF-Z	g	34-1-059	u		1.50E-02	0		300
This study			34-1-059:LP-ARM	6.22E-05	300	7658	LT-AF-I	g	34-1-059	u		8.00E-02	5.00E-05		300
This study			34-1-059:LP-IRM	1.32E-03	300	7659	LT-IRM	g	34-1-059	u		0	1		300
This study			34-1-059:LP-X		300	7660	LP-X		34-1-059		9.50E-08	1.00E-02	0		300
This study	342.4	-71.5	34-1-064:LP-AF-DIR	1.49E-06	300	7661	LT-AF-Z	g	34-1-064	u		1.50E-02	0		300
This study			34-1-064:LP-ARM	6.44E-05	300	7662	LT-AF-I	g	34-1-064	u		8.00E-02	5.00E-05		300
This study			34-1-064:LP-IRM	1.13E-03	300	7663	LT-IRM	g	34-1-064	u		0	1		300
This study			34-1-064:LP-X		300	7664	LP-X		34-1-064		9.00E-08	1.00E-02	0		300
This study	84	-48.6	34-1-068:LP-AF-DIR	7.18E-07	300	7665	LT-AF-Z	g	34-1-068	u		1.50E-02	0		300
This study			34-1-068:LP-ARM	6.52E-05	300	7666	LT-AF-I	g	34-1-068	u		8.00E-02	5.00E-05		300
This study			34-1-068:LP-IRM	1.16E-03	300	7667	LT-IRM	g	34-1-068	u		0	1		300
This study			34-1-068:LP-X		300	7668	LP-X		34-1-068		7.46E-08	1.00E-02	0		300
This study	332.5	-25	34-1-078:LP-AF-DIR	1.17E-06	300	7669	LT-AF-Z	g	34-1-078	u		1.50E-02	0		300
This study			34-1-078:LP-ARM	6.21E-05	300	7670	LT-AF-I	g	34-1-078	u		8.00E-02	5.00E-05		300
This study			34-1-078:LP-IRM	1.00E-03	300	7671	LT-IRM	g	34-1-078	u		0	1		300
This study			34-1-078:LP-X		300	7672	LP-X		34-1-078		7.00E-08	1.00E-02	0		300
This study	32.6	-56.1	34-1-082:LP-AF-DIR	8.57E-07	300	7673	LT-AF-Z	g	34-1-082	u		1.50E-02	0		300
This study			34-1-082:LP-ARM	6.02E-05	300	7674	LT-AF-I	g	34-1-082	u		8.00E-02	5.00E-05		300
This study			34-1-082:LP-IRM	9.99E-04	300	7675	LT-IRM	g	34-1-082	u		0	1		300
This study			34-1-082:LP-X		300	7676	LP-X		34-1-082		6.82E-08	1.00E-02	0		300
This study	326.6	-82	34-1-085:LP-AF-DIR	1.58E-06	300	7677	LT-AF-Z	g	34-1-085	u		1.50E-02	0		300
This study			34-1-085:LP-ARM	5.87E-05	300	7678	LT-AF-I	g	34-1-085	u		8.00E-02	5.00E-05		300
This study			34-1-085:LP-IRM	1.00E-03	300	7679	LT-IRM	g	34-1-085	u		0	1		300
This study			34-1-085:LP-X		300	7680	LP-X		34-1-085		6.89E-08	1.00E-02	0		300
This study	70.8	-58.4	34-1-088:LP-AF-DIR	2.79E-06	300	7681	LT-AF-Z	g	34-1-088	u		1.50E-02	0		300
This study			34-1-088:LP-ARM	6.95E-05	300	7682	LT-AF-I	g	34-1-088	u		8.00E-02	5.00E-05		300
This study			34-1-088:LP-IRM	1.28E-03	300	7683	LT-IRM	g	34-1-088	u		0	1		300
This study			34-1-088:LP-X		300	7684	LP-X		34-1-088		9.04E-08	1.00E-02	0		300
This study	72.1	-56.5	34-1-091:LP-AF-DIR	2.28E-06	300	7685	LT-AF-Z	g	34-1-091	u		1.50E-02	0		300
This study			34-1-091:LP-ARM	6.84E-05	300	7686	LT-AF-I	g	34-1-091	u		8.00E-02	5.00E-05		300
This study			34-1-091:LP-IRM	1.29E-03	300	7687	LT-IRM	g	34-1-091	u		0	1		300
This study			34-1-091:LP-X		300	7688	LP-X		34-1-091		8.71E-08	1.00E-02	0		300
This study	55.7	-60.8	34-1-094:LP-AF-DIR	3.40E-06	300	7689	LT-AF-Z	g	34-1-094	u		1.50E-02	0		300
This study			34-1-094:LP-ARM	7.69E-05	300	7690	LT-AF-I	g	34-1-094	u		8.00E-02	5.00E-05		300
This study			34-1-094:LP-IRM	1.49E-03	300	7691	LT-IRM	g	34-1-094	u		0	1		300
This study			34-1-094:LP-X		300	7692	LP-X		34-1-094		1.06E-07	1.00E-02	0		300
This study	55.4	-12.8	34-1-101:LP-AF-DIR	2.66E-06	300	7693	LT-AF-Z	g	34-1-101	u		1.50E-02	0		300
This study			34-1-101:LP-ARM	6.59E-05	300	7694	LT-AF-I	g	34-1-101	u		8.00E-02	5.00E-05		300
This study			34-1-101:LP-IRM	1.28E-03	300	7695	LT-IRM	g	34-1-101	u		0	1		300
This study			34-1-101:LP-X		300	7696	LP-X		34-1-101		8.96E-08	1.00E-02	0		300
This study	88.1	-56.1	34-1-104:LP-AF-DIR	1.61E-06	300	7697	LT-AF-Z	g	34-1-104	u		1.50E-02	0		300
This study			34-1-104:LP-ARM	5.55E-05	300	7698	LT-AF-I	g	34-1-104	u		8.00E-02	5.00E-05		300
This study			34-1-104:LP-IRM	8.93E-04	300	7699	LT-IRM	g	34-1-104	u		0	1		300
This study			34-1-104:LP-X		300	7700	LP-X		34-1-104		6.82E-08	1.00E-02	0		300
This study	353.5	-14.9	34-1-107:LP-AF-DIR	1.29E-06	300	7701	LT-AF-Z	g	34-1-107	u		1.50E-02	0		300
This study			34-1-107:LP-ARM	5.74E-05	300	7702	LT-AF-I	g	34-1-107	u		8.00E-02	5.00E-05		300
This study			34-1-107:LP-IRM	1.04E-03	300	7703	LT-IRM	g	34-1-107	u		0	1		300
This study			34-1-107:LP-X		300	7704	LP-X		34-1-107		7.12E-08	1.00E-02	0		300
This study	97.8	-38.2	34-1-115:LP-AF-DIR	1.16E-06	300	7705	LT-AF-Z	g	34-1-115	u		1.50E-02	0		300
This study			34-1-115:LP-ARM	5.52E-05	300	7706	LT-AF-I	g	34-1-115	u		8.00E-02	5.00E-05		300
This study			34-1-115:LP-IRM	9.18E-04	300	7707	LT-IRM	g	34-1-115	u		0	1		300
This study			34-1-115:LP-X		300	7708	LP-X		34-1-115		6.48E-08	1.00E-02	0		300
This study	324.3	-57.1	34-1-118:LP-AF-DIR	1.13E-06	300	7709	LT-AF-Z	g	34-1-118	u		1.50E-02	0		300
This study			34-1-118:LP-ARM	5.33E-05	300	7710	LT-AF-I	g	34-1-118	u		8.00E-02	5.00E-05		300
This study			34-1-118:LP-IRM	9.07E-04	300	7711	LT-IRM	g	34-1-118	u		0	1		300
This study			34-1-118:LP-X		300	7712	LP-X		34-1-118		6.31E-08	1.00E-02	0		300
This study	26.5	-49.4	34-1-121:LP-AF-DIR	1.54E-06	300	7713	LT-AF-Z	g	34-1-121	u		1.50E-02	0		300
This study			34-1-121:LP-ARM	5.53E-05	300	7714	LT-AF-I	g	34-1-121	u		8.00E-02	5.00E-05		300
This study			34-1-121:LP-IRM	9.48E-04	300	7715	LT-IRM	g	34-1-121	u		0	1		300
This study			34-1-121:LP-X		300	7716	LP-X		34-1-121		6.75E-08	1.00E-02	0		300
This study	339.3	-18	34-1-125:LP-AF-DIR	1.26E-06	300	7717	LT-AF-Z	g	34-1-125	u		1.50E-02	0		300
This study			34-1-125:LP-ARM	5.67E-05	300	7718	LT-AF-I	g	34-1-125	u		8.00E-02	5.00E-05		300
This study			34-1-125:LP-IRM	1.01E-03	300	7719	LT-IRM	g	34-1-125	u		0	1		300
This study			34-1-125:LP-X		300	7720	LP-X		34-1-125		7.13E-08	1.00E-02	0		300
This study	328.8	-23.3	34-1-128:LP-AF-DIR	1.13E-06	300	7721	LT-AF-Z	g	34-1-128	u		1.50E-02	0		300
This study			34-1-128:LP-ARM	5.78E-05	300	7722	LT-AF-I	g	34-1-128	u		8.00E-02	5.00E-05		300
This study			34-1-128:LP-IRM	1.00E-03	300	7723	LT-IRM	g	34-1-128	u		0	1		300
This study			34-1-128:LP-X		300	7724	LP-X		34-1-128		7.49E-08	1.00E-02	0		300
This study	338.8	-34.2	34-1-131:LP-AF-DIR	8.35E-07	300	7725	LT-AF-Z	g	34-1-131	u		1.50E-02	0		300
This study			34-1-131:LP-ARM	5.76E-05	300	7726	LT-AF-I	g	34-1-131	u		8.00E-02	5.00E-05		300
This study			34-1-131:LP-IRM	1.04E-03	300	7727	LT-IRM	g	34-1-131	u		0	1		300
This study			34-1-131:LP-X		300	7728	LP-X		34-1-131		7.54E-08	1.00E-02	0		300
This study	305.8	-16	34-1-136:LP-AF-DIR	7.60E-07	300	7729	LT-AF-Z	g	34-1-136	u		1.50E-02	0		300
This study			34-1-136:LP-ARM	5.64E-05	300	7730	LT-AF-I	g	34-1-136	u		8.00E-02	5.00E-05		300
This study			34-1-136:LP-IRM	1.02E-03	300	7731	LT-IRM	g	34-1-136	u		0	1		300
This study			34-1-136:LP-X		300	7732	LP-X		34-1-136		7.22E-08	1.00E-02	0		300
This study	277.4	-58.9	34-1-139:LP-AF-DIR	4.44E-07	300	7733	LT-AF-Z	g	34-1-139	u		1.50E-02	0		300
This study			34-1-139:LP-ARM	5.08E-05	300	7734	LT-AF-I	g	34-1-139	u		8.00E-02	5.00E-05		300
This study			34-1-139:LP-IRM	9.72E-04	300	7735	LT-IRM	g	34-1-139	u		0	1		300
This study			34-1-139:LP-X		300	7736	LP-X		34-1-139		7.05E-08	1.00E-02	0		300
This study	324.4	-6.4	34-1-141:LP-AF-DIR	2.44E-07	300	7737	LT-AF-Z	g	34-1-141	u		1.50E-02	0		300
This study			34-1-141:LP-ARM	5.02E-05	300	7738	LT-AF-I	g	34-1-141	u		8.00E-02	5.00E-05		300
This study			34-1-141:LP-IRM	9.47E-04	300	7739	LT-IRM	g	34-1-141	u		0	1		300
This study			34-1-141:LP-X		300	7740	LP-X		34-1-141		7.02E-08	1.00E-02	0		300
This study	342	-10.5	34-1-145:LP-AF-DIR	2.79E-07	300	7741	LT-AF-Z	g	34-1-145	u		1.50E-02	0		300
This study			34-1-145:LP-ARM	4.82E-05	300	7742	LT-AF-I	g	34-1-145	u		8.00E-02	5.00E-05		300
This study			34-1-145:LP-IRM	8.72E-04	300	7743	LT-IRM	g	34-1-145	u		0	1		300
This study			34-1-145:LP-X		300	7744	LP-X		34-1-145		6.31E-08	1.00E-02	0		300
This study	3.1	2.9	34-1-148:LP-AF-DIR	4.99E-07	300	7745	LT-AF-Z	g	34-1-148	u		1.50E-02	0		300
This study			34-1-148:LP-ARM	5.27E-05	300	7746	LT-AF-I	g	34-1-148	u		8.00E-02	5.00E-05		300
This study			34-1-148:LP-IRM	8.89E-04	300	7747	LT-IRM	g	34-1-148	u		0	1		300
This study			34-1-148:LP-X		300	7748	LP-X		34-1-148		6.40E-08	1.00E-02	0		300
This study	183.3	27.9	34-2-009:LP-AF-DIR	2.70E-06	300	7749	LT-AF-Z	g	34-2-009	u		1.50E-02	0		300
This study			34-2-009:LP-ARM	5.37E-05	300	7750	LT-AF-I	g	34-2-009	u		8.00E-02	5.00E-05		300
This study			34-2-009:LP-IRM	1.06E-03	300	7751	LT-IRM	g	34-2-009	u		0	1		300
This study			34-2-009:LP-X		300	7752	LP-X		34-2-009		8.81E-08	1.00E-02	0		300
This study	314.7	-59.5	34-2-012:LP-AF-DIR	1.78E-06	300	7753	LT-AF-Z	g	34-2-012	u		1.50E-02	0		300
This study			34-2-012:LP-ARM	5.87E-05	300	7754	LT-AF-I	g	34-2-012	u		8.00E-02	5.00E-05		300
This study			34-2-012:LP-IRM	1.07E-03	300	7755	LT-IRM	g	34-2-012	u		0	1		300
This study			34-2-012:LP-X		300	7756	LP-X		34-2-012		7.49E-08	1.00E-02	0		300
This study	338.1	-46	34-2-014:LP-AF-DIR	2.97E-06	300	7757	LT-AF-Z	g	34-2-014	u		1.50E-02	0		300
This study			34-2-014:LP-ARM	6.09E-05	300	7758	LT-AF-I	g	34-2-014	u		8.00E-02	5.00E-05		300
This study			34-2-014:LP-IRM	1.15E-03	300	7759	LT-IRM	g	34-2-014	u		0	1		300
This study			34-2-014:LP-X		300	7760	LP-X		34-2-014		8.12E-08	1.00E-02	0		300
This study	342.4	-50.6	34-2-019:LP-AF-DIR	3.45E-06	300	7761	LT-AF-Z	g	34-2-019	u		1.50E-02	0		300
This study			34-2-019:LP-ARM	5.84E-05	300	7762	LT-AF-I	g	34-2-019	u		8.00E-02	5.00E-05		300
This study			34-2-019:LP-IRM	1.10E-03	300	7763	LT-IRM	g	34-2-019	u		0	1		300
This study			34-2-019:LP-X		300	7764	LP-X		34-2-019		7.54E-08	1.00E-02	0		300
This study	321	-30.6	34-2-023:LP-AF-DIR	2.93E-06	300	7765	LT-AF-Z	g	34-2-023	u		1.50E-02	0		300
This study			34-2-023:LP-ARM	5.78E-05	300	7766	LT-AF-I	g	34-2-023	u		8.00E-02	5.00E-05		300
This study			34-2-023:LP-IRM	1.01E-03	300	7767	LT-IRM	g	34-2-023	u		0	1		300
This study			34-2-023:LP-X		300	7768	LP-X		34-2-023		7.17E-08	1.00E-02	0		300
This study	355.4	-51.4	34-2-026:LP-AF-DIR	2.72E-06	300	7769	LT-AF-Z	g	34-2-026	u		1.50E-02	0		300
This study			34-2-026:LP-ARM	5.27E-05	300	7770	LT-AF-I	g	34-2-026	u		8.00E-02	5.00E-05		300
This study			34-2-026:LP-IRM	9.58E-04	300	7771	LT-IRM	g	34-2-026	u		0	1		300
This study			34-2-026:LP-X		300	7772	LP-X		34-2-026		6.40E-08	1.00E-02	0		300
This study	336.9	-45.7	34-2-029:LP-AF-DIR	1.43E-06	300	7773	LT-AF-Z	g	34-2-029	u		1.50E-02	0		300
This study			34-2-029:LP-ARM	5.42E-05	300	7774	LT-AF-I	g	34-2-029	u		8.00E-02	5.00E-05		300
This study			34-2-029:LP-IRM	9.46E-04	300	7775	LT-IRM	g	34-2-029	u		0	1		300
This study			34-2-029:LP-X		300	7776	LP-X		34-2-029		6.61E-08	1.00E-02	0		300
This study	340.2	-59.5	34-2-033:LP-AF-DIR	2.07E-06	300	7777	LT-AF-Z	g	34-2-033	u		1.50E-02	0		300
This study			34-2-033:LP-ARM	5.76E-05	300	7778	LT-AF-I	g	34-2-033	u		8.00E-02	5.00E-05		300
This study			34-2-033:LP-IRM	1.03E-03	300	7779	LT-IRM	g	34-2-033	u		0	1		300
This study			34-2-033:LP-X		300	7780	LP-X		34-2-033		7.04E-08	1.00E-02	0		300
This study	358.5	-60.4	34-2-037:LP-AF-DIR	1.65E-06	300	7781	LT-AF-Z	g	34-2-037	u		1.50E-02	0		300
This study			34-2-037:LP-ARM	5.43E-05	300	7782	LT-AF-I	g	34-2-037	u		8.00E-02	5.00E-05		300
This study			34-2-037:LP-IRM	9.73E-04	300	7783	LT-IRM	g	34-2-037	u		0	1		300
This study			34-2-037:LP-X		300	7784	LP-X		34-2-037		6.91E-08	1.00E-02	0		300
This study	9.5	-53.7	34-2-039:LP-AF-DIR	1.83E-06	300	7785	LT-AF-Z	g	34-2-039	u		1.50E-02	0		300
This study			34-2-039:LP-ARM	5.94E-05	300	7786	LT-AF-I	g	34-2-039	u		8.00E-02	5.00E-05		300
This study			34-2-039:LP-IRM	1.05E-03	300	7787	LT-IRM	g	34-2-039	u		0	1		300
This study			34-2-039:LP-X		300	7788	LP-X		34-2-039		7.14E-08	1.00E-02	0		300
This study	14.7	-16.5	34-2-041:LP-AF-DIR	8.23E-07	300	7789	LT-AF-Z	g	34-2-041	u		1.50E-02	0		300
This study			34-2-041:LP-ARM	5.49E-05	300	7790	LT-AF-I	g	34-2-041	u		8.00E-02	5.00E-05		300
This study			34-2-041:LP-IRM	9.82E-04	300	7791	LT-IRM	g	34-2-041	u		0	1		300
This study			34-2-041:LP-X		300	7792	LP-X		34-2-041		7.28E-08	1.00E-02	0		300
This study	348.4	-61.9	34-2-044:LP-AF-DIR	1.47E-06	300	7793	LT-AF-Z	g	34-2-044	u		1.50E-02	0		300
This study			34-2-044:LP-ARM	6.04E-05	300	7794	LT-AF-I	g	34-2-044	u		8.00E-02	5.00E-05		300
This study			34-2-044:LP-IRM	1.03E-03	300	7795	LT-IRM	g	34-2-044	u		0	1		300
This study			34-2-044:LP-X		300	7796	LP-X		34-2-044		7.29E-08	1.00E-02	0		300
This study	359.4	-51.6	34-2-047:LP-AF-DIR	3.64E-06	300	7797	LT-AF-Z	g	34-2-047	u		1.50E-02	0		300
This study			34-2-047:LP-ARM	6.45E-05	300	7798	LT-AF-I	g	34-2-047	u		8.00E-02	5.00E-05		300
This study			34-2-047:LP-IRM	1.17E-03	300	7799	LT-IRM	g	34-2-047	u		0	1		300
This study			34-2-047:LP-X		300	7800	LP-X		34-2-047		8.23E-08	1.00E-02	0		300
This study	338	-50.7	34-2-051:LP-AF-DIR	3.91E-06	300	7801	LT-AF-Z	g	34-2-051	u		1.50E-02	0		300
This study			34-2-051:LP-ARM	6.41E-05	300	7802	LT-AF-I	g	34-2-051	u		8.00E-02	5.00E-05		300
This study			34-2-051:LP-IRM	1.28E-03	300	7803	LT-IRM	g	34-2-051	u		0	1		300
This study			34-2-051:LP-X		300	7804	LP-X		34-2-051		8.83E-08	1.00E-02	0		300
This study	21.2	-45.4	34-2-054:LP-AF-DIR	3.83E-06	300	7805	LT-AF-Z	g	34-2-054	u		1.50E-02	0		300
