tab 	measurements
citations	description	dir_csd	dir_dec	dir_inc	er_analyst_mail_names	er_expedition_name	er_formation_name	er_fossil_name	er_member_name	er_mineral_name	er_synthetic_name	experiment	instrument_codes	location	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement_charging_mode	measurement_chi_mass	measurement_chi_qdr_mass	measurement_chi_qdr_volume	measurement_chi_volume	measurement_composite_depth	measurement_core_depth	measurement_date	measurement_demagn_code	measurement_elevation	measurement_freq	measurement_height	measurement_lab_field_ac	measurement_lab_field_dc	measurement_loop_n	measurement_loop_x	measurement_magnitude	measurement_orient_phi	measurement_orient_theta	measurement_pos_x	measurement_pos_y	measurement_pos_z	measurement_r2	measurement_sd	measurement_sweep_rate	measurement_temp_change	measurement_time_zone	method_codes	number	quality	sample	site	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp	treatment_ac_field_dc_off	treatment_ac_field_dc_on	treatment_ac_field_decay_rate	treatment_dc_field_ac_off	treatment_dc_field_ac_on	treatment_dc_field_decay_rate	treatment_mw_energy	treatment_mw_integral	treatment_mw_power	treatment_mw_time	treatment_temp_dc_off	treatment_temp_dc_on	treatment_temp_decay_rate
This study		0.3	255.5	-88.7	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002762					4	273								2007:09:07:11:00:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	11	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	623													
This study		0.3	174.4	-88	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000007553					4	273								2007:09:07:12:46:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	12	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	623													
This study		0.3	191.9	-86.4	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000005503					4	273								2007:09:10:08:51:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	13	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	673													
This study		0.3	183.3	-88.6	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002152					4	273								2007:09:10:10:25:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	14	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	573													
This study		0.3	204	-88.9	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002959					4	273								2007:09:10:12:07:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	15	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	673													
This study		0.3	202	-86.2	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000006629					4	273								2007:09:10:13:50:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	16	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	673													
This study		0.3	213.2	-88.3	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00003863					4	273								2007:09:11:09:27:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	17	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	723													
This study		0.3	170.2	-84.4	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000005548					4	273								2007:09:11:11:42:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	18	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	723													
This study		0.4	181.2	-76.9	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000193					4	273								2007:09:11:13:34:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	19	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	773													
This study		0.3	249.6	-89	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002527					4	273								2007:09:12:10:16:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	20	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	673													
This study		0.3	233.5	-89	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00003481					4	273								2007:09:13:09:02:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	21	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	773													
This study		0.3	152.2	-83	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003261					4	273								2007:09:13:10:51:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	22	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	773													
This study		0.3	207	-88.8	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00003343					4	273								2007:09:13:12:44:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	23	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	798													
This study		0.4	192	-83.5	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000002549					4	273								2007:09:14:08:52:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	24	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	798													
This study		0.6	157.9	-76.5	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000006632					4	273								2007:09:14:10:36:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	25	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	823													
This study		0.3	222.5	-87.6	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000208					4	273								2007:09:14:13:09:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	26	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	773													
This study		0.3	226.5	-87.9	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000307					4	273								2007:09:17:09:27:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	27	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	823													
This study		0.5	127.2	-84.6	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000001066					4	273								2007:09:17:11:20:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	28	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	823													
This study		0.3	280.5	-87.8	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00003409					4	273								2007:09:17:13:07:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	29	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	848													
This study		1.6	117.1	-59.2	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000008137					4	273								2007:09:18:09:24:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	30	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	848													
This study		9	277.3	-2.8	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000001869					4	273								2007:09:18:11:25:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	31	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0	0	90	873													
This study		0.3	282.5	-88.6	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00004425					4	273								2007:09:18:13:37:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	32	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	823													
This study		0.3	214.3	-88.4	Jason Steindorf							mc216g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00004751					4	273								2007:09:19:09:11:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	33	g	mc216g	mc216	pmagpy-1.66b	mc216g1	u	0	0.00003	0	90	873													
This study		0.2	1.2	2.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002928					4	273								2007:09:04:08:08:00.00																			SAN	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	273													
This study		0.2	0.2	1.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002819					4	273								2007:09:04:11:00:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	2	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	373													
This study		0.2	2.1	-0.3	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002804					4	273								2007:09:04:12:36:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	3	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	373													
This study		0.2	359.8	1.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002809					4	273								2007:09:05:08:34:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	4	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	373													
This study		0.3	2	-19	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002256					4	273								2007:09:05:10:44:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	5	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	473													
This study		0.3	359.7	-1.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002183					4	273								2007:09:05:12:42:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	6	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	473													
This study		0.2	359.8	-1.3	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000106					4	273								2007:09:06:10:25:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	7	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	573													
This study		0.5	358.8	-9.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001057					4	273								2007:09:06:11:42:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	8	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	373													
This study		0.3	5.1	-60.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000182					4	273								2007:09:06:13:21:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	9	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	573													
This study		0.2	0.9	-3.8	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001036					4	273								2007:09:07:09:01:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	10	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	573													
This study		0.3	1	-75.9	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000198					4	273								2007:09:07:10:42:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	11	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	623													
This study		0.2	355	-14.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000006588					4	273								2007:09:07:12:26:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	12	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	623													
This study		0.2	357.4	-10.3	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000004514					4	273								2007:09:10:09:15:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	13	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	673													
This study		0.3	9.3	-78.3	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001531					4	273								2007:09:10:12:30:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	14	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	573													
This study		0.3	10.5	-82.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001979					4	273								2007:09:10:14:17:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	15	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	673													
This study		0.2	358.7	-20.8	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000004432					4	273								2007:09:11:09:08:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	16	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	673													
This study		0.3	32.4	-87.9	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002273					4	273								2007:09:11:10:57:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	17	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	723													
This study		0.3	356.8	-34.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000003246					4	273								2007:09:11:12:44:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	18	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	723													
This study		0.3	357.7	-12.7	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000001099					4	273								2007:09:11:14:41:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	19	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	773													
This study		0.3	121.7	-88.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00001952					4	273								2007:09:12:09:54:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	20	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	673													
This study		0.3	158.9	-87.5	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000238					4	273								2007:09:12:13:07:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	21	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	773													
This study		0.3	1.9	-45.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000001201					4	273								2007:09:13:09:52:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	22	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	773													
This study		0.3	144.4	-86.5	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002468					4	273								2007:09:13:11:44:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	23	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	798													
This study		0.6	357.9	-50.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000000663					4	273								2007:09:13:14:44:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	24	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	798													
This study		0.3	343.3	-35.6	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.0000001036					4	273								2007:09:14:09:11:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	25	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	823													
This study		0.3	151.7	-84.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002295					4	273								2007:09:14:10:57:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	26	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	773													
This study		0.3	159.4	-84.9	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002487					4	273								2007:09:14:13:27:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	27	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	823													
This study		0.4	351.3	-73.4	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.000000167					4	273								2007:09:17:09:11:00.00																			SAN	LT-PTRM-MD:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	28	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	823													
This study		0.3	155.6	-84.8	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002651					4	273								2007:09:17:11:04:00.00																			SAN	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	29	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	848													
This study		1.4	357.1	-14	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000002332					4	273								2007:09:17:12:53:00.00																			SAN	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	30	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	848													
This study		1.4	184.9	-73.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00000002236					4	273								2007:09:18:09:09:00.00																			SAN	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	31	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0	0	90	873													
This study		0.3	135	-86.2	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002614					4	273								2007:09:18:11:07:00.00																			SAN	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	32	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	823													
This study		0.3	139.1	-86.1	Jason Steindorf							mc218a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002704					4	273								2007:09:18:13:09:00.00																			SAN	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	33	g	mc218a	mc218	pmagpy-1.66b	mc218a1	u	0	0.00003	0	90	873													
This study		0.2	347.2	2.5	Jason Steindorf							mc218b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		McMurdo		0.00002937					4	273								2007:08:10:12:55:00.00																			SAN	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI	1	g	mc218b	mc218	pmagpy-1.66b	mc218b1	u	0	0	0	90	273													
