tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_n	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	magic_method_codes	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.7	3.5	54.9	0.7	1	9	0	LP-DIR-AF:mgh12t102	Archeologic	Oven			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t102	pmagpy-3.3.2	mgh12t102
12.67	34.973572	16.076662	28.204504	6.000000	0.304172:0.323079:0.372748:-0.026330:-0.002041:0.018242	6.000000	0.007229	ATRM				This study	Critical F: 3.1059									mgh12t1PI01;ATRM	Archeologic	Oven																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh12t1PI		mgh12t1PI01
	34.973572	16.076662	28.204504	6.000000	0.304172:0.323079:0.372748:-0.026330:-0.002041:0.018242		0.007229					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh12t1PI01			6.69e-05	0.04	c	0.99	0.92	2.59	1.07	0.84	0.75	0.86	3.69	10	5	17.45	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	853	473	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh12t1PI		mgh12t1PI01
31.63	8.021242	10.960808	0.913974	6.000000	0.307184:0.307290:0.385525:-0.009613:0.004991:0.017426	6.000000	0.015676	ATRM				This study	Critical F: 3.1059									mgh12t1PI02;ATRM	Archeologic	Oven																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh12t1PI		mgh12t1PI02
	8.021242	10.960808	0.913974	6.000000	0.307184:0.307290:0.385525:-0.009613:0.004991:0.017426		0.015676					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh12t1PI02			6.62e-05	0.04	c	0.99	0.91	0.55	1.89	1.03	0.98	0.86	1.28	12	5	20.75	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	853	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh12t1PI		mgh12t1PI02
23.42	17.247640	10.640762	10.919388	6.000000	0.316332:0.307987:0.375681:0.022799:0.021328:-0.005333	6.000000	0.010475	ATRM				This study	Critical F: 3.1059									mgh12t1PI03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh12t1PI		mgh12t1PI03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh12t1PI		mgh12t1PI04
32.17	43.667583	18.724072	36.876020	6.000000	0.335395:0.263384:0.401221:-0.021676:-0.002443:-0.001999	6.000000	0.009791	ATRM				This study	Critical F: 3.1059									mgh12t1PI05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh12t1PI		mgh12t1PI05
	43.667583	18.724072	36.876020	6.000000	0.335395:0.263384:0.401221:-0.021676:-0.002443:-0.001999		0.009791					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh12t1PI05			6.08e-05	0.04	c	1.10	0.92	3.01	1.03	0.97	0.82	0.86	4.46	10	4	18.87	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh12t1PI		mgh12t1PI05
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.5	354.2	64.1	0.7	1	9	0	LP-DIR-AF:mgh12t1a1	Archeologic	Ceramic			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1a1	pmagpy-3.3.2	mgh12t1a1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh12t1b1		mgh12t1b1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.8	21.7	55.0	0.6	1	9	0	LP-DIR-AF:mgh12t1c1	Archeologic	Ceramic			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1c1	pmagpy-3.3.2	mgh12t1c1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.1	3.5	55.1	0.4	1	9	0	LP-DIR-AF:mgh12t1d1	Archeologic	Oven			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1d1	pmagpy-3.3.2	mgh12t1d1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.5	11.0	54.2	0.3	1	9	0	LP-DIR-AF:mgh12t1e1	Archeologic	Ceramic			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1e1	pmagpy-3.3.2	mgh12t1e1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.4	1.4	60.5	0.2	1	9	0	LP-DIR-AF:mgh12t1f1	Archeologic	Ceramic			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1f1	pmagpy-3.3.2	mgh12t1f1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.6	6.9	62.8	1.0	1	9	0	LP-DIR-AF:mgh12t1g1	Archeologic	Ceramic			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1g1	pmagpy-3.3.2	mgh12t1g1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	1.1	2.6	55.5	1.1	1	9	0	LP-DIR-AF:mgh12t1h1	Archeologic	Ceramic			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1h1	pmagpy-3.3.2	mgh12t1h1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh12t1i1		mgh12t1i1
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study		Fit 1	0.1	12.8	57.1	0.3	1	9	0	LP-DIR-AF:mgh12t1i2	Archeologic	Oven			u													Not Specified	DA-DIR-GEO:DE-BFL:LP-DIR-AF	6.000e-02	5.000e-03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	mgh12t1i2	pmagpy-3.3.2	mgh12t1i2
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgj04a01	Archeologic	Ceramic	3.41e-05	0.02	c	1.00	0.96	0.60	7.92	0.78	0.74	0.88	4.88	10	5	29.22	7.00e-05	Not Specified	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	DA-CR:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04a		mgj04a01
9.90	7.430211	5.252388	4.060771	6.000000	0.307134:0.336218:0.356647:-0.003625:-0.010069:0.005509	6.000000	0.009070	ATRM				This study	Critical F: 3.1059									mgj04a02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04a		mgj04a02
	7.430211	5.252388	4.060771	6.000000	0.307134:0.336218:0.356647:-0.003625:-0.010069:0.005509		0.009070					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04a02			2.92e-05	0.04	c	1.00	1.01	0.92	10.89	0.84	0.84	0.88	4.99	12	5	20.78	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04a		mgj04a02
5.53	5.338766	0.763587	6.944208	6.000000	0.322670:0.336948:0.340383:0.008198:0.008245:-0.009013	6.000000	0.006757	ATRM				This study	Critical F: 3.1059									mgj04a03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04a		mgj04a03
	5.338766	0.763587	6.944208	6.000000	0.322670:0.336948:0.340383:0.008198:0.008245:-0.009013		0.006757					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04a03			3.30e-05	0.04	c	0.97	0.96	1.09	5.68	0.94	0.96	0.90	2.59	13	5	23.78	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04a		mgj04a03
2.20	1.972412	0.517347	2.131393	6.000000	0.314059:0.342596:0.343346:0.003227:-0.006303:0.002694	6.000000	0.011676	ATRM				This study	Critical F: 3.1059									mgj04a04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04a		mgj04a04
	1.972412	0.517347	2.131393	6.000000	0.314059:0.342596:0.343346:0.003227:-0.006303:0.002694		0.011676					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04a04			3.41e-05	0.03	c	1.01	0.89	2.55	7.91	0.76	0.89	0.88	2.35	10	5	22.86	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04a		mgj04a04
7.18	3.270538	0.699457	3.801915	6.000000	0.330916:0.334167:0.334917:-0.013378:0.013067:0.005512	6.000000	0.009700	ATRM				This study	Critical F: 3.1059									mgj04b01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b01
	3.270538	0.699457	3.801915	6.000000	0.330916:0.334167:0.334917:-0.013378:0.013067:0.005512		0.009700					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04b01			4.57e-05	0.03	c	1.00	0.97	1.36	0.26	0.90	0.80	0.88	4.75	13	5	26.58	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	273	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04b		mgj04b01
7.43	4.193687	2.714309	2.528894	6.000000	0.334057:0.324594:0.341349:-0.015304:-0.004463:0.009350	6.000000	0.008867	ATRM				This study	Critical F: 3.1059									mgj04b02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b02
11.19	15.076778	7.371787	11.635346	6.000000	0.320234:0.326518:0.353248:0.015221:0.010128:0.000857	6.000000	0.005838	ATRM				This study	Critical F: 3.1059									mgj04b03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b03
	15.076778	7.371787	11.635346	6.000000	0.320234:0.326518:0.353248:0.015221:0.010128:0.000857		0.005838					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04b03			4.28e-05	0.03	c	1.02	0.94	0.92	6.12	0.94	0.90	0.88	2.82	13	6	29.97	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	373	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04b		mgj04b03
10.82	3.555716	0.706047	4.232376	6.000000	0.318783:0.327593:0.353624:-0.016206:-0.000368:0.000590	6.000000	0.011534	ATRM				This study	Critical F: 3.1059									mgj04b04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b04
	3.555716	0.706047	4.232376	6.000000	0.318783:0.327593:0.353624:-0.016206:-0.000368:0.000590		0.011534					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04b04			3.94e-05	0.03	c	1.04	0.95	4.69	1.04	0.81	0.73	0.85	4.63	9	4	25.18	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	473	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04b		mgj04b04
6.58	5.384120	3.187684	3.545640	6.000000	0.339415:0.314770:0.345815:0.005511:0.014503:0.008742	6.000000	0.009330	ATRM				This study	Critical F: 3.1059									mgj04b05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b05
13.78	1.215934	1.202318	0.391442	6.000000	0.346550:0.325065:0.328385:0.010600:0.004152:-0.001519	6.000000	0.013221	ATRM				This study	Critical F: 3.1059									mgj04b06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b06
13.21	2.963804	2.188813	1.535142	6.000000	0.325305:0.334246:0.340448:-0.003510:0.017151:0.011857	6.000000	0.011676	ATRM				This study	Critical F: 3.1059									mgj04b07;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b07
13.96	1.373838	1.521890	0.337469	6.000000	0.339977:0.334481:0.325541:0.013916:-0.011628:-0.003749	6.000000	0.015185	ATRM				This study	Critical F: 3.1059									mgj04b08;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b08
9.67	0.756482	1.287108	0.011223	6.000000	0.332263:0.340478:0.327259:0.007968:-0.003120:-0.002732	6.000000	0.011507	ATRM				This study	Critical F: 3.1059									mgj04b09;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b09
5.34	4.557186	3.290158	2.428108	6.000000	0.341693:0.329987:0.328320:-0.000353:-0.010609:0.019849	6.000000	0.009913	ATRM				This study	Critical F: 3.1059									mgj04b10;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b10
3.35	1.397843	2.153270	0.072520	6.000000	0.342635:0.322317:0.335048:-0.000464:-0.001439:-0.012314	6.000000	0.012182	ATRM				This study	Critical F: 3.1059									mgj04b11;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b11
	1.397843	2.153270	0.072520	6.000000	0.342635:0.322317:0.335048:-0.000464:-0.001439:-0.012314		0.012182					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04b11			4.40e-05	0.05	c	1.01	0.94	0.75	4.03	0.86	0.80	0.86	1.11	9	5	13.87	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04b		mgj04b11
5.47	52.954147	48.890165	19.512569	6.000000	0.402615:0.332123:0.265263:-0.029399:-0.010255:0.024691	6.000000	0.009753	ATRM				This study	Critical F: 3.1059									mgj04b12;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04b		mgj04b12
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgj04c		mgj04c01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgj04c		mgj04c02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgj04d		mgj04d01
2.98	6.045321	4.884056	2.771612	6.000000	0.307282:0.351095:0.341623:-0.021070:-0.020095:0.002187	6.000000	0.013533	ATRM				This study	Critical F: 3.1059									mgj04d02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d02
	6.045321	4.884056	2.771612	6.000000	0.307282:0.351095:0.341623:-0.021070:-0.020095:0.002187		0.013533					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d02			4.16e-05	0.02	c	1.00	0.95	1.09	2.34	0.72	0.76	0.89	4.43	11	5	26.95	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d02
1.71	11.830064	8.219109	6.598116	6.000000	0.328666:0.351970:0.319364:0.001477:-0.006073:0.007394	6.000000	0.005042	ATRM				This study	Critical F: 3.1059									mgj04d03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d03
	11.830064	8.219109	6.598116	6.000000	0.328666:0.351970:0.319364:0.001477:-0.006073:0.007394		0.005042					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d03			3.83e-05	0.03	c	0.96	0.95	0.73	2.92	0.75	0.78	0.89	2.83	12	6	21.13	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d03
1.78	13.202748	18.085698	1.485944	6.000000	0.330592:0.316587:0.352821:-0.001399:0.010746:0.030459	6.000000	0.009141	ATRM				This study	Critical F: 3.1059									mgj04d04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d04
	13.202748	18.085698	1.485944	6.000000	0.330592:0.316587:0.352821:-0.001399:0.010746:0.030459		0.009141					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d04			3.15e-05	0.03	c	1.07	0.95	1.33	0.49	0.91	0.85	0.90	4.99	13	6	29.97	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	873	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d04
2.59	5.506238	3.472143	3.410864	6.000000	0.333646:0.313415:0.352940:-0.002384:-0.012400:-0.005777	6.000000	0.009207	ATRM				This study	Critical F: 3.1059									mgj04d05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d05
	5.506238	3.472143	3.410864	6.000000	0.333646:0.313415:0.352940:-0.002384:-0.012400:-0.005777		0.009207					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d05			3.75e-05	0.05	c	1.02	0.94	0.70	2.23	0.81	0.91	0.90	2.66	11	5	13.52	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d05
3.23	28.871028	47.840199	0.662638	6.000000	0.311990:0.362846:0.325163:-0.004652:0.020089:-0.004222	6.000000	0.005620	ATRM				This study	Critical F: 3.1059									mgj04d06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d06
	28.871028	47.840199	0.662638	6.000000	0.311990:0.362846:0.325163:-0.004652:0.020089:-0.004222		0.005620					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d06			3.76e-05	0.07	c	1.00	0.97	1.76	6.94	0.71	0.79	0.85	4.05	9	4	9.15	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d06
12.93	1.168660	1.025515	0.470844	6.000000	0.345288:0.323107:0.331606:-0.004402:-0.013714:0.013407	6.000000	0.018730	ATRM				This study	Critical F: 3.1059									mgj04d07;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d07
10.70	3.545019	3.416922	1.202771	6.000000	0.354233:0.339180:0.306587:-0.025455:0.000204:0.020970	6.000000	0.019476	ATRM				This study	Critical F: 3.1059									mgj04d08;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d08
8.06	116.246846	81.850442	63.830963	6.000000	0.268221:0.297759:0.434020:0.056335:0.023436:0.029226	6.000000	0.009237	ATRM				This study	Critical F: 3.1059									mgj04d09;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d09
1.83	16.814216	20.607302	3.024668	6.000000	0.312487:0.352269:0.335244:0.018653:0.019716:0.006506	6.000000	0.007484	ATRM				This study	Critical F: 3.1059									mgj04d10;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d10
	16.814216	20.607302	3.024668	6.000000	0.312487:0.352269:0.335244:0.018653:0.019716:0.006506		0.007484					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d10			3.94e-05	0.02	c	0.95	0.95	1.90	1.76	0.86	0.84	0.90	4.55	13	6	33.83	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d10
3.65	4.584275	3.131552	2.606806	6.000000	0.319138:0.330148:0.350714:0.012121:-0.008503:-0.004881	6.000000	0.009340	ATRM				This study	Critical F: 3.1059									mgj04d11;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d11
	4.584275	3.131552	2.606806	6.000000	0.319138:0.330148:0.350714:0.012121:-0.008503:-0.004881		0.009340					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgj04d11			3.41e-05	0.04	c	1.03	0.95	1.25	5.25	0.77	0.78	0.90	3.97	11	5	18.11	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgj04d		mgj04d11
3.39	2.191869	2.301800	0.616607	6.000000	0.334364:0.346868:0.318769:-0.009356:-0.002125:0.003406	6.000000	0.010496	ATRM				This study	Critical F: 3.1059									mgj04d12;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgj04d		mgj04d12
