tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	timestamp	magn_moment
RQ14:LP-DIR-AF7	RQ14:LP-DIR-AF	RQ14	83	-24	5.000e-02	7	2.730e+02	472.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	315	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.6712e-06
RQ14:LP-DIR-AF8	RQ14:LP-DIR-AF	RQ14	83	-26	6.000e-02	8	2.730e+02	370.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	316	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.44e-06
RQ14:LP-DIR-AF9	RQ14:LP-DIR-AF	RQ14	79	-27	7.000e-02	9	2.730e+02	294.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	317	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.534e-06
RQ14:LP-DIR-AF10	RQ14:LP-DIR-AF	RQ14	84	-30	8.000e-02	10	2.730e+02	243.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	318	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.9184e-06
RQ14:LP-DIR-AF11	RQ14:LP-DIR-AF	RQ14	81	-29	9.000e-02	11	2.730e+02	205.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	319	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.4696e-06
RQ15:LP-DIR-AF0	RQ15:LP-DIR-AF	RQ15	90	-27	0	0	2.730e+02	1.543E+00	This study	LT-NO:LP-DIR-AF	g	320	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.8516e-05
RQ15:LP-DIR-AF1	RQ15:LP-DIR-AF	RQ15	135	-35	1.000e-02	1	2.730e+02	521.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	321	u	2.730e+02		pmagpy-4.1.5	2013-09-01T00:00:00Z	6.2556e-06
RQ16:LP-DIR-AF0	RQ16:LP-DIR-AF	RQ16	100	-42	0	0	2.730e+02	2.225E+00	This study	LT-NO:LP-DIR-AF	g	322	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.6700000000000002e-05
RQ16:LP-DIR-AF1	RQ16:LP-DIR-AF	RQ16	93	-37	1.000e-02	1	2.730e+02	1.686E+00	This study	LT-AF-Z:LP-DIR-AF	g	323	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.0232e-05
RQ16:LP-DIR-AF2	RQ16:LP-DIR-AF	RQ16	96	-37	1.500e-02	2	2.730e+02	1.328E+00	This study	LT-AF-Z:LP-DIR-AF	g	324	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.5936e-05
RQ16:LP-DIR-AF3	RQ16:LP-DIR-AF	RQ16	96	-37	2.000e-02	3	2.730e+02	1.057E+00	This study	LT-AF-Z:LP-DIR-AF	g	325	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.2684e-05
RQ16:LP-DIR-AF4	RQ16:LP-DIR-AF	RQ16	97	-37	2.500e-02	4	2.730e+02	857.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	326	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	1.02852e-05
RQ16:LP-DIR-AF5	RQ16:LP-DIR-AF	RQ16	96	-36	3.000e-02	5	2.730e+02	717.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	327	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	8.6148e-06
RQ16:LP-DIR-AF6	RQ16:LP-DIR-AF	RQ16	94	-35	4.000e-02	6	2.730e+02	540.7E-03	This study	LT-AF-Z:LP-DIR-AF	g	328	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	6.4883999999999996e-06
RQ16:LP-DIR-AF7	RQ16:LP-DIR-AF	RQ16	97	-33	5.000e-02	7	2.730e+02	436.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	329	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.2428e-06
RQ16:LP-DIR-AF8	RQ16:LP-DIR-AF	RQ16	99	-33	6.000e-02	8	2.730e+02	370.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	330	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.44e-06
RQ16:LP-DIR-AF9	RQ16:LP-DIR-AF	RQ16	101	-32	7.000e-02	9	2.730e+02	322.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	331	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.8712e-06
RQ16:LP-DIR-AF10	RQ16:LP-DIR-AF	RQ16	100	-30	8.000e-02	10	2.730e+02	296.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	332	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.552e-06
RQ17:LP-DIR-AF0	RQ17:LP-DIR-AF	RQ17	89	-19	0	0	2.730e+02	1.774E+00	This study	LT-NO:LP-DIR-AF	g	333	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	2.1288e-05
RQ17:LP-DIR-AF1	RQ17:LP-DIR-AF	RQ17	89	-26	1.000e-02	1	2.730e+02	1.534E+00	This study	LT-AF-Z:LP-DIR-AF	g	334	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.8408e-05
RQ17:LP-DIR-AF2	RQ17:LP-DIR-AF	RQ17	90	-25	1.500e-02	2	2.730e+02	1.223E+00	This study	LT-AF-Z:LP-DIR-AF	g	335	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.4676000000000001e-05
RQ17:LP-DIR-AF3	RQ17:LP-DIR-AF	RQ17	86	-26	2.000e-02	3	2.730e+02	968.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	336	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	1.1616e-05
RQ17:LP-DIR-AF4	RQ17:LP-DIR-AF	RQ17	93	-26	2.500e-02	4	2.730e+02	774.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	337	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	9.2916e-06
RQ17:LP-DIR-AF5	RQ17:LP-DIR-AF	RQ17	85	-26	3.000e-02	5	2.730e+02	646.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	338	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	7.7556e-06
RQ17:LP-DIR-AF6	RQ17:LP-DIR-AF	RQ17	88	-25	4.000e-02	6	2.730e+02	485.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	339	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	5.8236000000000005e-06
RQ17:LP-DIR-AF7	RQ17:LP-DIR-AF	RQ17	87	-25	5.000e-02	7	2.730e+02	399.8E-03	This study	LT-AF-Z:LP-DIR-AF	g	340	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	4.7976e-06
RQ17:LP-DIR-AF8	RQ17:LP-DIR-AF	RQ17	88	-25	6.000e-02	8	2.730e+02	338.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	341	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	4.0608e-06
RQ17:LP-DIR-AF9	RQ17:LP-DIR-AF	RQ17	88	-24	7.000e-02	9	2.730e+02	294.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	342	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	3.528e-06
RQ17:LP-DIR-AF10	RQ17:LP-DIR-AF	RQ17	89	-24	8.000e-02	10	2.730e+02	268.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	343	u	2.730e+02		pmagpy-4.1.5	2013-08-25T00:00:00Z	3.2232000000000003e-06
RQ22:LP-DIR-AF0	RQ22:LP-DIR-AF	RQ22	30	-18	0	0	2.730e+02	11.47E+00	This study	LT-NO:LP-DIR-AF	g	344	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00013764000000000002
RQ22:LP-DIR-AF1	RQ22:LP-DIR-AF	RQ22	32	-19	1.000e-02	1	2.730e+02	11.31E+00	This study	LT-AF-Z:LP-DIR-AF	g	345	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00013572
RQ22:LP-DIR-AF2	RQ22:LP-DIR-AF	RQ22	33	-18	1.500e-02	2	2.730e+02	10.65E+00	This study	LT-AF-Z:LP-DIR-AF	g	346	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00012780000000000002
RQ22:LP-DIR-AF3	RQ22:LP-DIR-AF	RQ22	31	-19	2.000e-02	3	2.730e+02	9.517E+00	This study	LT-AF-Z:LP-DIR-AF	g	347	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00011420399999999999
RQ22:LP-DIR-AF4	RQ22:LP-DIR-AF	RQ22	32	-19	2.500e-02	4	2.730e+02	8.108E+00	This study	LT-AF-Z:LP-DIR-AF	g	348	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	9.729600000000001e-05
RQ22:LP-DIR-AF5	RQ22:LP-DIR-AF	RQ22	30	-19	3.000e-02	5	2.730e+02	6.850E+00	This study	LT-AF-Z:LP-DIR-AF	g	349	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	8.219999999999999e-05
RQ22:LP-DIR-AF6	RQ22:LP-DIR-AF	RQ22	30	-18	4.000e-02	6	2.730e+02	5.200E+00	This study	LT-AF-Z:LP-DIR-AF	g	350	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	6.24e-05
RQ22:LP-DIR-AF7	RQ22:LP-DIR-AF	RQ22	32	-19	5.000e-02	7	2.730e+02	4.234E+00	This study	LT-AF-Z:LP-DIR-AF	g	351	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.0808e-05
RQ22:LP-DIR-AF8	RQ22:LP-DIR-AF	RQ22	32	-19	6.000e-02	8	2.730e+02	3.542E+00	This study	LT-AF-Z:LP-DIR-AF	g	352	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.2504e-05
RQ22:LP-DIR-AF9	RQ22:LP-DIR-AF	RQ22	33	-19	7.000e-02	9	2.730e+02	3.020E+00	This study	LT-AF-Z:LP-DIR-AF	g	353	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.624e-05
RQ22:LP-DIR-AF10	RQ22:LP-DIR-AF	RQ22	32	-19	8.000e-02	10	2.730e+02	2.593E+00	This study	LT-AF-Z:LP-DIR-AF	g	354	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.1116e-05
RQ22:LP-DIR-AF11	RQ22:LP-DIR-AF	RQ22	31	-19	9.000e-02	11	2.730e+02	2.223E+00	This study	LT-AF-Z:LP-DIR-AF	g	355	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.6676e-05
RQ22:LP-DIR-AF12	RQ22:LP-DIR-AF	RQ22	32	-19	1.000e-01	12	2.730e+02	1.932E+00	This study	LT-AF-Z:LP-DIR-AF	g	356	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.3184e-05
RQ22:LP-DIR-AF13	RQ22:LP-DIR-AF	RQ22	31	-19	1.100e-01	13	2.730e+02	1.684E+00	This study	LT-AF-Z:LP-DIR-AF	g	357	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.0208e-05
RQ23:LP-DIR-AF0	RQ23:LP-DIR-AF	RQ23	39	-16	0	0	2.730e+02	11.49E+00	This study	LT-NO:LP-DIR-AF	g	358	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00013788
RQ23:LP-DIR-AF1	RQ23:LP-DIR-AF	RQ23	37	-15	1.000e-02	1	2.730e+02	11.31E+00	This study	LT-AF-Z:LP-DIR-AF	g	359	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00013572
RQ23:LP-DIR-AF2	RQ23:LP-DIR-AF	RQ23	38	-16	1.500e-02	2	2.730e+02	10.64E+00	This study	LT-AF-Z:LP-DIR-AF	g	360	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.00012768
RQ23:LP-DIR-AF3	RQ23:LP-DIR-AF	RQ23	39	-16	2.000e-02	3	2.730e+02	9.491E+00	This study	LT-AF-Z:LP-DIR-AF	g	361	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	0.000113892
RQ23:LP-DIR-AF4	RQ23:LP-DIR-AF	RQ23	38	-16	2.500e-02	4	2.730e+02	8.098E+00	This study	LT-AF-Z:LP-DIR-AF	g	362	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	9.7176e-05
RQ23:LP-DIR-AF5	RQ23:LP-DIR-AF	RQ23	38	-15	3.000e-02	5	2.730e+02	6.823E+00	This study	LT-AF-Z:LP-DIR-AF	g	363	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	8.1876e-05
RQ23:LP-DIR-AF6	RQ23:LP-DIR-AF	RQ23	37	-16	4.000e-02	6	2.730e+02	5.232E+00	This study	LT-AF-Z:LP-DIR-AF	g	364	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	6.2784e-05
RQ23:LP-DIR-AF7	RQ23:LP-DIR-AF	RQ23	41	-17	5.000e-02	7	2.730e+02	4.289E+00	This study	LT-AF-Z:LP-DIR-AF	g	365	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.1467999999999996e-05
RQ23:LP-DIR-AF8	RQ23:LP-DIR-AF	RQ23	37	-16	6.000e-02	8	2.730e+02	3.589E+00	This study	LT-AF-Z:LP-DIR-AF	g	366	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.3068e-05
RQ23:LP-DIR-AF9	RQ23:LP-DIR-AF	RQ23	38	-17	7.000e-02	9	2.730e+02	3.058E+00	This study	LT-AF-Z:LP-DIR-AF	g	367	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.6695999999999996e-05
RQ23:LP-DIR-AF10	RQ23:LP-DIR-AF	RQ23	39	-16	8.000e-02	10	2.730e+02	2.638E+00	This study	LT-AF-Z:LP-DIR-AF	g	368	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.1655999999999996e-05
RQ23:LP-DIR-AF11	RQ23:LP-DIR-AF	RQ23	38	-16	9.000e-02	11	2.730e+02	2.260E+00	This study	LT-AF-Z:LP-DIR-AF	g	369	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.7119999999999998e-05
RQ23:LP-DIR-AF12	RQ23:LP-DIR-AF	RQ23	39	-16	1.000e-01	12	2.730e+02	1.972E+00	This study	LT-AF-Z:LP-DIR-AF	g	370	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.3664e-05
RQ23:LP-DIR-AF13	RQ23:LP-DIR-AF	RQ23	39	-16	1.100e-01	13	2.730e+02	1.725E+00	This study	LT-AF-Z:LP-DIR-AF	g	371	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.0700000000000002e-05
RQ24:LP-DIR-AF0	RQ24:LP-DIR-AF	RQ24	39	-17	0	0	2.730e+02	11.94E+00	This study	LT-NO:LP-DIR-AF	g	372	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.00014328
RQ24:LP-DIR-AF1	RQ24:LP-DIR-AF	RQ24	40	-17	1.000e-02	1	2.730e+02	11.74E+00	This study	LT-AF-Z:LP-DIR-AF	g	373	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.00014088
RQ24:LP-DIR-AF2	RQ24:LP-DIR-AF	RQ24	40	-17	1.500e-02	2	2.730e+02	11.05E+00	This study	LT-AF-Z:LP-DIR-AF	g	374	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.00013260000000000002
RQ24:LP-DIR-AF3	RQ24:LP-DIR-AF	RQ24	40	-17	2.000e-02	3	2.730e+02	9.873E+00	This study	LT-AF-Z:LP-DIR-AF	g	375	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	0.000118476
RQ24:LP-DIR-AF4	RQ24:LP-DIR-AF	RQ24	39	-17	2.500e-02	4	2.730e+02	8.328E+00	This study	LT-AF-Z:LP-DIR-AF	g	376	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	9.9936e-05
RQ24:LP-DIR-AF5	RQ24:LP-DIR-AF	RQ24	40	-17	3.000e-02	5	2.730e+02	7.010E+00	This study	LT-AF-Z:LP-DIR-AF	g	377	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	8.412e-05
RQ24:LP-DIR-AF6	RQ24:LP-DIR-AF	RQ24	40	-17	4.000e-02	6	2.730e+02	5.339E+00	This study	LT-AF-Z:LP-DIR-AF	g	378	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	6.406800000000001e-05
RQ24:LP-DIR-AF7	RQ24:LP-DIR-AF	RQ24	38	-17	5.000e-02	7	2.730e+02	4.324E+00	This study	LT-AF-Z:LP-DIR-AF	g	379	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	5.1888e-05
RQ24:LP-DIR-AF8	RQ24:LP-DIR-AF	RQ24	45	-15	6.000e-02	8	2.730e+02	3.641E+00	This study	LT-AF-Z:LP-DIR-AF	g	380	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	4.3692e-05
RQ24:LP-DIR-AF9	RQ24:LP-DIR-AF	RQ24	46	-13	7.000e-02	9	2.730e+02	3.096E+00	This study	LT-AF-Z:LP-DIR-AF	g	381	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.7152e-05
RQ24:LP-DIR-AF10	RQ24:LP-DIR-AF	RQ24	37	-17	8.000e-02	10	2.730e+02	2.656E+00	This study	LT-AF-Z:LP-DIR-AF	g	382	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.1872e-05
RQ24:LP-DIR-AF11	RQ24:LP-DIR-AF	RQ24	39	-17	9.000e-02	11	2.730e+02	2.289E+00	This study	LT-AF-Z:LP-DIR-AF	g	383	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.7468000000000002e-05
RQ24:LP-DIR-AF12	RQ24:LP-DIR-AF	RQ24	44	-13	1.000e-01	12	2.730e+02	1.983E+00	This study	LT-AF-Z:LP-DIR-AF	g	384	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.3796e-05
RQ24:LP-DIR-AF13	RQ24:LP-DIR-AF	RQ24	38	-17	1.100e-01	13	2.730e+02	1.755E+00	This study	LT-AF-Z:LP-DIR-AF	g	385	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.1059999999999998e-05
RQ25:LP-DIR-AF0	RQ25:LP-DIR-AF	RQ25	40	-29	0	0	2.730e+02	11.90E+00	This study	LT-NO:LP-DIR-AF	g	386	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	0.0001428
RQ25:LP-DIR-AF1	RQ25:LP-DIR-AF	RQ25	41	-30	1.000e-02	1	2.730e+02	11.97E+00	This study	LT-AF-Z:LP-DIR-AF	g	387	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	0.00014364
RQ25:LP-DIR-AF2	RQ25:LP-DIR-AF	RQ25	41	-32	1.500e-02	2	2.730e+02	11.41E+00	This study	LT-AF-Z:LP-DIR-AF	g	388	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	0.00013692
RQ25:LP-DIR-AF3	RQ25:LP-DIR-AF	RQ25	41	-33	2.000e-02	3	2.730e+02	10.31E+00	This study	LT-AF-Z:LP-DIR-AF	g	389	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	0.00012372000000000001
RQ25:LP-DIR-AF4	RQ25:LP-DIR-AF	RQ25	37	-32	2.500e-02	4	2.730e+02	8.936E+00	This study	LT-AF-Z:LP-DIR-AF	g	390	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	0.000107232
RQ25:LP-DIR-AF5	RQ25:LP-DIR-AF	RQ25	39	-33	3.000e-02	5	2.730e+02	7.626E+00	This study	LT-AF-Z:LP-DIR-AF	g	391	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	9.1512e-05
RQ25:LP-DIR-AF6	RQ25:LP-DIR-AF	RQ25	39	-34	4.000e-02	6	2.730e+02	5.880E+00	This study	LT-AF-Z:LP-DIR-AF	g	392	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	7.056e-05
RQ25:LP-DIR-AF7	RQ25:LP-DIR-AF	RQ25	38	-34	5.000e-02	7	2.730e+02	4.798E+00	This study	LT-AF-Z:LP-DIR-AF	g	393	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	5.7576e-05
RQ25:LP-DIR-AF8	RQ25:LP-DIR-AF	RQ25	39	-33	6.000e-02	8	2.730e+02	4.010E+00	This study	LT-AF-Z:LP-DIR-AF	g	394	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.812e-05
RQ25:LP-DIR-AF9	RQ25:LP-DIR-AF	RQ25	39	-33	7.000e-02	9	2.730e+02	3.411E+00	This study	LT-AF-Z:LP-DIR-AF	g	395	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	4.0932e-05
RQ25:LP-DIR-AF10	RQ25:LP-DIR-AF	RQ25	35	-33	8.000e-02	10	2.730e+02	2.926E+00	This study	LT-AF-Z:LP-DIR-AF	g	396	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.5112000000000005e-05
RQ25:LP-DIR-AF11	RQ25:LP-DIR-AF	RQ25	40	-33	9.000e-02	11	2.730e+02	2.528E+00	This study	LT-AF-Z:LP-DIR-AF	g	397	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	3.0336000000000002e-05
RQ25:LP-DIR-AF12	RQ25:LP-DIR-AF	RQ25	37	-33	1.000e-01	12	2.730e+02	2.199E+00	This study	LT-AF-Z:LP-DIR-AF	g	398	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.6388e-05
RQ25:LP-DIR-AF13	RQ25:LP-DIR-AF	RQ25	38	-33	1.100e-01	13	2.730e+02	1.947E+00	This study	LT-AF-Z:LP-DIR-AF	g	399	u	2.730e+02		pmagpy-4.1.5	2013-08-27T00:00:00Z	2.3364000000000002e-05
RQ28:LP-DIR-AF0	RQ28:LP-DIR-AF	RQ28	43	-38	0	0	2.730e+02	13.05E+00	This study	LT-NO:LP-DIR-AF	g	400	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	0.0001566
RQ28:LP-DIR-AF1	RQ28:LP-DIR-AF	RQ28	43	-38	1.000e-02	1	2.730e+02	12.80E+00	This study	LT-AF-Z:LP-DIR-AF	g	401	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	0.00015360000000000002
RQ28:LP-DIR-AF2	RQ28:LP-DIR-AF	RQ28	42	-38	1.500e-02	2	2.730e+02	12.11E+00	This study	LT-AF-Z:LP-DIR-AF	g	402	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	0.00014532
RQ28:LP-DIR-AF3	RQ28:LP-DIR-AF	RQ28	42	-38	2.000e-02	3	2.730e+02	10.95E+00	This study	LT-AF-Z:LP-DIR-AF	g	403	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	0.0001314
RQ28:LP-DIR-AF4	RQ28:LP-DIR-AF	RQ28	45	-38	2.500e-02	4	2.730e+02	9.534E+00	This study	LT-AF-Z:LP-DIR-AF	g	404	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	0.000114408
RQ28:LP-DIR-AF5	RQ28:LP-DIR-AF	RQ28	43	-39	3.000e-02	5	2.730e+02	8.205E+00	This study	LT-AF-Z:LP-DIR-AF	g	405	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	9.846e-05
RQ28:LP-DIR-AF6	RQ28:LP-DIR-AF	RQ28	45	-39	4.000e-02	6	2.730e+02	6.366E+00	This study	LT-AF-Z:LP-DIR-AF	g	406	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	7.6392e-05
RQ28:LP-DIR-AF7	RQ28:LP-DIR-AF	RQ28	45	-38	5.000e-02	7	2.730e+02	5.219E+00	This study	LT-AF-Z:LP-DIR-AF	g	407	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	6.262800000000001e-05
RQ28:LP-DIR-AF8	RQ28:LP-DIR-AF	RQ28	47	-38	6.000e-02	8	2.730e+02	4.424E+00	This study	LT-AF-Z:LP-DIR-AF	g	408	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	5.3088000000000004e-05
RQ28:LP-DIR-AF9	RQ28:LP-DIR-AF	RQ28	48	-38	7.000e-02	9	2.730e+02	3.794E+00	This study	LT-AF-Z:LP-DIR-AF	g	409	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	4.5528e-05
RQ28:LP-DIR-AF10	RQ28:LP-DIR-AF	RQ28	46	-37	8.000e-02	10	2.730e+02	3.275E+00	This study	LT-AF-Z:LP-DIR-AF	g	410	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	3.93e-05
RQ28:LP-DIR-AF11	RQ28:LP-DIR-AF	RQ28	49	-36	9.000e-02	11	2.730e+02	2.834E+00	This study	LT-AF-Z:LP-DIR-AF	g	411	u	2.730e+02		pmagpy-4.1.5	2013-08-26T00:00:00Z	3.4008000000000004e-05
RQ31:LP-DIR-AF0	RQ31:LP-DIR-AF	RQ31	9	75	0	0	2.730e+02	211.0E-03	This study	LT-NO:LP-DIR-AF	g	412	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.532e-06
RQ31:LP-DIR-AF1	RQ31:LP-DIR-AF	RQ31	5	51	1.000e-02	1	2.730e+02	315.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	413	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.7872e-06
RQ31:LP-DIR-AF2	RQ31:LP-DIR-AF	RQ31	2	45	1.500e-02	2	2.730e+02	302.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	414	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.6288000000000003e-06
RQ31:LP-DIR-AF3	RQ31:LP-DIR-AF	RQ31	359	44	2.000e-02	3	2.730e+02	277.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	415	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	3.3240000000000003e-06
RQ31:LP-DIR-AF4	RQ31:LP-DIR-AF	RQ31	359	41	2.500e-02	4	2.730e+02	242.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	416	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.9088e-06
RQ31:LP-DIR-AF5	RQ31:LP-DIR-AF	RQ31	357	38	3.000e-02	5	2.730e+02	209.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	417	u	2.730e+02		pmagpy-4.1.5	2013-08-28T00:00:00Z	2.5092e-06
