tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	description	software_packages	timestamp	magn_moment
ST26:LP-DIR-T6	ST26:LP-DIR-T	ST26		161	-49	0	6	6.230e+02	2.670E+00	This study	LT-T-Z:LP-DIR-T	g	334	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	3.204e-05
ST26:LP-DIR-T7	ST26:LP-DIR-T	ST26		132	-61	0	7	6.730e+02	2.603E+00	This study	LT-T-Z:LP-DIR-T	g	335	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	3.1236000000000004e-05
ST26:LP-DIR-T8	ST26:LP-DIR-T	ST26		159	-63	0	8	6.980e+02	2.450E+00	This study	LT-T-Z:LP-DIR-T	g	336	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	2.9400000000000003e-05
ST26:LP-DIR-T9	ST26:LP-DIR-T	ST26		163	-55	0	9	7.230e+02	1.829E+00	This study	LT-T-Z:LP-DIR-T	g	337	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	2.1948e-05
ST26:LP-DIR-T10	ST26:LP-DIR-T	ST26		136	-61	0	10	7.480e+02	1.425E+00	This study	LT-T-Z:LP-DIR-T	g	338	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	1.7100000000000002e-05
ST26:LP-DIR-T11	ST26:LP-DIR-T	ST26		174	-62	0	11	7.730e+02	954.3E-03	This study	LT-T-Z:LP-DIR-T	g	339	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	1.14516e-05
ST26:LP-DIR-T12	ST26:LP-DIR-T	ST26		98	-60	0	12	7.930e+02	769.6E-03	This study	LT-T-Z:LP-DIR-T	g	340	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	9.2352e-06
ST26:LP-DIR-T13	ST26:LP-DIR-T	ST26		100	-60	0	13	8.130e+02	179.2E-03	This study	LT-T-Z:LP-DIR-T	g	341	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	2.1504e-06
ST26:LP-DIR-T14	ST26:LP-DIR-T	ST26		192	-59	0	14	8.330e+02	206.6E-03	This study	LT-T-Z:LP-DIR-T	g	342	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	2.4792000000000003e-06
ST26:LP-DIR-T15	ST26:LP-DIR-T	ST26		348	34	0	15	8.530e+02	199.0E-03	This study	LT-T-Z:LP-DIR-T	g	343	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	2.3880000000000003e-06
ST28:LP-DIR-T0	ST28:LP-DIR-T	ST28		177	-44	0	0	2.980e+02	3.521E+00	This study	LT-LT-Z:LP-DIR-T	g	344	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	4.2252e-05
ST28:LP-DIR-T1	ST28:LP-DIR-T	ST28		183	-48	0	1	3.730e+02	3.682E+00	This study	LT-T-Z:LP-DIR-T	g	345	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	4.4184e-05
ST28:LP-DIR-T2	ST28:LP-DIR-T	ST28		179	-54	0	2	4.230e+02	4.212E+00	This study	LT-T-Z:LP-DIR-T	g	346	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	5.0543999999999996e-05
ST28:LP-DIR-T3	ST28:LP-DIR-T	ST28		188	-61	0	3	4.730e+02	4.611E+00	This study	LT-T-Z:LP-DIR-T	g	347	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	5.5332e-05
ST28:LP-DIR-T4	ST28:LP-DIR-T	ST28		183	-60	0	4	5.230e+02	4.514E+00	This study	LT-T-Z:LP-DIR-T	g	348	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	5.416800000000001e-05
ST28:LP-DIR-T5	ST28:LP-DIR-T	ST28		187	-61	0	5	5.730e+02	4.337E+00	This study	LT-T-Z:LP-DIR-T	g	349	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	5.2044e-05
ST28:LP-DIR-T6	ST28:LP-DIR-T	ST28		194	-51	0	6	6.230e+02	3.607E+00	This study	LT-T-Z:LP-DIR-T	g	350	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	4.3284e-05
ST28:LP-DIR-T7	ST28:LP-DIR-T	ST28		171	-65	0	7	6.730e+02	3.480E+00	This study	LT-T-Z:LP-DIR-T	g	351	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	4.176e-05
ST28:LP-DIR-T8	ST28:LP-DIR-T	ST28		173	-69	0	8	6.980e+02	3.360E+00	This study	LT-T-Z:LP-DIR-T	g	352	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	4.032e-05
ST28:LP-DIR-T9	ST28:LP-DIR-T	ST28		200	-56	0	9	7.230e+02	2.657E+00	This study	LT-T-Z:LP-DIR-T	g	353	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	3.1884e-05
ST28:LP-DIR-T10	ST28:LP-DIR-T	ST28		199	-65	0	10	7.480e+02	1.982E+00	This study	LT-T-Z:LP-DIR-T	g	354	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	2.3784e-05
ST28:LP-DIR-T11	ST28:LP-DIR-T	ST28		219	-63	0	11	7.730e+02	1.976E+00	This study	LT-T-Z:LP-DIR-T	g	355	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	2.3712e-05
ST28:LP-DIR-T12	ST28:LP-DIR-T	ST28		229	-41	0	12	7.930e+02	922.5E-03	This study	LT-T-Z:LP-DIR-T	g	356	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	1.107e-05
ST28:LP-DIR-T13	ST28:LP-DIR-T	ST28		321	-18	0	13	8.130e+02	125.8E-03	This study	LT-T-Z:LP-DIR-T	g	357	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	1.5096e-06
ST28:LP-DIR-T14	ST28:LP-DIR-T	ST28		338	-68	0	14	8.330e+02	313.7E-03	This study	LT-T-Z:LP-DIR-T	g	358	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	3.7644e-06
ST28:LP-DIR-T15	ST28:LP-DIR-T	ST28		270	32	0	15	8.530e+02	398.6E-03	This study	LT-T-Z:LP-DIR-T	g	359	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	4.7832e-06
ST29:LP-DIR-T0	ST29:LP-DIR-T	ST29		195	-46	0	0	2.980e+02	5.621E+00	This study	LT-LT-Z:LP-DIR-T	g	360	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	6.7452e-05
ST29:LP-DIR-T1	ST29:LP-DIR-T	ST29		199	-46	0	1	3.730e+02	5.857E+00	This study	LT-T-Z:LP-DIR-T	g	361	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	7.0284e-05
ST29:LP-DIR-T2	ST29:LP-DIR-T	ST29		198	-49	0	2	4.230e+02	6.519E+00	This study	LT-T-Z:LP-DIR-T	g	362	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	7.8228e-05
ST29:LP-DIR-T3	ST29:LP-DIR-T	ST29		196	-53	0	3	4.730e+02	7.000E+00	This study	LT-T-Z:LP-DIR-T	g	363	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.400000000000001e-05
ST29:LP-DIR-T4	ST29:LP-DIR-T	ST29		200	-54	0	4	5.230e+02	6.839E+00	This study	LT-T-Z:LP-DIR-T	g	364	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	8.2068e-05
ST29:LP-DIR-T5	ST29:LP-DIR-T	ST29		198	-54	0	5	5.730e+02	6.622E+00	This study	LT-T-Z:LP-DIR-T	g	365	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	7.9464e-05
ST29:LP-DIR-T6	ST29:LP-DIR-T	ST29		200	-48	0	6	6.230e+02	6.373E+00	This study	LT-T-Z:LP-DIR-T	g	366	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	7.6476e-05
ST29:LP-DIR-T7	ST29:LP-DIR-T	ST29		201	-54	0	7	6.730e+02	5.780E+00	This study	LT-T-Z:LP-DIR-T	g	367	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	6.936e-05
ST29:LP-DIR-T8	ST29:LP-DIR-T	ST29		205	-55	0	8	6.980e+02	5.751E+00	This study	LT-T-Z:LP-DIR-T	g	368	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	6.901200000000001e-05
ST29:LP-DIR-T9	ST29:LP-DIR-T	ST29		195	-51	0	9	7.230e+02	5.150E+00	This study	LT-T-Z:LP-DIR-T	g	369	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	6.180000000000001e-05
ST29:LP-DIR-T10	ST29:LP-DIR-T	ST29		206	-56	0	10	7.480e+02	4.910E+00	This study	LT-T-Z:LP-DIR-T	g	370	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	5.8920000000000005e-05
ST29:LP-DIR-T11	ST29:LP-DIR-T	ST29		203	-48	0	11	7.730e+02	3.878E+00	This study	LT-T-Z:LP-DIR-T	g	371	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	4.6536e-05
ST29:LP-DIR-T12	ST29:LP-DIR-T	ST29		204	-56	0	12	7.930e+02	2.711E+00	This study	LT-T-Z:LP-DIR-T	g	372	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	3.2532e-05
ST29:LP-DIR-T13	ST29:LP-DIR-T	ST29		206	-61	0	13	8.130e+02	1.718E+00	This study	LT-T-Z:LP-DIR-T	g	373	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	2.0616e-05
ST29:LP-DIR-T14	ST29:LP-DIR-T	ST29		179	-55	0	14	8.330e+02	738.5E-03	This study	LT-T-Z:LP-DIR-T	g	374	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	8.862000000000001e-06
ST29:LP-DIR-T15	ST29:LP-DIR-T	ST29		188	15	0	15	8.530e+02	413.2E-03	This study	LT-T-Z:LP-DIR-T	g	375	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	4.958400000000001e-06
ST31:LP-DIR-T0	ST31:LP-DIR-T	ST31		148	-3	0	0	2.980e+02	4.885E+00	This study	LT-LT-Z:LP-DIR-T	g	376	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	5.862e-05
ST31:LP-DIR-T1	ST31:LP-DIR-T	ST31		156	-18	0	1	3.730e+02	5.223E+00	This study	LT-T-Z:LP-DIR-T	g	377	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	6.2676e-05
ST31:LP-DIR-T2	ST31:LP-DIR-T	ST31		166	-10	0	2	4.230e+02	4.481E+00	This study	LT-T-Z:LP-DIR-T	g	378	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	5.3772e-05
ST31:LP-DIR-T3	ST31:LP-DIR-T	ST31		168	-38	0	3	4.730e+02	3.116E+00	This study	LT-T-Z:LP-DIR-T	g	379	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.7392000000000004e-05
ST31:LP-DIR-T4	ST31:LP-DIR-T	ST31		168	-35	0	4	5.230e+02	2.780E+00	This study	LT-T-Z:LP-DIR-T	g	380	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.336e-05
ST31:LP-DIR-T5	ST31:LP-DIR-T	ST31		175	-38	0	5	5.730e+02	2.342E+00	This study	LT-T-Z:LP-DIR-T	g	381	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.8104e-05
ST31:LP-DIR-T6	ST31:LP-DIR-T	ST31		129	2	0	6	6.230e+02	1.735E+00	This study	LT-T-Z:LP-DIR-T	g	382	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	2.082e-05
ST32:LP-DIR-T0	ST32:LP-DIR-T	ST32		155	-10	0	0	2.980e+02	6.688E+00	This study	LT-LT-Z:LP-DIR-T	g	383	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	8.0256e-05
ST32:LP-DIR-T1	ST32:LP-DIR-T	ST32		164	-18	0	1	3.730e+02	6.012E+00	This study	LT-T-Z:LP-DIR-T	g	384	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	7.214399999999999e-05
ST32:LP-DIR-T2	ST32:LP-DIR-T	ST32		162	-10	0	2	4.230e+02	4.854E+00	This study	LT-T-Z:LP-DIR-T	g	385	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	5.8248e-05
ST32:LP-DIR-T3	ST32:LP-DIR-T	ST32		174	-32	0	3	4.730e+02	3.409E+00	This study	LT-T-Z:LP-DIR-T	g	386	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	4.0908e-05
ST32:LP-DIR-T4	ST32:LP-DIR-T	ST32		173	-32	0	4	5.230e+02	2.887E+00	This study	LT-T-Z:LP-DIR-T	g	387	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.4644e-05
ST32:LP-DIR-T5	ST32:LP-DIR-T	ST32		187	-39	0	5	5.730e+02	2.456E+00	This study	LT-T-Z:LP-DIR-T	g	388	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.9472000000000002e-05
ST32:LP-DIR-T6	ST32:LP-DIR-T	ST32		224	8	0	6	6.230e+02	1.701E+00	This study	LT-T-Z:LP-DIR-T	g	389	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	2.0412e-05
ST33:LP-DIR-T0	ST33:LP-DIR-T	ST33		156	18	0	0	2.980e+02	1.824E+00	This study	LT-LT-Z:LP-DIR-T	g	390	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.1888e-05
ST33:LP-DIR-T1	ST33:LP-DIR-T	ST33		144	8	0	1	3.730e+02	1.513E+00	This study	LT-T-Z:LP-DIR-T	g	391	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.8156e-05
ST33:LP-DIR-T2	ST33:LP-DIR-T	ST33		138	7	0	2	4.230e+02	1.941E+00	This study	LT-T-Z:LP-DIR-T	g	392	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.3292e-05
ST33:LP-DIR-T3	ST33:LP-DIR-T	ST33		135	-28	0	3	4.730e+02	2.202E+00	This study	LT-T-Z:LP-DIR-T	g	393	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.6424e-05
ST33:LP-DIR-T4	ST33:LP-DIR-T	ST33		139	-34	0	4	5.230e+02	2.200E+00	This study	LT-T-Z:LP-DIR-T	g	394	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.64e-05
ST33:LP-DIR-T5	ST33:LP-DIR-T	ST33		139	-36	0	5	5.730e+02	2.060E+00	This study	LT-T-Z:LP-DIR-T	g	395	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.472e-05
ST33:LP-DIR-T6	ST33:LP-DIR-T	ST33		115	-2	0	6	6.230e+02	2.302E+00	This study	LT-T-Z:LP-DIR-T	g	396	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	2.7624000000000002e-05
ST33:LP-DIR-T7	ST33:LP-DIR-T	ST33		129	-49	0	7	6.730e+02	1.423E+00	This study	LT-T-Z:LP-DIR-T	g	397	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.7076e-05
ST33:LP-DIR-T8	ST33:LP-DIR-T	ST33		116	-48	0	8	6.980e+02	1.517E+00	This study	LT-T-Z:LP-DIR-T	g	398	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	1.8204e-05
ST33:LP-DIR-T9	ST33:LP-DIR-T	ST33		141	-3	0	9	7.230e+02	1.159E+00	This study	LT-T-Z:LP-DIR-T	g	399	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	1.3908000000000001e-05
ST33:LP-DIR-T10	ST33:LP-DIR-T	ST33		83	-49	0	10	7.480e+02	735.5E-03	This study	LT-T-Z:LP-DIR-T	g	400	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	8.826000000000002e-06
ST33:LP-DIR-T11	ST33:LP-DIR-T	ST33		147	25	0	11	7.730e+02	632.4E-03	This study	LT-T-Z:LP-DIR-T	g	401	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	7.5888e-06
ST33:LP-DIR-T12	ST33:LP-DIR-T	ST33		303	81	0	12	7.930e+02	254.3E-03	This study	LT-T-Z:LP-DIR-T	g	402	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	3.0516000000000006e-06
ST33:LP-DIR-T13	ST33:LP-DIR-T	ST33		260	32	0	13	8.130e+02	628.1E-03	This study	LT-T-Z:LP-DIR-T	g	403	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	7.5372000000000004e-06
ST33:LP-DIR-T14	ST33:LP-DIR-T	ST33		2	-36	0	14	8.330e+02	570.5E-03	This study	LT-T-Z:LP-DIR-T	g	404	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	6.846e-06
ST33:LP-DIR-T15	ST33:LP-DIR-T	ST33		233	-35	0	15	8.530e+02	677.1E-03	This study	LT-T-Z:LP-DIR-T	g	405	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	8.125200000000001e-06
ST34:LP-DIR-T0	ST34:LP-DIR-T	ST34		163	4	0	0	2.980e+02	1.320E+00	This study	LT-LT-Z:LP-DIR-T	g	406	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.584e-05
ST34:LP-DIR-T1	ST34:LP-DIR-T	ST34		160	-8	0	1	3.730e+02	1.656E+00	This study	LT-T-Z:LP-DIR-T	g	407	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	1.9872e-05
ST34:LP-DIR-T2	ST34:LP-DIR-T	ST34		150	-13	0	2	4.230e+02	1.960E+00	This study	LT-T-Z:LP-DIR-T	g	408	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.3520000000000002e-05
ST34:LP-DIR-T3	ST34:LP-DIR-T	ST34		157	-45	0	3	4.730e+02	2.149E+00	This study	LT-T-Z:LP-DIR-T	g	409	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.5788e-05
ST34:LP-DIR-T4	ST34:LP-DIR-T	ST34		156	-46	0	4	5.230e+02	2.118E+00	This study	LT-T-Z:LP-DIR-T	g	410	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.5416e-05
ST34:LP-DIR-T5	ST34:LP-DIR-T	ST34		169	-49	0	5	5.730e+02	1.499E+00	This study	LT-T-Z:LP-DIR-T	g	411	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.7988e-05
ST34:LP-DIR-T6	ST34:LP-DIR-T	ST34		164	3	0	6	6.230e+02	1.411E+00	This study	LT-T-Z:LP-DIR-T	g	412	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.6932e-05
ST34:LP-DIR-T7	ST34:LP-DIR-T	ST34		162	-36	0	7	6.730e+02	943.8E-03	This study	LT-T-Z:LP-DIR-T	g	413	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.13256e-05
ST34:LP-DIR-T8	ST34:LP-DIR-T	ST34		165	-49	0	8	6.980e+02	908.9E-03	This study	LT-T-Z:LP-DIR-T	g	414	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	1.09068e-05
ST34:LP-DIR-T9	ST34:LP-DIR-T	ST34		199	6	0	9	7.230e+02	528.7E-03	This study	LT-T-Z:LP-DIR-T	g	415	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	6.3444e-06
ST34:LP-DIR-T10	ST34:LP-DIR-T	ST34		95	-36	0	10	7.480e+02	760.7E-03	This study	LT-T-Z:LP-DIR-T	g	416	u		2.730e+02		pmagpy-4.1.5	2013-02-28T00:00:00Z	9.1284e-06
ST34:LP-DIR-T11	ST34:LP-DIR-T	ST34		210	37	0	11	7.730e+02	1.016E+00	This study	LT-T-Z:LP-DIR-T	g	417	u		2.730e+02		pmagpy-4.1.5	2013-03-10T00:00:00Z	1.2192000000000001e-05
ST34:LP-DIR-T12	ST34:LP-DIR-T	ST34		161	-41	0	12	7.930e+02	532.9E-03	This study	LT-T-Z:LP-DIR-T	g	418	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	6.394800000000001e-06
ST34:LP-DIR-T13	ST34:LP-DIR-T	ST34		247	31	0	13	8.130e+02	752.8E-03	This study	LT-T-Z:LP-DIR-T	g	419	u		2.730e+02		pmagpy-4.1.5	2013-03-11T00:00:00Z	9.033600000000001e-06
ST34:LP-DIR-T14	ST34:LP-DIR-T	ST34		236	-37	0	14	8.330e+02	544.4E-03	This study	LT-T-Z:LP-DIR-T	g	420	u		2.730e+02		pmagpy-4.1.5	2013-03-12T00:00:00Z	6.5328e-06
ST34:LP-DIR-T15	ST34:LP-DIR-T	ST34		35	38	0	15	8.530e+02	440.5E-03	This study	LT-T-Z:LP-DIR-T	g	421	u		2.730e+02		pmagpy-4.1.5	2013-03-13T00:00:00Z	5.286e-06
ST35:LP-DIR-T0	ST35:LP-DIR-T	ST35		177	72	0	0	2.980e+02	4.122E+00	This study	LT-LT-Z:LP-DIR-T	g	422	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	4.9464e-05
ST35:LP-DIR-T1	ST35:LP-DIR-T	ST35		177	50	0	1	3.730e+02	3.187E+00	This study	LT-T-Z:LP-DIR-T	g	423	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	3.8244e-05
ST35:LP-DIR-T2	ST35:LP-DIR-T	ST35		179	37	0	2	4.230e+02	2.795E+00	This study	LT-T-Z:LP-DIR-T	g	424	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.354e-05
ST35:LP-DIR-T3	ST35:LP-DIR-T	ST35		189	-9	0	3	4.730e+02	1.753E+00	This study	LT-T-Z:LP-DIR-T	g	425	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.1036e-05
ST35:LP-DIR-T4	ST35:LP-DIR-T	ST35		202	-18	0	4	5.230e+02	1.586E+00	This study	LT-T-Z:LP-DIR-T	g	426	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.9032e-05
ST35:LP-DIR-T5	ST35:LP-DIR-T	ST35		217	-21	0	5	5.730e+02	1.286E+00	This study	LT-T-Z:LP-DIR-T	g	427	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.5432e-05
ST36:LP-DIR-T0	ST36:LP-DIR-T	ST36		143	4	0	0	2.980e+02	2.373E+00	This study	LT-LT-Z:LP-DIR-T	g	428	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.8476000000000003e-05
ST36:LP-DIR-T1	ST36:LP-DIR-T	ST36		167	-21	0	1	3.730e+02	2.525E+00	This study	LT-T-Z:LP-DIR-T	g	429	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	3.03e-05
ST36:LP-DIR-T2	ST36:LP-DIR-T	ST36		164	-11	0	2	4.230e+02	2.639E+00	This study	LT-T-Z:LP-DIR-T	g	430	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.1667999999999996e-05
ST36:LP-DIR-T3	ST36:LP-DIR-T	ST36		176	-48	0	3	4.730e+02	2.129E+00	This study	LT-T-Z:LP-DIR-T	g	431	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.5548e-05
ST36:LP-DIR-T4	ST36:LP-DIR-T	ST36		190	-47	0	4	5.230e+02	1.975E+00	This study	LT-T-Z:LP-DIR-T	g	432	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.37e-05
ST36:LP-DIR-T5	ST36:LP-DIR-T	ST36		205	-48	0	5	5.730e+02	1.493E+00	This study	LT-T-Z:LP-DIR-T	g	433	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.7916000000000003e-05
ST36:LP-DIR-T6	ST36:LP-DIR-T	ST36		114	19	0	6	6.230e+02	1.463E+00	This study	LT-T-Z:LP-DIR-T	g	434	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	1.7556000000000003e-05
ST37:LP-DIR-T0	ST37:LP-DIR-T	ST37		121	-27	0	0	2.980e+02	1.944E+00	This study	LT-LT-Z:LP-DIR-T	g	435	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.3328e-05
ST37:LP-DIR-T1	ST37:LP-DIR-T	ST37		164	-22	0	1	3.730e+02	2.123E+00	This study	LT-T-Z:LP-DIR-T	g	436	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.5476000000000005e-05
ST37:LP-DIR-T2	ST37:LP-DIR-T	ST37		156	-7	0	2	4.230e+02	2.455E+00	This study	LT-T-Z:LP-DIR-T	g	437	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.9460000000000003e-05
ST37:LP-DIR-T3	ST37:LP-DIR-T	ST37		161	-47	0	3	4.730e+02	2.071E+00	This study	LT-T-Z:LP-DIR-T	g	438	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.4852000000000002e-05
ST37:LP-DIR-T4	ST37:LP-DIR-T	ST37		185	-52	0	4	5.230e+02	1.821E+00	This study	LT-T-Z:LP-DIR-T	g	439	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.1852e-05
ST37:LP-DIR-T5	ST37:LP-DIR-T	ST37		180	-46	0	5	5.730e+02	1.546E+00	This study	LT-T-Z:LP-DIR-T	g	440	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	1.8552e-05
ST37:LP-DIR-T6	ST37:LP-DIR-T	ST37		127	17	0	6	6.230e+02	1.821E+00	This study	LT-T-Z:LP-DIR-T	g	441	u		2.730e+02		pmagpy-4.1.5	2013-02-26T00:00:00Z	2.1852e-05
ST38A:LP-DIR-T0	ST38A:LP-DIR-T	ST38A		52	4	0	0	2.730e+02	2.338E+00	This study	LT-NO:LP-DIR-T	g	442	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	2.8056e-05
ST38A:LP-DIR-T1	ST38A:LP-DIR-T	ST38A		63	-24	0	1	3.730e+02	2.631E+00	This study	LT-T-Z:LP-DIR-T	g	443	u		2.730e+02		pmagpy-4.1.5	2013-02-21T00:00:00Z	3.1571999999999995e-05
ST38A:LP-DIR-T2	ST38A:LP-DIR-T	ST38A		91	5	0	2	4.230e+02	2.532E+00	This study	LT-T-Z:LP-DIR-T	g	444	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	3.0384000000000003e-05
ST38A:LP-DIR-T3	ST38A:LP-DIR-T	ST38A		101	-48	0	3	4.730e+02	1.839E+00	This study	LT-T-Z:LP-DIR-T	g	445	u		2.730e+02		pmagpy-4.1.5	2013-02-25T00:00:00Z	2.2068e-05
