tab	measurements
citations	description	dir_csd	dir_dec	dir_inc	experiment	magn_moment	magn_volume	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_step_num	treat_temp
This study			135.0	-54.0	ST21_LP-DIR-T	8.2524e-05	6.877000000000001		273.0	ST21_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	927	pmagpy-4.2.19	ST21	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			131.0	-50.0	ST21_LP-DIR-T	8.018399999999999e-05	6.682		273.0	ST21_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	928	pmagpy-4.2.19	ST21	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			180.0	-15.0	ST210_LP-DIR-T	1.9764000000000003e-05	1.6469999999999998		273.0	ST210_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	929	pmagpy-4.2.19	ST210	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			177.0	-36.0	ST210_LP-DIR-T	2.5404e-05	2.117		273.0	ST210_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	930	pmagpy-4.2.19	ST210	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			175.0	-35.0	ST210_LP-DIR-T	2.7096e-05	2.258		273.0	ST210_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	931	pmagpy-4.2.19	ST210	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			181.0	-56.0	ST210_LP-DIR-T	3.054e-05	2.545		273.0	ST210_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	932	pmagpy-4.2.19	ST210	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			175.0	-55.0	ST210_LP-DIR-T	3.0492e-05	2.541		273.0	ST210_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	933	pmagpy-4.2.19	ST210	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			181.0	-56.0	ST210_LP-DIR-T	2.5464000000000002e-05	2.122		273.0	ST210_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	934	pmagpy-4.2.19	ST210	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			164.0	-18.0	ST210_LP-DIR-T	1.9716e-05	1.643		273.0	ST210_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	935	pmagpy-4.2.19	ST210	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			126.0	-51.0	ST23A_LP-DIR-T	0.000100332	8.361		273.0	ST23A_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	936	pmagpy-4.2.19	ST23A	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			124.0	-52.0	ST23A_LP-DIR-T	0.00010086	8.405		273.0	ST23A_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	937	pmagpy-4.2.19	ST23A	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			113.0	-57.0	ST23A_LP-DIR-T	0.000114144	9.512		273.0	ST23A_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	938	pmagpy-4.2.19	ST23A	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			110.0	-58.0	ST23A_LP-DIR-T	0.00011876399999999999	9.897		273.0	ST23A_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	939	pmagpy-4.2.19	ST23A	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			112.0	-60.0	ST23A_LP-DIR-T	0.00011508	9.59		273.0	ST23A_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	940	pmagpy-4.2.19	ST23A	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			111.0	-61.0	ST23A_LP-DIR-T	0.00011052000000000002	9.21		273.0	ST23A_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	941	pmagpy-4.2.19	ST23A	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			110.0	-57.0	ST23A_LP-DIR-T	0.000107328	8.943999999999999		273.0	ST23A_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	942	pmagpy-4.2.19	ST23A	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			110.0	-59.0	ST23A_LP-DIR-T	0.00010234799999999999	8.529		273.0	ST23A_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	943	pmagpy-4.2.19	ST23A	u	2013-02-26T00:00:00Z	0.0	7	673.0
This study			112.0	-60.0	ST23A_LP-DIR-T	9.7896e-05	8.158		273.0	ST23A_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	944	pmagpy-4.2.19	ST23A	u	2013-02-28T00:00:00Z	0.0	8	698.0
This study			112.0	-59.0	ST23A_LP-DIR-T	9.0948e-05	7.579		273.0	ST23A_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	945	pmagpy-4.2.19	ST23A	u	2013-02-28T00:00:00Z	0.0	9	723.0
This study			111.0	-60.0	ST23A_LP-DIR-T	7.5324e-05	6.277		273.0	ST23A_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	946	pmagpy-4.2.19	ST23A	u	2013-02-28T00:00:00Z	0.0	10	748.0
This study			115.0	-59.0	ST23A_LP-DIR-T	4.9836e-05	4.1530000000000005		273.0	ST23A_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	947	pmagpy-4.2.19	ST23A	u	2013-03-10T00:00:00Z	0.0	11	773.0
This study			101.0	-63.0	ST23A_LP-DIR-T	3.8112e-05	3.176		273.0	ST23A_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	948	pmagpy-4.2.19	ST23A	u	2013-03-11T00:00:00Z	0.0	12	793.0
This study			108.0	-61.0	ST23A_LP-DIR-T	2.6088e-05	2.174		273.0	ST23A_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	949	pmagpy-4.2.19	ST23A	u	2013-03-11T00:00:00Z	0.0	13	813.0
This study			124.0	-66.0	ST23A_LP-DIR-T	9.8112e-06	0.8176		273.0	ST23A_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	950	pmagpy-4.2.19	ST23A	u	2013-03-12T00:00:00Z	0.0	14	833.0
This study			135.0	-36.0	ST23A_LP-DIR-T	4.3944000000000015e-06	0.3662		273.0	ST23A_LP-DIR-T15	LT-T-Z:LP-DIR-T	g	951	pmagpy-4.2.19	ST23A	u	2013-03-13T00:00:00Z	0.0	15	853.0
This study			134.0	-55.0	ST24_LP-DIR-T	0.00012384	10.32		273.0	ST24_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	952	pmagpy-4.2.19	ST24	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			130.0	-55.0	ST24_LP-DIR-T	0.00012408	10.34		273.0	ST24_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	953	pmagpy-4.2.19	ST24	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			126.0	-57.0	ST24_LP-DIR-T	0.00013319999999999999	11.1		273.0	ST24_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	954	pmagpy-4.2.19	ST24	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			125.0	-59.0	ST24_LP-DIR-T	0.00013452	11.21		273.0	ST24_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	955	pmagpy-4.2.19	ST24	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			126.0	-59.0	ST24_LP-DIR-T	0.00013056000000000002	10.88		273.0	ST24_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	956	pmagpy-4.2.19	ST24	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			123.0	-59.0	ST24_LP-DIR-T	0.00012636	10.53		273.0	ST24_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	957	pmagpy-4.2.19	ST24	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			125.0	-57.0	ST24_LP-DIR-T	0.000119208	9.934		273.0	ST24_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	958	pmagpy-4.2.19	ST24	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			124.0	-58.0	ST24_LP-DIR-T	0.00011439600000000001	9.533		273.0	ST24_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	959	pmagpy-4.2.19	ST24	u	2013-02-26T00:00:00Z	0.0	7	673.0
This study			124.0	-58.0	ST24_LP-DIR-T	0.000108456	9.038		273.0	ST24_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	960	pmagpy-4.2.19	ST24	u	2013-02-28T00:00:00Z	0.0	8	698.0
This study			123.0	-57.0	ST24_LP-DIR-T	9.7908e-05	8.158999999999999		273.0	ST24_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	961	pmagpy-4.2.19	ST24	u	2013-02-28T00:00:00Z	0.0	9	723.0
This study			122.0	-59.0	ST24_LP-DIR-T	5.962800000000001e-05	4.968999999999999		273.0	ST24_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	962	pmagpy-4.2.19	ST24	u	2013-02-28T00:00:00Z	0.0	10	748.0
This study			119.0	-59.0	ST24_LP-DIR-T	3.9756e-05	3.313		273.0	ST24_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	963	pmagpy-4.2.19	ST24	u	2013-03-10T00:00:00Z	0.0	11	773.0
This study			121.0	-57.0	ST24_LP-DIR-T	3.4368e-05	2.864		273.0	ST24_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	964	pmagpy-4.2.19	ST24	u	2013-03-11T00:00:00Z	0.0	12	793.0
This study			127.0	-61.0	ST24_LP-DIR-T	2.2788000000000003e-05	1.899		273.0	ST24_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	965	pmagpy-4.2.19	ST24	u	2013-03-11T00:00:00Z	0.0	13	813.0
This study			111.0	-61.0	ST24_LP-DIR-T	1.13928e-05	0.9494		273.0	ST24_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	966	pmagpy-4.2.19	ST24	u	2013-03-12T00:00:00Z	0.0	14	833.0
This study			184.0	-60.0	ST24_LP-DIR-T	4.0404e-06	0.3367		273.0	ST24_LP-DIR-T15	LT-T-Z:LP-DIR-T	g	967	pmagpy-4.2.19	ST24	u	2013-03-13T00:00:00Z	0.0	15	853.0
This study			172.0	-21.0	ST25_LP-DIR-T	2.9628e-05	2.469		273.0	ST25_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	968	pmagpy-4.2.19	ST25	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			180.0	-42.0	ST25_LP-DIR-T	3.6372e-05	3.031		273.0	ST25_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	969	pmagpy-4.2.19	ST25	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			175.0	-37.0	ST25_LP-DIR-T	2.9075999999999997e-05	2.423		273.0	ST25_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	970	pmagpy-4.2.19	ST25	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			178.0	-53.0	ST25_LP-DIR-T	3.0264e-05	2.522		273.0	ST25_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	971	pmagpy-4.2.19	ST25	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			174.0	-50.0	ST25_LP-DIR-T	2.8788000000000003e-05	2.399		273.0	ST25_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	972	pmagpy-4.2.19	ST25	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			183.0	-58.0	ST25_LP-DIR-T	2.3544e-05	1.962		273.0	ST25_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	973	pmagpy-4.2.19	ST25	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			185.0	-19.0	ST25_LP-DIR-T	2.0484e-05	1.7069999999999999		273.0	ST25_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	974	pmagpy-4.2.19	ST25	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			136.0	-64.0	ST25_LP-DIR-T	1.368e-05	1.14		273.0	ST25_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	975	pmagpy-4.2.19	ST25	u	2013-02-26T00:00:00Z	0.0	7	673.0
This study			192.0	-56.0	ST25_LP-DIR-T	1.9212e-05	1.601		273.0	ST25_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	976	pmagpy-4.2.19	ST25	u	2013-02-28T00:00:00Z	0.0	8	698.0
This study			185.0	-57.0	ST25_LP-DIR-T	6.1452e-06	0.5121		273.0	ST25_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	977	pmagpy-4.2.19	ST25	u	2013-02-28T00:00:00Z	0.0	9	723.0
This study			138.0	-31.0	ST25_LP-DIR-T	7.375200000000002e-06	0.6146		273.0	ST25_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	978	pmagpy-4.2.19	ST25	u	2013-02-28T00:00:00Z	0.0	10	748.0
This study			114.0	-49.0	ST25_LP-DIR-T	9.7896e-06	0.8158		273.0	ST25_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	979	pmagpy-4.2.19	ST25	u	2013-03-10T00:00:00Z	0.0	11	773.0
This study			58.0	-8.0	ST25_LP-DIR-T	5.5164e-06	0.4597		273.0	ST25_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	980	pmagpy-4.2.19	ST25	u	2013-03-11T00:00:00Z	0.0	12	793.0
This study			39.0	51.0	ST25_LP-DIR-T	1.3259999999999999e-06	0.1105		273.0	ST25_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	981	pmagpy-4.2.19	ST25	u	2013-03-11T00:00:00Z	0.0	13	813.0
This study			358.0	-50.0	ST25_LP-DIR-T	3.1476e-06	0.2623		273.0	ST25_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	982	pmagpy-4.2.19	ST25	u	2013-03-12T00:00:00Z	0.0	14	833.0
This study			132.0	-35.0	ST25_LP-DIR-T	3.2183999999999995e-06	0.2682		273.0	ST25_LP-DIR-T15	LT-T-Z:LP-DIR-T	g	983	pmagpy-4.2.19	ST25	u	2013-03-13T00:00:00Z	0.0	15	853.0
This study			149.0	-49.0	ST26_LP-DIR-T	4.494e-05	3.745		273.0	ST26_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	984	pmagpy-4.2.19	ST26	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			149.0	-54.0	ST26_LP-DIR-T	5.2608000000000015e-05	4.3839999999999995		273.0	ST26_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	985	pmagpy-4.2.19	ST26	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			150.0	-52.0	ST26_LP-DIR-T	4.6896000000000006e-05	3.908		273.0	ST26_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	986	pmagpy-4.2.19	ST26	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			149.0	-59.0	ST26_LP-DIR-T	4.6968e-05	3.9139999999999997		273.0	ST26_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	987	pmagpy-4.2.19	ST26	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			150.0	-59.0	ST26_LP-DIR-T	4.4064e-05	3.6719999999999997		273.0	ST26_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	988	pmagpy-4.2.19	ST26	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			145.0	-59.0	ST26_LP-DIR-T	4.032e-05	3.36		273.0	ST26_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	989	pmagpy-4.2.19	ST26	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			161.0	-49.0	ST26_LP-DIR-T	3.204e-05	2.67		273.0	ST26_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	990	pmagpy-4.2.19	ST26	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			132.0	-61.0	ST26_LP-DIR-T	3.1236000000000004e-05	2.603		273.0	ST26_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	991	pmagpy-4.2.19	ST26	u	2013-02-26T00:00:00Z	0.0	7	673.0
This study			159.0	-63.0	ST26_LP-DIR-T	2.9400000000000007e-05	2.45		273.0	ST26_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	992	pmagpy-4.2.19	ST26	u	2013-02-28T00:00:00Z	0.0	8	698.0
This study			163.0	-55.0	ST26_LP-DIR-T	2.1948e-05	1.829		273.0	ST26_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	993	pmagpy-4.2.19	ST26	u	2013-02-28T00:00:00Z	0.0	9	723.0
This study			136.0	-61.0	ST26_LP-DIR-T	1.7100000000000002e-05	1.425		273.0	ST26_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	994	pmagpy-4.2.19	ST26	u	2013-02-28T00:00:00Z	0.0	10	748.0
This study			174.0	-62.0	ST26_LP-DIR-T	1.14516e-05	0.9543		273.0	ST26_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	995	pmagpy-4.2.19	ST26	u	2013-03-10T00:00:00Z	0.0	11	773.0
This study			98.0	-60.0	ST26_LP-DIR-T	9.2352e-06	0.7696		273.0	ST26_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	996	pmagpy-4.2.19	ST26	u	2013-03-11T00:00:00Z	0.0	12	793.0
This study			100.0	-60.0	ST26_LP-DIR-T	2.1503999999999998e-06	0.1792		273.0	ST26_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	997	pmagpy-4.2.19	ST26	u	2013-03-11T00:00:00Z	0.0	13	813.0
This study			192.0	-59.0	ST26_LP-DIR-T	2.4792000000000003e-06	0.2066		273.0	ST26_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	998	pmagpy-4.2.19	ST26	u	2013-03-12T00:00:00Z	0.0	14	833.0
This study			348.0	34.0	ST26_LP-DIR-T	2.3880000000000003e-06	0.199		273.0	ST26_LP-DIR-T15	LT-T-Z:LP-DIR-T	g	999	pmagpy-4.2.19	ST26	u	2013-03-13T00:00:00Z	0.0	15	853.0
This study			177.0	-44.0	ST28_LP-DIR-T	4.2252e-05	3.5210000000000004		273.0	ST28_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	1000	pmagpy-4.2.19	ST28	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			183.0	-48.0	ST28_LP-DIR-T	4.4183999999999996e-05	3.682		273.0	ST28_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	1001	pmagpy-4.2.19	ST28	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			179.0	-54.0	ST28_LP-DIR-T	5.0544e-05	4.212		273.0	ST28_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	1002	pmagpy-4.2.19	ST28	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			188.0	-61.0	ST28_LP-DIR-T	5.5332e-05	4.611000000000001		273.0	ST28_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	1003	pmagpy-4.2.19	ST28	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			183.0	-60.0	ST28_LP-DIR-T	5.4168000000000014e-05	4.513999999999999		273.0	ST28_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	1004	pmagpy-4.2.19	ST28	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			187.0	-61.0	ST28_LP-DIR-T	5.2044e-05	4.337		273.0	ST28_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	1005	pmagpy-4.2.19	ST28	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			194.0	-51.0	ST28_LP-DIR-T	4.3283999999999994e-05	3.6069999999999998		273.0	ST28_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	1006	pmagpy-4.2.19	ST28	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			171.0	-65.0	ST28_LP-DIR-T	4.176e-05	3.48		273.0	ST28_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	1007	pmagpy-4.2.19	ST28	u	2013-02-26T00:00:00Z	0.0	7	673.0
This study			173.0	-69.0	ST28_LP-DIR-T	4.032e-05	3.36		273.0	ST28_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	1008	pmagpy-4.2.19	ST28	u	2013-02-28T00:00:00Z	0.0	8	698.0
This study			200.0	-56.0	ST28_LP-DIR-T	3.1884e-05	2.657		273.0	ST28_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	1009	pmagpy-4.2.19	ST28	u	2013-02-28T00:00:00Z	0.0	9	723.0
This study			199.0	-65.0	ST28_LP-DIR-T	2.3784e-05	1.982		273.0	ST28_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	1010	pmagpy-4.2.19	ST28	u	2013-02-28T00:00:00Z	0.0	10	748.0
This study			219.0	-63.0	ST28_LP-DIR-T	2.3712e-05	1.976		273.0	ST28_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	1011	pmagpy-4.2.19	ST28	u	2013-03-10T00:00:00Z	0.0	11	773.0
This study			229.0	-41.0	ST28_LP-DIR-T	1.107e-05	0.9225		273.0	ST28_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	1012	pmagpy-4.2.19	ST28	u	2013-03-11T00:00:00Z	0.0	12	793.0
This study			321.0	-18.0	ST28_LP-DIR-T	1.5096000000000001e-06	0.1258		273.0	ST28_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	1013	pmagpy-4.2.19	ST28	u	2013-03-11T00:00:00Z	0.0	13	813.0
This study			338.0	-68.0	ST28_LP-DIR-T	3.7644e-06	0.3137		273.0	ST28_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	1014	pmagpy-4.2.19	ST28	u	2013-03-12T00:00:00Z	0.0	14	833.0
This study			270.0	32.0	ST28_LP-DIR-T	4.7832e-06	0.3986		273.0	ST28_LP-DIR-T15	LT-T-Z:LP-DIR-T	g	1015	pmagpy-4.2.19	ST28	u	2013-03-13T00:00:00Z	0.0	15	853.0
This study			195.0	-46.0	ST29_LP-DIR-T	6.7452e-05	5.621		273.0	ST29_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	1016	pmagpy-4.2.19	ST29	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			199.0	-46.0	ST29_LP-DIR-T	7.028399999999999e-05	5.857		273.0	ST29_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	1017	pmagpy-4.2.19	ST29	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			198.0	-49.0	ST29_LP-DIR-T	7.8228e-05	6.519		273.0	ST29_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	1018	pmagpy-4.2.19	ST29	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			196.0	-53.0	ST29_LP-DIR-T	8.400000000000001e-05	7.0		273.0	ST29_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	1019	pmagpy-4.2.19	ST29	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			200.0	-54.0	ST29_LP-DIR-T	8.206799999999999e-05	6.8389999999999995		273.0	ST29_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	1020	pmagpy-4.2.19	ST29	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			198.0	-54.0	ST29_LP-DIR-T	7.9464e-05	6.622000000000001		273.0	ST29_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	1021	pmagpy-4.2.19	ST29	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			200.0	-48.0	ST29_LP-DIR-T	7.6476e-05	6.372999999999999		273.0	ST29_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	1022	pmagpy-4.2.19	ST29	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			201.0	-54.0	ST29_LP-DIR-T	6.936e-05	5.78		273.0	ST29_LP-DIR-T7	LT-T-Z:LP-DIR-T	g	1023	pmagpy-4.2.19	ST29	u	2013-02-26T00:00:00Z	0.0	7	673.0
This study			205.0	-55.0	ST29_LP-DIR-T	6.901200000000001e-05	5.751		273.0	ST29_LP-DIR-T8	LT-T-Z:LP-DIR-T	g	1024	pmagpy-4.2.19	ST29	u	2013-02-28T00:00:00Z	0.0	8	698.0
This study			195.0	-51.0	ST29_LP-DIR-T	6.180000000000001e-05	5.15		273.0	ST29_LP-DIR-T9	LT-T-Z:LP-DIR-T	g	1025	pmagpy-4.2.19	ST29	u	2013-02-28T00:00:00Z	0.0	9	723.0
This study			206.0	-56.0	ST29_LP-DIR-T	5.892000000000001e-05	4.91		273.0	ST29_LP-DIR-T10	LT-T-Z:LP-DIR-T	g	1026	pmagpy-4.2.19	ST29	u	2013-02-28T00:00:00Z	0.0	10	748.0
This study			203.0	-48.0	ST29_LP-DIR-T	4.6536e-05	3.878		273.0	ST29_LP-DIR-T11	LT-T-Z:LP-DIR-T	g	1027	pmagpy-4.2.19	ST29	u	2013-03-10T00:00:00Z	0.0	11	773.0
This study			204.0	-56.0	ST29_LP-DIR-T	3.2532e-05	2.7110000000000003		273.0	ST29_LP-DIR-T12	LT-T-Z:LP-DIR-T	g	1028	pmagpy-4.2.19	ST29	u	2013-03-11T00:00:00Z	0.0	12	793.0
This study			206.0	-61.0	ST29_LP-DIR-T	2.0616e-05	1.7180000000000002		273.0	ST29_LP-DIR-T13	LT-T-Z:LP-DIR-T	g	1029	pmagpy-4.2.19	ST29	u	2013-03-11T00:00:00Z	0.0	13	813.0
This study			179.0	-55.0	ST29_LP-DIR-T	8.862000000000001e-06	0.7385		273.0	ST29_LP-DIR-T14	LT-T-Z:LP-DIR-T	g	1030	pmagpy-4.2.19	ST29	u	2013-03-12T00:00:00Z	0.0	14	833.0
This study			188.0	15.0	ST29_LP-DIR-T	4.9584000000000015e-06	0.4132		273.0	ST29_LP-DIR-T15	LT-T-Z:LP-DIR-T	g	1031	pmagpy-4.2.19	ST29	u	2013-03-13T00:00:00Z	0.0	15	853.0
This study			148.0	-3.0	ST31_LP-DIR-T	5.862e-05	4.885		273.0	ST31_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	1032	pmagpy-4.2.19	ST31	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			156.0	-18.0	ST31_LP-DIR-T	6.267600000000001e-05	5.223		273.0	ST31_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	1033	pmagpy-4.2.19	ST31	u	2013-02-21T00:00:00Z	0.0	1	373.0
This study			166.0	-10.0	ST31_LP-DIR-T	5.3772e-05	4.481		273.0	ST31_LP-DIR-T2	LT-T-Z:LP-DIR-T	g	1034	pmagpy-4.2.19	ST31	u	2013-02-25T00:00:00Z	0.0	2	423.0
This study			168.0	-38.0	ST31_LP-DIR-T	3.7392e-05	3.116		273.0	ST31_LP-DIR-T3	LT-T-Z:LP-DIR-T	g	1035	pmagpy-4.2.19	ST31	u	2013-02-25T00:00:00Z	0.0	3	473.0
This study			168.0	-35.0	ST31_LP-DIR-T	3.336e-05	2.78		273.0	ST31_LP-DIR-T4	LT-T-Z:LP-DIR-T	g	1036	pmagpy-4.2.19	ST31	u	2013-02-25T00:00:00Z	0.0	4	523.0
This study			175.0	-38.0	ST31_LP-DIR-T	2.8104e-05	2.342		273.0	ST31_LP-DIR-T5	LT-T-Z:LP-DIR-T	g	1037	pmagpy-4.2.19	ST31	u	2013-02-25T00:00:00Z	0.0	5	573.0
This study			129.0	2.0	ST31_LP-DIR-T	2.082e-05	1.735		273.0	ST31_LP-DIR-T6	LT-T-Z:LP-DIR-T	g	1038	pmagpy-4.2.19	ST31	u	2013-02-26T00:00:00Z	0.0	6	623.0
This study			155.0	-10.0	ST32_LP-DIR-T	8.0256e-05	6.688		273.0	ST32_LP-DIR-T0	LT-LT-Z:LP-DIR-T	g	1039	pmagpy-4.2.19	ST32	u	2013-02-21T00:00:00Z	0.0	0	298.0
This study			164.0	-18.0	ST32_LP-DIR-T	7.214399999999999e-05	6.0120000000000005		273.0	ST32_LP-DIR-T1	LT-T-Z:LP-DIR-T	g	1040	pmagpy-4.2.19	ST32	u	2013-02-21T00:00:00Z	0.0	1	373.0
