tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	hyst_charging_mode	hyst_loop	hyst_sweep_rate	instrument_codes	magn_mass	magn_moment	magn_r2_det	magn_uncal	magn_volume	magn_x_sigma	magn_xyz_sigma	magn_y_sigma	magn_z_sigma	meas_field_ac	meas_field_dc	meas_freq	meas_n_orient	meas_orient_phi	meas_orient_theta	meas_pos_x	meas_pos_y	meas_pos_z	meas_temp	meas_temp_change	measurement	method_codes	quality	sequence	software_packages	specimen	standard	susc_chi_mass	susc_chi_qdr_mass	susc_chi_qdr_volume	susc_chi_volume	timestamp	treat_ac_field	treat_ac_field_dc_off	treat_ac_field_dc_on	treat_ac_field_decay_rate	treat_dc_field	treat_dc_field_ac_off	treat_dc_field_ac_on	treat_dc_field_decay_rate	treat_dc_field_phi	treat_dc_field_theta	treat_mw_integral	treat_mw_power	treat_mw_time	treat_step_num	treat_temp	treat_temp_dc_off	treat_temp_dc_on	treat_temp_decay_rate
	This study		0.6	326.2	64.2	318-U1361A-023X-7-W-48-LP-DIR-AF						5.23e-10											4						273		318-U1361A-023X-7-W-48-LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	3838	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:48:00Z	0.005				0				0	0				2	273			
	This study		0.5	341.9	41.8	318-U1361A-023X-7-W-48-LP-DIR-AF						3.922e-10											4						273		318-U1361A-023X-7-W-48-LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3839	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:50:00Z	0.01				0				0	0				3	273			
	This study		0.8	335.1	43.4	318-U1361A-023X-7-W-48-LP-DIR-AF						3.3189999999999996e-10											4						273		318-U1361A-023X-7-W-48-LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	3840	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:51:00Z	0.015				0				0	0				4	273			
	This study		0.6	325.2	50	318-U1361A-023X-7-W-48-LP-DIR-AF						4.102e-10											4						273		318-U1361A-023X-7-W-48-LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	3841	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:52:00Z	0.02				0				0	0				5	273			
	This study		0.6	337.2	52.7	318-U1361A-023X-7-W-48-LP-DIR-AF						3.6010000000000003e-10											4						273		318-U1361A-023X-7-W-48-LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	3842	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:54:00Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	4.6	325.6	48.1	318-U1361A-023X-7-W-48-LP-DIR-AF						3.431e-10											2						273		318-U1361A-023X-7-W-48-LP-DIR-AF-7	LT-AF-Z:DE-VM:LP-DIR-AF	g	3843	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:56:00Z	0.04				0				0	0				7	273			
	This study	average of multiple measurements.	20.3	335.1	33.6	318-U1361A-023X-7-W-48-LP-DIR-AF						1.588e-10											2						273		318-U1361A-023X-7-W-48-LP-DIR-AF-8	LT-AF-Z:DE-VM:LP-DIR-AF	g	3844	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T16:59:00Z	0.06				0				0	0				8	273			
	This study	average of multiple measurements.	11.4	323.2	14.6	318-U1361A-023X-7-W-48-LP-DIR-AF						2.0569999999999997e-10											2						273		318-U1361A-023X-7-W-48-LP-DIR-AF-9	LT-AF-Z:DE-VM:LP-DIR-AF	g	3845	pmagpy-2.93	318-U1361A-023X-7-W-48	u					2010-07-01T17:02:00Z	0.08				0				0	0				9	273			
	This study		0.4	275.2	70.1	318-U1361A-024X-1-W-131-LP-DIR-AF						4.4769999999999996e-10											4						273		318-U1361A-024X-1-W-131-LP-DIR-AF-1	LT-AF-Z:LP-DIR-AF	g	3846	pmagpy-2.93	318-U1361A-024X-1-W-131	u					2010-06-02T19:47:00Z	0.03				0				0	0				1	273			
	This study	average of multiple measurements.	8	260.0	64.3	318-U1361A-024X-1-W-131-LP-DIR-AF						3.12e-10											2						273		318-U1361A-024X-1-W-131-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	3847	pmagpy-2.93	318-U1361A-024X-1-W-131	u					2010-07-01T17:05:00Z	0.04				0				0	0				2	273			
	This study	average of multiple measurements.	11.8	242.6	85.6	318-U1361A-024X-1-W-131-LP-DIR-AF						2.477e-10											2						273		318-U1361A-024X-1-W-131-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	3848	pmagpy-2.93	318-U1361A-024X-1-W-131	u					2010-07-01T17:07:00Z	0.06				0				0	0				3	273			
	This study	average of multiple measurements.	20.6	181.9	55.5	318-U1361A-024X-1-W-131-LP-DIR-AF						1.8829999999999999e-10											2						273		318-U1361A-024X-1-W-131-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	3849	pmagpy-2.93	318-U1361A-024X-1-W-131	u					2010-07-01T17:10:00Z	0.08				0				0	0				4	273			
	This study	average of multiple measurements.	73.4	111.3	47.9	318-U1361A-024X-1-W-131-LP-DIR-AF						1.0399999999999999e-10											2						273		318-U1361A-024X-1-W-131-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	3850	pmagpy-2.93	318-U1361A-024X-1-W-131	u					2010-07-01T17:13:00Z	0.1				0				0	0				5	273			
	This study	average of multiple measurements.	75.6	186.3	-72.4	318-U1361A-024X-1-W-131-LP-DIR-AF						5.437e-11											2						273		318-U1361A-024X-1-W-131-LP-DIR-AF-6	LT-AF-Z:DE-VM:LP-DIR-AF	g	3851	pmagpy-2.93	318-U1361A-024X-1-W-131	u					2010-07-01T17:15:00Z	0.12				0				0	0				6	273			
	This study		0.4	161.8	80.6	318-U1361A-024X-2-W-97-LP-DIR-AF						4.3689999999999996e-08											4						273		318-U1361A-024X-2-W-97-LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	3852	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-06-02T19:48:00Z	0				0				0	0				1	273			
	This study		0.3	152.5	80	318-U1361A-024X-2-W-97-LP-DIR-AF						2.389e-08											4						273		318-U1361A-024X-2-W-97-LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	3853	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:26:00Z	0.005				0				0	0				2	273			
	This study		0.3	140.4	80.3	318-U1361A-024X-2-W-97-LP-DIR-AF						1.271e-08											4						273		318-U1361A-024X-2-W-97-LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3854	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:37:00Z	0.01				0				0	0				3	273			
	This study		0.3	114.5	79.6	318-U1361A-024X-2-W-97-LP-DIR-AF						7.887e-09											4						273		318-U1361A-024X-2-W-97-LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	3855	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:39:00Z	0.015				0				0	0				4	273			
	This study		0.6	114.2	74.9	318-U1361A-024X-2-W-97-LP-DIR-AF						5.323e-09											4						273		318-U1361A-024X-2-W-97-LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	3856	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:40:00Z	0.02				0				0	0				5	273			
	This study		0.4	102.0	59.5	318-U1361A-024X-2-W-97-LP-DIR-AF						3.521e-09											4						273		318-U1361A-024X-2-W-97-LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	3857	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:41:00Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	8	115.8	38	318-U1361A-024X-2-W-97-LP-DIR-AF						2.162e-09											2						273		318-U1361A-024X-2-W-97-LP-DIR-AF-7	LT-AF-Z:DE-VM:LP-DIR-AF	g	3858	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:44:00Z	0.04				0				0	0				7	273			
	This study	average of multiple measurements.	14.7	91.3	17.6	318-U1361A-024X-2-W-97-LP-DIR-AF						1.761e-09											2						273		318-U1361A-024X-2-W-97-LP-DIR-AF-8	LT-AF-Z:DE-VM:LP-DIR-AF	g	3859	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:46:00Z	0.06				0				0	0				8	273			
	This study	average of multiple measurements.	3.2	93.2	8.5	318-U1361A-024X-2-W-97-LP-DIR-AF						1.8790000000000002e-09											2						273		318-U1361A-024X-2-W-97-LP-DIR-AF-9	LT-AF-Z:DE-VM:LP-DIR-AF	g	3860	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:49:00Z	0.08				0				0	0				9	273			
	This study	average of multiple measurements.	9.1	93.9	5.7	318-U1361A-024X-2-W-97-LP-DIR-AF						1.744e-09											2						273		318-U1361A-024X-2-W-97-LP-DIR-AF-10	LT-AF-Z:DE-VM:LP-DIR-AF	g	3861	pmagpy-2.93	318-U1361A-024X-2-W-97	u					2010-07-01T17:52:00Z	0.1				0				0	0				10	273			
	This study		0.3	120.6	78	318-U1361A-025X-1-W-103-LP-DIR-AF						7.262e-09											4						273		318-U1361A-025X-1-W-103-LP-DIR-AF-1	LT-AF-Z:LP-DIR-AF	g	3862	pmagpy-2.93	318-U1361A-025X-1-W-103	u					2010-06-02T19:49:00Z	0.03				0				0	0				1	273			
	This study	average of multiple measurements.	7.1	42.3	74.9	318-U1361A-025X-1-W-103-LP-DIR-AF						5.183e-09											2						273		318-U1361A-025X-1-W-103-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	3863	pmagpy-2.93	318-U1361A-025X-1-W-103	u					2010-07-01T18:13:00Z	0.04				0				0	0				2	273			
	This study	average of multiple measurements.	15	262.0	79.5	318-U1361A-025X-1-W-103-LP-DIR-AF						1.7150000000000002e-09											2						273		318-U1361A-025X-1-W-103-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	3864	pmagpy-2.93	318-U1361A-025X-1-W-103	u					2010-07-01T18:15:00Z	0.06				0				0	0				3	273			
	This study	average of multiple measurements.	25.2	278.9	29.5	318-U1361A-025X-1-W-103-LP-DIR-AF						5.945000000000001e-10											2						273		318-U1361A-025X-1-W-103-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	3865	pmagpy-2.93	318-U1361A-025X-1-W-103	u					2010-07-01T18:18:00Z	0.08				0				0	0				4	273			
	This study	average of multiple measurements.	82.1	198.3	56.7	318-U1361A-025X-1-W-103-LP-DIR-AF						5.655000000000001e-10											2						273		318-U1361A-025X-1-W-103-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	3866	pmagpy-2.93	318-U1361A-025X-1-W-103	u					2010-07-01T18:21:00Z	0.1				0				0	0				5	273			
	This study		0.3	209.5	81	318-U1361A-025X-2-W-112-LP-DIR-AF						2.1619999999999998e-08											4						273		318-U1361A-025X-2-W-112-LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	3867	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-06-02T19:49:00Z	0				0				0	0				1	273			
	This study		0.3	213.9	79.6	318-U1361A-025X-2-W-112-LP-DIR-AF						9.248e-09											4						273		318-U1361A-025X-2-W-112-LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	3868	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:10:00Z	0.005				0				0	0				2	273			
	This study		0.3	226.8	74.9	318-U1361A-025X-2-W-112-LP-DIR-AF						5.015e-09											4						273		318-U1361A-025X-2-W-112-LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3869	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:11:00Z	0.01				0				0	0				3	273			
	This study		0.3	212.9	75.6	318-U1361A-025X-2-W-112-LP-DIR-AF						3.463e-09											4						273		318-U1361A-025X-2-W-112-LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	3870	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:12:00Z	0.015				0				0	0				4	273			
	This study		0.3	214.8	77.4	318-U1361A-025X-2-W-112-LP-DIR-AF						2.782e-09											4						273		318-U1361A-025X-2-W-112-LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	3871	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:14:00Z	0.02				0				0	0				5	273			
	This study		0.3	226.9	75.7	318-U1361A-025X-2-W-112-LP-DIR-AF						1.762e-09											4						273		318-U1361A-025X-2-W-112-LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	3872	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:15:00Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	20.9	169.7	69.2	318-U1361A-025X-2-W-112-LP-DIR-AF						1.065e-09											2						273		318-U1361A-025X-2-W-112-LP-DIR-AF-7	LT-AF-Z:DE-VM:LP-DIR-AF	g	3873	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:18:00Z	0.04				0				0	0				7	273			
	This study	average of multiple measurements.	33.2	51.7	16	318-U1361A-025X-2-W-112-LP-DIR-AF						2.565e-10											2						273		318-U1361A-025X-2-W-112-LP-DIR-AF-8	LT-AF-Z:DE-VM:LP-DIR-AF	g	3874	pmagpy-2.93	318-U1361A-025X-2-W-112	u					2010-07-01T19:20:00Z	0.06				0				0	0				8	273			
	This study		0.3	283.1	79.4	318-U1361A-025X-3-W-32-LP-DIR-AF						4.476e-09											4						273		318-U1361A-025X-3-W-32-LP-DIR-AF-1	LT-AF-Z:LP-DIR-AF	g	3875	pmagpy-2.93	318-U1361A-025X-3-W-32	u					2010-06-02T19:50:00Z	0.03				0				0	0				1	273			
	This study	average of multiple measurements.	1.6	312.1	76.2	318-U1361A-025X-3-W-32-LP-DIR-AF						2.7810000000000002e-09											2						273		318-U1361A-025X-3-W-32-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	3876	pmagpy-2.93	318-U1361A-025X-3-W-32	u					2010-07-01T19:36:00Z	0.04				0				0	0				2	273			
	This study	average of multiple measurements.	10.7	329.7	75.2	318-U1361A-025X-3-W-32-LP-DIR-AF						1.194e-09											2						273		318-U1361A-025X-3-W-32-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	3877	pmagpy-2.93	318-U1361A-025X-3-W-32	u					2010-07-01T19:39:00Z	0.06				0				0	0				3	273			
	This study	average of multiple measurements.	14	186.1	65.3	318-U1361A-025X-3-W-32-LP-DIR-AF						6.62e-10											2						273		318-U1361A-025X-3-W-32-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	3878	pmagpy-2.93	318-U1361A-025X-3-W-32	u					2010-07-01T19:42:00Z	0.08				0				0	0				4	273			
	This study	average of multiple measurements.	76	253.1	30.2	318-U1361A-025X-3-W-32-LP-DIR-AF						2.815e-10											2						273		318-U1361A-025X-3-W-32-LP-DIR-AF-5	LT-AF-Z:DE-VM:LP-DIR-AF	g	3879	pmagpy-2.93	318-U1361A-025X-3-W-32	u					2010-07-01T19:44:00Z	0.1				0				0	0				5	273			
	This study	average of multiple measurements.	39.3	146.5	14.4	318-U1361A-025X-3-W-32-LP-DIR-AF						4.687e-10											2						273		318-U1361A-025X-3-W-32-LP-DIR-AF-6	LT-AF-Z:DE-VM:LP-DIR-AF	g	3880	pmagpy-2.93	318-U1361A-025X-3-W-32	u					2010-07-01T19:47:00Z	0.12				0				0	0				6	273			
	This study		0.3	167.9	78.5	318-U1361A-025X-5-W-60-LP-DIR-AF						7.263e-08											4						273		318-U1361A-025X-5-W-60-LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	3881	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-06-02T19:51:00Z	0				0				0	0				1	273			
	This study		0.3	158.9	72.3	318-U1361A-025X-5-W-60-LP-DIR-AF						5.203e-08											4						273		318-U1361A-025X-5-W-60-LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	3882	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T19:55:00Z	0.005				0				0	0				2	273			
	This study		0.3	157.3	68.2	318-U1361A-025X-5-W-60-LP-DIR-AF						4.269e-08											4						273		318-U1361A-025X-5-W-60-LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3883	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T19:56:00Z	0.01				0				0	0				3	273			
	This study		0.3	157.9	67.7	318-U1361A-025X-5-W-60-LP-DIR-AF						3.6600000000000003e-08											4						273		318-U1361A-025X-5-W-60-LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	3884	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T19:58:00Z	0.015				0				0	0				4	273			
	This study		0.3	157.0	67.4	318-U1361A-025X-5-W-60-LP-DIR-AF						3.109e-08											4						273		318-U1361A-025X-5-W-60-LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	3885	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T19:59:00Z	0.02				0				0	0				5	273			
	This study		0.3	157.0	66.9	318-U1361A-025X-5-W-60-LP-DIR-AF						2.124e-08											4						273		318-U1361A-025X-5-W-60-LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	3886	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T20:00:00Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	1.9	159.5	67	318-U1361A-025X-5-W-60-LP-DIR-AF						1.2949999999999999e-08											2						273		318-U1361A-025X-5-W-60-LP-DIR-AF-7	LT-AF-Z:DE-VM:LP-DIR-AF	g	3887	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T20:03:00Z	0.04				0				0	0				7	273			
	This study	average of multiple measurements.	5.7	178.3	62.4	318-U1361A-025X-5-W-60-LP-DIR-AF						4.5e-09											2						273		318-U1361A-025X-5-W-60-LP-DIR-AF-8	LT-AF-Z:DE-VM:LP-DIR-AF	g	3888	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T20:05:00Z	0.06				0				0	0				8	273			
	This study	average of multiple measurements.	25.7	127.2	61.1	318-U1361A-025X-5-W-60-LP-DIR-AF						1.688e-09											2						273		318-U1361A-025X-5-W-60-LP-DIR-AF-9	LT-AF-Z:DE-VM:LP-DIR-AF	g	3889	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T20:08:00Z	0.08				0				0	0				9	273			
	This study	average of multiple measurements.	53.5	102.6	66.5	318-U1361A-025X-5-W-60-LP-DIR-AF						6.67e-10											2						273		318-U1361A-025X-5-W-60-LP-DIR-AF-10	LT-AF-Z:DE-VM:LP-DIR-AF	g	3890	pmagpy-2.93	318-U1361A-025X-5-W-60	u					2010-07-01T20:11:00Z	0.1				0				0	0				10	273			
	This study		0.3	348.0	78.1	318-U1361A-025X-6-W-60-LP-DIR-AF						4.962e-08											4						273		318-U1361A-025X-6-W-60-LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	3891	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-06-02T19:51:00Z	0				0				0	0				1	273			
	This study		0.7	344.9	33.1	318-U1361A-025X-6-W-60-LP-DIR-AF						1.079e-08											4						273		318-U1361A-025X-6-W-60-LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	3892	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-01T20:22:00Z	0.005				0				0	0				2	273			
	This study		0.3	344.6	-42.8	318-U1361A-025X-6-W-60-LP-DIR-AF						1.2830000000000001e-08											4						273		318-U1361A-025X-6-W-60-LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3893	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:15:00Z	0.01				0				0	0				3	273			
	This study		0.3	348.6	-54.1	318-U1361A-025X-6-W-60-LP-DIR-AF						1.4680000000000001e-08											4						273		318-U1361A-025X-6-W-60-LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	3894	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:17:00Z	0.015				0				0	0				4	273			
	This study		0.3	352.1	-59.4	318-U1361A-025X-6-W-60-LP-DIR-AF						1.381e-08											4						273		318-U1361A-025X-6-W-60-LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	3895	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:18:00Z	0.02				0				0	0				5	273			
	This study		0.4	340.3	-61.9	318-U1361A-025X-6-W-60-LP-DIR-AF						9.457e-09											4						273		318-U1361A-025X-6-W-60-LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	3896	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:19:00Z	0.03				0				0	0				6	273			
	This study	average of multiple measurements.	8.6	343.2	-73	318-U1361A-025X-6-W-60-LP-DIR-AF						6.125e-09											2						273		318-U1361A-025X-6-W-60-LP-DIR-AF-7	LT-AF-Z:DE-VM:LP-DIR-AF	g	3897	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:22:00Z	0.04				0				0	0				7	273			
	This study	average of multiple measurements.	5.4	231.4	-82.6	318-U1361A-025X-6-W-60-LP-DIR-AF						2.281e-09											2						273		318-U1361A-025X-6-W-60-LP-DIR-AF-8	LT-AF-Z:DE-VM:LP-DIR-AF	g	3898	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:25:00Z	0.06				0				0	0				8	273			
	This study	average of multiple measurements.	31.9	245.8	-62.4	318-U1361A-025X-6-W-60-LP-DIR-AF						1.262e-09											2						273		318-U1361A-025X-6-W-60-LP-DIR-AF-9	LT-AF-Z:DE-VM:LP-DIR-AF	g	3899	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:27:00Z	0.08				0				0	0				9	273			
	This study	average of multiple measurements.	66.1	207.7	-36.9	318-U1361A-025X-6-W-60-LP-DIR-AF						1.4800000000000003e-09											2						273		318-U1361A-025X-6-W-60-LP-DIR-AF-10	LT-AF-Z:DE-VM:LP-DIR-AF	g	3900	pmagpy-2.93	318-U1361A-025X-6-W-60	u					2010-07-02T14:30:00Z	0.1				0				0	0				10	273			
	This study		0.9	283.4	20.3	318-U1361A-025X-7-W-21-LP-DIR-AF						4.99e-10											4						273		318-U1361A-025X-7-W-21-LP-DIR-AF-1	LT-AF-Z:LP-DIR-AF	g	3901	pmagpy-2.93	318-U1361A-025X-7-W-21	u					2010-06-02T19:52:00Z	0.03				0				0	0				1	273			
	This study	average of multiple measurements.	31.8	308.6	3.6	318-U1361A-025X-7-W-21-LP-DIR-AF						4.0099999999999996e-10											2						273		318-U1361A-025X-7-W-21-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	3902	pmagpy-2.93	318-U1361A-025X-7-W-21	u					2010-07-02T14:39:00Z	0.04				0				0	0				2	273			
	This study	average of multiple measurements.	38.8	244.3	-2.4	318-U1361A-025X-7-W-21-LP-DIR-AF						5.313e-10											2						273		318-U1361A-025X-7-W-21-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	3903	pmagpy-2.93	318-U1361A-025X-7-W-21	u					2010-07-02T14:42:00Z	0.06				0				0	0				3	273			
	This study	average of multiple measurements.	9.9	264.2	-25.8	318-U1361A-025X-7-W-21-LP-DIR-AF						6.759999999999999e-10											2						273		318-U1361A-025X-7-W-21-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	3904	pmagpy-2.93	318-U1361A-025X-7-W-21	u					2010-07-02T14:44:00Z	0.08				0				0	0				4	273			
	This study		0.3	304.7	64.3	318-U1361A-026X-5-W-18-LP-DIR-AF						1.3519999999999999e-09											4						273		318-U1361A-026X-5-W-18-LP-DIR-AF-1	LT-AF-Z:LP-DIR-AF	g	3905	pmagpy-2.93	318-U1361A-026X-5-W-18	u					2010-06-02T19:54:00Z	0.03				0				0	0				1	273			
	This study	average of multiple measurements.	13.7	310.1	18.3	318-U1361A-026X-5-W-18-LP-DIR-AF						4.908e-10											2						273		318-U1361A-026X-5-W-18-LP-DIR-AF-2	LT-AF-Z:DE-VM:LP-DIR-AF	g	3906	pmagpy-2.93	318-U1361A-026X-5-W-18	u					2010-07-02T15:00:00Z	0.04				0				0	0				2	273			
	This study	average of multiple measurements.	38.1	283.5	0.3	318-U1361A-026X-5-W-18-LP-DIR-AF						4.786e-10											2						273		318-U1361A-026X-5-W-18-LP-DIR-AF-3	LT-AF-Z:DE-VM:LP-DIR-AF	g	3907	pmagpy-2.93	318-U1361A-026X-5-W-18	u					2010-07-02T15:36:00Z	0.06				0				0	0				3	273			
	This study	average of multiple measurements.	27.9	56.5	61.4	318-U1361A-026X-5-W-18-LP-DIR-AF						1.892e-10											2						273		318-U1361A-026X-5-W-18-LP-DIR-AF-4	LT-AF-Z:DE-VM:LP-DIR-AF	g	3908	pmagpy-2.93	318-U1361A-026X-5-W-18	u					2010-07-02T15:38:00Z	0.08				0				0	0				4	273			
	This study		0.3	128.8	75.6	318-U1361A-026X-6-W-116-LP-DIR-AF						2.213e-08											4						273		318-U1361A-026X-6-W-116-LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	3909	pmagpy-2.93	318-U1361A-026X-6-W-116	u					2010-06-02T19:53:00Z	0				0				0	0				1	273			
	This study		0.3	135.5	74.4	318-U1361A-026X-6-W-116-LP-DIR-AF						5.153999999999999e-09											4						273		318-U1361A-026X-6-W-116-LP-DIR-AF-2	LT-AF-Z:LP-DIR-AF	g	3910	pmagpy-2.93	318-U1361A-026X-6-W-116	u					2010-07-02T15:57:00Z	0.005				0				0	0				2	273			
	This study		0.8	146.1	53.2	318-U1361A-026X-6-W-116-LP-DIR-AF						1.593e-09											4						273		318-U1361A-026X-6-W-116-LP-DIR-AF-3	LT-AF-Z:LP-DIR-AF	g	3911	pmagpy-2.93	318-U1361A-026X-6-W-116	u					2010-07-02T15:58:00Z	0.01				0				0	0				3	273			
	This study		1.8	92.8	6.8	318-U1361A-026X-6-W-116-LP-DIR-AF						7.487e-10											4						273		318-U1361A-026X-6-W-116-LP-DIR-AF-4	LT-AF-Z:LP-DIR-AF	g	3912	pmagpy-2.93	318-U1361A-026X-6-W-116	u					2010-07-02T15:59:00Z	0.015				0				0	0				4	273			
	This study		1.6	111.1	-20	318-U1361A-026X-6-W-116-LP-DIR-AF						1.055e-09											4						273		318-U1361A-026X-6-W-116-LP-DIR-AF-5	LT-AF-Z:LP-DIR-AF	g	3913	pmagpy-2.93	318-U1361A-026X-6-W-116	u					2010-07-02T16:01:00Z	0.02				0				0	0				5	273			
	This study		2.2	356.3	61.4	318-U1361A-026X-6-W-116-LP-DIR-AF						4.17e-10											4						273		318-U1361A-026X-6-W-116-LP-DIR-AF-6	LT-AF-Z:LP-DIR-AF	g	3914	pmagpy-2.93	318-U1361A-026X-6-W-116	u					2010-07-02T16:03:00Z	0.03				0				0	0				6	273			
	This study		0.4	282.4	-55.1	318-U1361A-027X-5-W-92-LP-DIR-AF						2.315e-09											4						273		318-U1361A-027X-5-W-92-LP-DIR-AF-1	LT-NO:LP-DIR-AF	g	3915	pmagpy-2.93	318-U1361A-027X-5-W-92	u					2010-06-02T19:55:00Z	0				0				0	0				1	273			
