tab 	specimens
aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	citations	dir_alpha95	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	specimen_alternatives	volume
						This study																		XXX-UTESTA-006H_2A-25		XXX-UTESTA-006H_2A-25	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-30		XXX-UTESTA-006H_2A-30	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-35		XXX-UTESTA-006H_2A-35	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-40		XXX-UTESTA-006H_2A-40	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-45		XXX-UTESTA-006H_2A-45	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-5		XXX-UTESTA-006H_2A-5	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-50		XXX-UTESTA-006H_2A-50	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-55		XXX-UTESTA-006H_2A-55	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-60		XXX-UTESTA-006H_2A-60	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-65		XXX-UTESTA-006H_2A-65	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-70		XXX-UTESTA-006H_2A-70	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-75		XXX-UTESTA-006H_2A-75	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-80		XXX-UTESTA-006H_2A-80	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-85		XXX-UTESTA-006H_2A-85	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-90		XXX-UTESTA-006H_2A-90	SHLF6603431	
						This study																		XXX-UTESTA-006H_2A-95		XXX-UTESTA-006H_2A-95	SHLF6603431	
						This study																		XXX-UTESTA-006H_3A-0		XXX-UTESTA-006H_3A-0	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-10		XXX-UTESTA-006H_3A-10	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-100		XXX-UTESTA-006H_3A-100	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-105		XXX-UTESTA-006H_3A-105	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-110		XXX-UTESTA-006H_3A-110	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-115		XXX-UTESTA-006H_3A-115	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-120		XXX-UTESTA-006H_3A-120	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-125		XXX-UTESTA-006H_3A-125	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-130		XXX-UTESTA-006H_3A-130	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-135		XXX-UTESTA-006H_3A-135	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-140		XXX-UTESTA-006H_3A-140	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-145		XXX-UTESTA-006H_3A-145	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-15		XXX-UTESTA-006H_3A-15	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-150		XXX-UTESTA-006H_3A-150	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-20		XXX-UTESTA-006H_3A-20	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-25		XXX-UTESTA-006H_3A-25	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-30		XXX-UTESTA-006H_3A-30	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-35		XXX-UTESTA-006H_3A-35	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-40		XXX-UTESTA-006H_3A-40	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-45		XXX-UTESTA-006H_3A-45	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-5		XXX-UTESTA-006H_3A-5	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-50		XXX-UTESTA-006H_3A-50	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-55		XXX-UTESTA-006H_3A-55	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-60		XXX-UTESTA-006H_3A-60	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-65		XXX-UTESTA-006H_3A-65	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-70		XXX-UTESTA-006H_3A-70	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-75		XXX-UTESTA-006H_3A-75	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-80		XXX-UTESTA-006H_3A-80	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-85		XXX-UTESTA-006H_3A-85	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-90		XXX-UTESTA-006H_3A-90	SHLF6603461	
						This study																		XXX-UTESTA-006H_3A-95		XXX-UTESTA-006H_3A-95	SHLF6603461	
						This study																		XXX-UTESTA-006H_4A-0		XXX-UTESTA-006H_4A-0	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-10		XXX-UTESTA-006H_4A-10	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-100		XXX-UTESTA-006H_4A-100	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-105		XXX-UTESTA-006H_4A-105	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-110		XXX-UTESTA-006H_4A-110	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-115		XXX-UTESTA-006H_4A-115	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-120		XXX-UTESTA-006H_4A-120	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-125		XXX-UTESTA-006H_4A-125	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-130		XXX-UTESTA-006H_4A-130	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-135		XXX-UTESTA-006H_4A-135	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-140		XXX-UTESTA-006H_4A-140	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-145		XXX-UTESTA-006H_4A-145	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-15		XXX-UTESTA-006H_4A-15	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-150		XXX-UTESTA-006H_4A-150	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-20		XXX-UTESTA-006H_4A-20	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-25		XXX-UTESTA-006H_4A-25	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-30		XXX-UTESTA-006H_4A-30	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-35		XXX-UTESTA-006H_4A-35	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-40		XXX-UTESTA-006H_4A-40	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-45		XXX-UTESTA-006H_4A-45	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-5		XXX-UTESTA-006H_4A-5	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-50		XXX-UTESTA-006H_4A-50	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-55		XXX-UTESTA-006H_4A-55	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-60		XXX-UTESTA-006H_4A-60	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-65		XXX-UTESTA-006H_4A-65	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-70		XXX-UTESTA-006H_4A-70	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-75		XXX-UTESTA-006H_4A-75	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-80		XXX-UTESTA-006H_4A-80	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-85		XXX-UTESTA-006H_4A-85	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-90		XXX-UTESTA-006H_4A-90	SHLF6603491	
						This study																		XXX-UTESTA-006H_4A-95		XXX-UTESTA-006H_4A-95	SHLF6603491	
						This study																		XXX-UTESTA-006H_5A-0		XXX-UTESTA-006H_5A-0	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-10		XXX-UTESTA-006H_5A-10	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-100		XXX-UTESTA-006H_5A-100	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-105		XXX-UTESTA-006H_5A-105	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-110		XXX-UTESTA-006H_5A-110	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-115		XXX-UTESTA-006H_5A-115	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-120		XXX-UTESTA-006H_5A-120	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-125		XXX-UTESTA-006H_5A-125	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-130		XXX-UTESTA-006H_5A-130	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-135		XXX-UTESTA-006H_5A-135	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-140		XXX-UTESTA-006H_5A-140	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-145		XXX-UTESTA-006H_5A-145	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-15		XXX-UTESTA-006H_5A-15	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-150		XXX-UTESTA-006H_5A-150	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-20		XXX-UTESTA-006H_5A-20	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-25		XXX-UTESTA-006H_5A-25	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-30		XXX-UTESTA-006H_5A-30	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-35		XXX-UTESTA-006H_5A-35	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-40		XXX-UTESTA-006H_5A-40	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-45		XXX-UTESTA-006H_5A-45	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-5		XXX-UTESTA-006H_5A-5	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-50		XXX-UTESTA-006H_5A-50	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-55		XXX-UTESTA-006H_5A-55	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-60		XXX-UTESTA-006H_5A-60	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-65		XXX-UTESTA-006H_5A-65	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-70		XXX-UTESTA-006H_5A-70	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-75		XXX-UTESTA-006H_5A-75	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-80		XXX-UTESTA-006H_5A-80	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-85		XXX-UTESTA-006H_5A-85	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-90		XXX-UTESTA-006H_5A-90	SHLF6603521	
						This study																		XXX-UTESTA-006H_5A-95		XXX-UTESTA-006H_5A-95	SHLF6603521	
						This study																		XXX-UTESTA-006H_6A-0		XXX-UTESTA-006H_6A-0	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-10		XXX-UTESTA-006H_6A-10	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-100		XXX-UTESTA-006H_6A-100	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-105		XXX-UTESTA-006H_6A-105	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-110		XXX-UTESTA-006H_6A-110	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-15		XXX-UTESTA-006H_6A-15	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-20		XXX-UTESTA-006H_6A-20	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-25		XXX-UTESTA-006H_6A-25	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-30		XXX-UTESTA-006H_6A-30	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-35		XXX-UTESTA-006H_6A-35	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-40		XXX-UTESTA-006H_6A-40	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-45		XXX-UTESTA-006H_6A-45	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-5		XXX-UTESTA-006H_6A-5	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-50		XXX-UTESTA-006H_6A-50	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-55		XXX-UTESTA-006H_6A-55	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-60		XXX-UTESTA-006H_6A-60	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-65		XXX-UTESTA-006H_6A-65	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-70		XXX-UTESTA-006H_6A-70	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-75		XXX-UTESTA-006H_6A-75	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-80		XXX-UTESTA-006H_6A-80	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-85		XXX-UTESTA-006H_6A-85	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-90		XXX-UTESTA-006H_6A-90	SHLF6603551	
						This study																		XXX-UTESTA-006H_6A-95		XXX-UTESTA-006H_6A-95	SHLF6603551	
0.3323312:0.3325699:0.3350989:-0.0004355:0.0003593:0.0016609	192	1.206E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-1H-1_W_62		XXX-UTESTA-1H-1_W_62		7.000e-06
0.3323538:0.3337956:0.3338506:-0.0000992:0.0002665:0.0016289	192	6.117E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-1H-2_W_87		XXX-UTESTA-1H-2_W_87		7.000e-06
0.3329491:0.3361932:0.3308577:-0.000917:0.0010523:0.0023963	192	1.118E-3	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-1H-3_W_88		XXX-UTESTA-1H-3_W_88		7.000e-06
						This study		3.1	259.6	32.5	3.6	6	p	n	-1	LP-DIR-AF:XXX-UTESTA-2H-1_W_87		u	1.000e-01	1.500e-02	T	DA-DIR:DE-BFL:LP-DIR-AF	g	XXX-UTESTA-2H-1_W_87	pmagpy-3.2.1	XXX-UTESTA-2H-1_W_87		7.000e-06
						This study		3.1	259.6	32.5	3.6	6	p	n	0	LP-DIR-AF:XXX-UTESTA-2H-1_W_87		u	1.000e-01	1.500e-02	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF	g	XXX-UTESTA-2H-1_W_87	pmagpy-3.2.1	XXX-UTESTA-2H-1_W_87		7.000e-06
0.3348446:0.3354391:0.3297163:0.0006276:0.0001902:0.0024168	192	1.177E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-2H-1_W_87		XXX-UTESTA-2H-1_W_87		7.000e-06
0.3320095:0.3355437:0.3324468:0.0001607:0.0001406:0.001043	192	7.274E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-2H-2_W_97		XXX-UTESTA-2H-2_W_97		7.000e-06
0.3331453:0.3348591:0.3319955:-0.0006425:-0.0008032:-0.0003163	192	9.243E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-2H-3_W_77		XXX-UTESTA-2H-3_W_77		7.000e-06
0.3353045:0.3357894:0.3289061:-0.0002772:0.0002376:0.0008969	192	2.235E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-2H-4_W_70		XXX-UTESTA-2H-4_W_70		7.000e-06
0.3389008:0.3413588:0.3197404:-0.0006585:-0.0005648:-0.000065	192	8.247E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-3H-1_W_61		XXX-UTESTA-3H-1_W_61		7.000e-06
0.3382437:0.3423029:0.3194534:-0.0004878:0.0003797:0.0009394	192	7.795E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-3H-2_W_86		XXX-UTESTA-3H-2_W_86		7.000e-06
0.3395586:0.3399925:0.320449:0.0005286:-0.0033122:0.0012977	192	8.856E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-3H-3_W_86		XXX-UTESTA-3H-3_W_86		7.000e-06
0.3356975:0.3393356:0.3249669:-0.0005389:-0.0007161:0.0002845	192	1.679E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-3H-4_W_91		XXX-UTESTA-3H-4_W_91		7.000e-06
0.3408644:0.3441376:0.314998:-0.0000724:-0.001062:-0.0000129	192	7.769E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-3H-5_W_90		XXX-UTESTA-3H-5_W_90		7.000e-06
0.334565:0.3394035:0.3260315:-0.000029:0.0011808:0.0005243	192	5.238E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-1_W_72		XXX-UTESTA-4H-1_W_72		7.000e-06
0.3358755:0.3380131:0.3261114:0.0004159:-0.0004445:0.0009151	192	1.961E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-2_W_68		XXX-UTESTA-4H-2_W_68		7.000e-06
0.3353241:0.33698:0.3276958:0.0001242:-0.0000616:-0.0001951	192	1.098E-3	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-3_W_72		XXX-UTESTA-4H-3_W_72		7.000e-06
0.3381845:0.3394649:0.3223506:-0.0031398:0.0008385:-0.00273	192	3.171E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-4_W_72		XXX-UTESTA-4H-4_W_72		7.000e-06
0.3338845:0.3345237:0.3315918:0.0001959:-0.0003375:0.0001312	192	7.198E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-5_W_72		XXX-UTESTA-4H-5_W_72		7.000e-06
0.3415935:0.3449354:0.3134711:0.0018693:0.0014405:-0.0010652	192	9.863E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-6_W_72		XXX-UTESTA-4H-6_W_72		7.000e-06
0.344146:0.3466325:0.3092216:0.0005388:0.0010198:-0.0040512	192	9.599E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-4H-7_W_54		XXX-UTESTA-4H-7_W_54		7.000e-06
0.3300391:0.3361242:0.3338366:0.0001187:0.0002245:0.0029653	192	6.085E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-5H-1_W_78		XXX-UTESTA-5H-1_W_78		7.000e-06
0.3348512:0.3371146:0.3280342:-0.0008088:-0.0000872:0.0005604	192	2.150E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-5H-2_W_78		XXX-UTESTA-5H-2_W_78		7.000e-06
0.3355093:0.3362711:0.3282197:-0.0000007:-0.0002014:-0.0001003	192	1.604E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-5H-3_W_50		XXX-UTESTA-5H-3_W_50		7.000e-06
0.3382065:0.3375936:0.3241999:-0.0000332:0.0014905:-0.0006921	192	1.139E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-5H-4_W_75		XXX-UTESTA-5H-4_W_75		7.000e-06
0.3364837:0.3369359:0.3265803:-0.000615:-0.0008234:0.0003233	192	7.762E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-5H-5_W_82		XXX-UTESTA-5H-5_W_82		7.000e-06
0.3374921:0.3380606:0.3244473:0.0005351:0.0000188:0.0001503	192	2.249E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-5H-7_W_37		XXX-UTESTA-5H-7_W_37		7.000e-06
0.3381177:0.3436242:0.3182582:-0.0011756:-0.0009468:-0.0028868	192	6.083E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-6H-1_W_83		XXX-UTESTA-6H-1_W_83		7.000e-06
0.3353282:0.3375935:0.3270783:0.0008654:0.0004531:0.0007241	192	3.466E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-6H-2_W_28		XXX-UTESTA-6H-2_W_28		7.000e-06
0.3382387:0.3382609:0.3235004:-0.0002081:0.0007119:0.0029152	192	1.535E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-6H-3_W_62		XXX-UTESTA-6H-3_W_62		7.000e-06
0.3344216:0.3364972:0.3290812:-0.0009689:0.0000884:0.0014669	192	1.063E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-6H-4_W_58		XXX-UTESTA-6H-4_W_58		7.000e-06
0.3374552:0.3388308:0.323714:-0.0007266:0.0017615:0.002145	192	3.967E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-6H-6_W_50		XXX-UTESTA-6H-6_W_50		7.000e-06
0.3367983:0.3398032:0.3233985:0.0008406:0.0015454:0.0021913	192	1.074E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-1_W_100		XXX-UTESTA-7H-1_W_100		7.000e-06
0.3429703:0.3433568:0.3136729:0.0000463:0.0029577:0.0025861	192	1.387E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-2_W_72		XXX-UTESTA-7H-2_W_72		7.000e-06
0.3419485:0.3411694:0.3168821:0.0006252:0.0002792:0.0016641	192	3.055E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-3_W_86		XXX-UTESTA-7H-3_W_86		7.000e-06
0.3414874:0.341814:0.3166986:-0.0002969:0.0009322:0.0032074	192	5.393E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-4_W_56		XXX-UTESTA-7H-4_W_56		7.000e-06
0.3441423:0.3443818:0.3114759:0.0002746:0.0019359:0.0003509	192	1.094E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-5_W_73		XXX-UTESTA-7H-5_W_73		7.000e-06
0.3442499:0.3441201:0.31163:0.0006558:0.0015014:0.0025981	192	9.504E-5	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-6_W_48		XXX-UTESTA-7H-6_W_48		7.000e-06
0.342588:0.3440992:0.3133127:-0.0003622:-0.0000928:0.0030228	192	1.010E-4	Normalized by trace	-1	AMS	This study											-ins IODP-KLY4S					AE-H:LP-AN-MS:LP-X	g	XXX-UTESTA-7H-7_W_39		XXX-UTESTA-7H-7_W_39		7.000e-06
						This study	18.2		351.5	-17.5		3	p	n	-1	LP-DIR-AF:XXX-UTESTA-8H-4_W_89	IODP-SRM:IODP-SRM-AF	u	6.000e-02	4.000e-02	T	DA-DIR:DE-BFL:DE-FM:LP-DIR-AF	g	XXX-UTESTA-8H-4_W_89	pmagpy-3.2.1	XXX-UTESTA-8H-4_W_89		
